state,sex,year,name,count
OH,F,1981,Candace,126
NY,F,1951,Joann,500
IA,F,2011,Kenna,5
IL,F,2005,Marta,13
CA,M,1960,Allyn,6
CA,F,1961,Rita,272
PA,M,1964,Carey,11
AR,F,1924,Gladys,194
NC,M,1976,Reginald,81
CT,M,1990,Micah,5
AR,M,1920,Milburn,5
NJ,M,1915,Nicholas,159
NJ,M,2007,German,6
NY,M,2001,Shariff,5
DE,M,1994,Caleb,11
ME,F,1961,Helen,14
AL,F,1997,Alexa,15
AL,F,1929,Delores,32
IL,F,1946,Karen,1541
SC,M,1948,Dan,36
IA,F,1999,Rachael,13
AZ,M,1939,Ernest,39
OH,F,1983,Alysha,6
NY,F,1961,Lisette,16
MI,M,2005,Jaden,144
MO,F,2008,Hayley,22
ME,M,1931,Joseph,121
AL,M,1962,Maury,5
IA,F,2005,Jaiden,10
MA,M,2011,Drake,9
NJ,F,1971,Kathy,58
CO,F,1966,Denise,134
FL,M,2014,Duncan,9
OH,M,1931,Gerald,340
FL,F,1994,Candace,43
DE,F,2000,Angela,10
DC,M,1932,Charles,187
MN,F,1933,Ione,28
LA,M,2010,Brent,7
MI,F,1922,Jennie,101
NY,M,2008,Uri,12
HI,F,1972,Serena,5
NC,M,1944,Sanford,14
GA,F,1963,Katrina,60
NC,F,1983,Wanda,13
TX,M,1958,Terri,7
MN,M,1962,Kirt,5
SD,M,1970,Jeffrey,109
NJ,M,1959,Lester,41
AZ,M,2014,Leonidas,16
TX,F,1993,Hailey,233
UT,M,2013,Case,6
OH,F,1970,Corey,6
AR,F,1921,Kattie,8
NY,F,1998,Shakira,34
SC,M,2006,Preston,74
CA,F,2001,Lizeth,109
MO,F,2014,Rylee,82
VT,F,2004,Riley,16
OK,M,1999,Cedric,5
OK,M,1942,Lloyd,66
NY,F,2001,Leana,9
MA,F,1978,Lauren,190
NY,M,1944,Wendell,19
IL,F,1937,Lorelei,10
GA,F,1973,Geraldine,6
TX,F,2002,Nohemi,14
NJ,F,1981,Jaqueline,6
SD,F,1988,Autumn,8
NH,F,1944,Caroline,12
AR,F,1981,Tracie,7
MD,M,1993,Nelson,13
LA,M,1992,Don,21
KS,F,1942,Jeanette,41
MA,F,1966,Tonia,7
SC,M,1963,Maurice,43
AZ,M,1910,Harry,5
NC,M,1987,Erick,12
TX,F,2015,Hadlee,40
VA,F,2013,Selah,16
MA,F,1986,Tonya,14
SC,F,2007,Ellison,9
IL,F,1958,Elsie,17
WY,M,2003,Alejandro,5
NY,M,1922,Terry,15
UT,M,2000,Jack,68
OR,F,2010,Yaritza,5
NC,F,1979,Cristy,15
IA,F,1912,Ione,8
IN,M,2004,Nolan,102
WI,F,1952,Dianne,112
GA,F,2015,Laylah,12
FL,F,2008,Abigail,734
OH,F,1975,Tisha,28
NJ,M,2002,Erik,64
WA,M,1984,Eli,13
PA,F,2004,Kierra,20
CA,F,1974,Michal,6
CO,F,2009,Amara,14
OK,M,1912,Owen,17
TX,F,1998,Jaylen,7
KS,M,2013,Otto,7
IA,F,1924,Colette,5
NV,F,1985,Patricia,18
CA,M,1972,Heriberto,26
GA,M,1934,Edwin,51
OH,F,1993,India,41
IN,F,2015,Kendall,59
AR,F,1932,Bettie,35
NY,F,1982,Haydee,10
MS,F,1983,Diane,7
MI,M,1946,Maynard,14
TX,M,1989,Asher,8
IN,F,2007,Carlee,14
WY,M,1994,Trey,6
FL,F,2011,Rachelle,13
PA,F,1949,Mae,21
DC,M,1967,Dirk,5
LA,F,1950,Elenora,6
NY,F,2011,Harmony,65
AL,M,1981,Vincent,29
MD,M,1952,Jim,5
MI,F,2000,Tess,19
