state,sex,year,name,count
WV,F,1983,Carla,14
AR,F,2013,Annabella,10
MO,M,1961,Roger,280
TX,M,1992,Leland,18
MI,F,2003,Alisha,18
NJ,F,1937,Katharine,7
AZ,M,1921,Jim,9
NC,M,2015,Brecken,7
VA,F,1987,Jacquelyn,26
MD,M,1968,Leo,9
OR,M,2013,Ryder,64
GA,M,1993,Juan,55
MI,F,2006,Marin,5
IN,M,1995,Donovan,32
CA,F,2009,Viviane,10
PA,M,1966,Gavin,8
NH,F,1952,Constance,25
TN,M,1983,Justin,704
CA,F,1988,Jeanae,5
CT,M,2013,Nikolas,11
MN,F,1991,Rochelle,19
MO,F,2017,Maren,21
TX,M,1916,Clark,13
NY,F,2001,Angie,80
MI,F,2005,Monique,9
TX,M,1934,Edgar,73
OH,F,1961,Deanna,166
AR,F,1999,Lindsey,37
FL,M,2013,Zane,72
DE,M,2013,Bradley,7
MA,F,1964,Rochelle,16
AL,M,1922,Clay,9
AL,M,2013,Ean,7
NC,F,1993,Carrie,55
AL,F,1959,Deloise,16
SC,F,1972,Jeanne,8
FL,M,2004,Gene,5
PA,M,1993,Alberto,9
MO,M,1940,Gene,89
KS,F,1921,Cleta,7
MO,M,1979,Darrin,14
TX,F,1952,Andra,8
CO,M,1998,Tristen,27
AR,F,2011,Ciara,6
AR,M,2007,Adan,7
HI,M,1968,Wilfred,5
MI,F,2012,Kya,10
OK,M,2002,Dalton,94
KY,F,2009,Shyanne,9
OR,M,2010,Ramon,6
SD,F,1930,Madeline,6
CA,F,2007,Giavanna,14
MN,F,1924,Ethel,97
CA,F,2003,Tamaya,5
FL,M,2009,Dandre,8
MD,F,1979,Sandy,6
CA,F,1979,Deserie,14
TX,F,1960,Ivonne,5
KS,F,2013,Danielle,16
SD,M,1936,Jimmie,7
KS,F,1939,Velda,7
NJ,F,1931,Lily,6
SD,M,2006,Rylan,11
OR,F,2010,Elle,12
SC,M,1950,Nicholas,5
CA,F,1988,Kevin,18
IL,F,1977,Roxanna,7
MN,F,1997,Bridgette,6
CA,M,1992,Shadi,5
NJ,M,2009,Surya,7
NE,M,1989,Taylor,66
PA,M,1918,Bartley,6
OH,F,2009,Juliet,21
OH,F,1995,Leeann,11
NY,F,1981,January,7
NV,M,2001,Maximus,15
NM,F,2005,Audrey,20
ND,F,1925,Arlene,27
LA,F,2013,Casey,6
MN,F,1970,Danette,5
IN,F,2005,Kai,5
MN,M,1982,Jerod,5
IL,F,1929,Vera,157
NC,M,2002,Kamron,14
IN,F,1957,Penelope,14
MS,M,2002,Terrance,12
NM,F,1962,Dianne,10
VA,M,1977,Jody,27
VT,F,1974,Becky,7
IL,F,2014,Anabella,42
TN,F,2013,Kendall,61
NM,M,2011,Aron,6
MN,F,1986,Alexa,12
IN,M,2002,Nathaniel,179
UT,M,1994,Randall,6
CA,M,1968,Chase,6
TX,M,1911,Rosendo,9
WA,M,1992,Leslie,5
TX,M,2007,Malek,6
FL,F,2003,Kimya,5
FL,M,1989,Marvin,75
MI,F,1973,Kecia,7
DC,F,1960,Grace,9
NV,M,1979,Brent,10
MI,M,1967,Daryl,63
IL,M,1994,Esteban,22
TX,M,1945,Christopher,18
NY,M,1953,Carmelo,32
CO,M,1981,Lance,26
MN,M,1996,Brock,22
OR,F,1947,Jeanine,6
MN,M,1975,Judd,7
MN,F,1940,Charlene,40
WI,F,1966,Kara,16
WA,F,1983,Rena,7
MS,M,1935,Sammy,16
PA,M,2009,John,589
CA,M,2015,Joey,81
NY,F,1979,Helen,94
OR,F,1990,Amelia,34
AZ,M,1992,Stuart,9
CT,F,1983,Elisa,10
CA,M,1982,Elon,5
MI,M,1999,Braxton,12
CA,M,2015,Bowie,20
MI,F,1982,Ginger,10
FL,M,2008,Bradly,8
TN,F,1941,Dianna,5
NC,M,1910,Elmer,18
NY,F,1955,Mattie,10
KY,F,1956,Lynette,5
MO,F,2007,Juliette,7
NY,M,1982,Mohammed,19
SC,F,2011,Amelia,87
OK,F,1975,Kelli,57
IA,M,1927,Claude,15
AZ,F,1995,Sirena,7
GA,F,1913,Rosa,185
MN,F,1991,Martha,19
TX,M,2016,Gautham,8
TX,M,2016,Blu,5
AK,M,1989,Theodore,7
GA,M,1954,Grover,14
OK,M,2008,Trenton,58
TX,F,2014,Elliott,35
OH,M,2013,Jayce,137
OH,M,2006,Karl,10
WA,M,1948,Alton,5
NY,F,2012,Anaiah,15
MA,F,1983,Christa,9
OH,F,1967,Susie,31
FL,M,2015,Isaias,25
WA,M,2016,Ander,5
NY,M,1995,Brennan,21
WI,M,1980,Joshua,1014
GA,M,1986,Simon,16
WY,M,1954,Rocky,5
GA,F,2012,Sabrina,25
CA,M,1941,Eddy,13
ND,F,1946,Ellen,30
CA,F,2001,Libby,7
OH,M,1985,Maxwell,25
CT,M,1928,Julian,8
OR,M,2011,Leonardo,30
NY,F,1934,Beverley,26
GA,F,1991,Madelyn,12
MA,M,1925,Murray,22
NV,M,2000,Sebastian,61
MA,M,1962,Clyde,6
AK,M,2004,Steven,11
GA,F,1960,Mary,1169
SC,F,1980,Betsy,5
IL,M,1970,Lashawn,8
ID,F,2015,Ariana,22
VA,F,1960,Terry,169
AR,F,1992,Shelly,8
NJ,F,1975,Holly,96
AR,F,2007,Carly,15
TX,M,1968,Alexander,72
NV,M,2008,Izaiah,14
WI,M,1982,Quentin,11
CA,M,1983,Clyde,21
