state,sex,year,name,count
WV,F,1931,Justine,7
OK,M,1952,Dewey,12
ID,F,2001,Madalyn,7
MA,M,1921,Bernard,201
PA,M,1967,Ruben,12
MA,F,2017,Rita,11
KY,M,1982,Morgan,13
FL,F,2015,Alyah,5
KY,F,1945,Etta,23
CA,M,2001,Alejandro,1486
PA,F,1943,Imogene,7
VA,M,1969,Clarence,64
IN,F,1931,Patricia,693
OH,F,1953,Goldie,9
IN,M,2013,Omar,28
MN,F,2015,Brynlee,28
GA,F,1948,Jacquline,8
CA,F,1995,Jalen,5
ME,F,1961,Shari,21
OR,F,1923,Imogene,5
CA,M,2008,Bernardo,32
MS,M,1927,Jim,54
DC,M,1932,Patrick,9
NY,F,2009,Abbygail,8
NV,F,1996,Robin,5
CA,F,2009,Andie,17
MN,M,1945,Arnold,56
OH,M,1919,Carmen,9
CA,F,1964,Shareen,5
SC,M,1974,Kyle,14
WV,F,2010,Piper,17
CA,M,1996,Raymundo,89
OH,F,1998,Destine,5
IA,M,1913,Emmett,7
DE,M,1924,Walter,29
CO,M,1986,Dillon,26
NC,F,1960,Lilly,5
WV,F,1923,Hester,22
IA,M,1981,Jerome,16
IL,F,2000,Jania,8
IA,F,1941,Cheryl,30
DE,M,1964,Alan,23
AL,M,1975,Leo,10
IL,F,1963,Elsie,10
OK,M,1910,Herbert,15
IL,M,1922,Elza,8
GA,M,1965,Sheldon,15
WI,M,2010,Harrison,37
IN,F,1975,Paula,82
VA,F,1978,Chrissy,10
ND,F,1919,Victoria,7
ID,F,1984,Jessi,5
TX,M,1966,Jared,15
IL,F,2000,Zoie,9
IL,F,2007,Reece,13
NY,F,1984,Josephine,64
AR,F,1969,Valarie,6
UT,F,1959,Gay,8
CA,M,1996,Darrian,10
CT,F,2008,Alisha,8
PA,F,1931,Santa,9
KS,M,1963,Louis,19
CO,F,1944,Edna,20
FL,F,1986,Kasandra,5
WI,F,1923,Lula,5
CA,F,1993,Sacha,10
IL,F,2010,Eliza,55
MD,M,2010,Yusuf,9
CA,M,1929,Peter,150
VA,M,2008,Peter,72
NY,F,1939,Mae,24
MD,F,1992,Catherine,120
TN,F,2013,Juniper,6
NC,F,1974,Sunshine,5
OH,F,1961,Susanne,32
MI,F,1932,Winona,5
FL,M,1998,Obed,5
OK,F,1930,Dean,6
TX,F,1959,Roselinda,5
WI,F,2007,Molly,85
MO,M,2016,Darius,12
ND,F,2002,Rachel,23
IN,M,2000,Asa,7
MD,F,1982,Sabrina,33
MD,M,1965,Pete,5
GA,F,1997,Harmony,6
