state,sex,year,name,count
MT,M,1920,Bryce,5
CA,F,2013,Nena,6
NM,M,2012,Steven,14
NY,F,1955,Lida,6
AZ,M,1944,Bernard,8
FL,M,2012,Barron,6
PA,M,1947,Greg,41
NC,M,1978,Jeremiah,67
MI,F,1969,Raeann,5
NJ,F,1929,Cornelia,10
VA,M,1964,Cary,11
NM,M,1964,Mitchell,9
NM,M,2013,Joey,7
GA,M,1998,Brendon,23
ME,F,1912,Christine,10
AR,F,1937,Ollie,27
LA,M,1976,Vernon,33
MS,M,1988,Emanuel,9
VA,F,1967,Lorri,10
CA,M,1985,Keven,15
IN,F,1957,Erma,9
KY,M,2002,Davon,6
OR,M,1967,Shane,38
MN,M,1947,Rickey,5
MN,F,1955,Lauri,10
MI,F,1912,Lorna,5
UT,M,1955,Nelson,9
KS,F,1912,Jewell,5
MO,F,1966,Sandra,335
AZ,F,2006,Lexi,30
MT,M,2014,Max,12
GA,M,1952,Thomas,882
OR,M,1975,Earl,7
LA,F,1994,Marion,5
IN,F,2009,Paige,94
SC,F,1974,Tanya,86
PA,F,1961,Isabel,12
WA,F,1928,Mona,7
WI,F,1977,Andria,5
MI,F,1993,Jazzmine,7
PA,M,1986,Garrett,90
MS,M,1991,Ernest,12
KY,M,1945,Luster,9
NJ,M,1997,Herbert,9
WV,F,1994,Sierra,48
NJ,M,1967,Alfred,76
NV,M,1977,Alexander,7
MS,F,1922,Robbie,18
TX,M,1934,Rene,28
ID,F,2012,Charlotte,45
WI,M,2011,King,8
TN,F,1950,Deborah,638
NJ,F,2000,Yasmin,21
IL,M,1960,Myles,5
UT,F,1917,Wanda,40
CO,F,1952,Christina,22
WA,F,1991,Christine,88
CO,M,1985,Edwin,9
AZ,F,1986,Juliann,5
IL,M,2005,Kendal,8
TN,F,2001,Kendyl,6
TX,M,1916,Raymon,12
NY,F,1968,Rita,128
WI,F,1953,Pat,12
GA,M,2009,Chaz,10
OH,M,2014,Trace,14
NY,M,1917,Gerson,9
AR,F,1966,Caroline,8
CO,F,1930,Amelia,11
PA,M,1924,Ronald,99
NC,F,2009,Jenna,78
GA,M,1930,Alfred,76
AR,M,1991,Nathan,113
LA,F,1944,Geneva,36
OH,F,1967,Nancy,489
NY,F,1936,Ray,6
WY,F,1973,Shawna,10
AZ,M,1921,Jesse,11
NC,M,1925,Ned,24
TX,M,2010,Ozzy,7
LA,F,1989,Martika,9
KY,M,1928,Asa,8
GA,F,1975,Lori,148
OR,F,1953,Christie,17
MS,F,1983,Doris,5
NC,F,1999,Katelynn,42
MA,F,2017,Valerie,28
TX,M,2012,Tyson,87
KY,M,2010,Jordan,139
CA,M,2016,Chester,8
MN,M,1925,Erling,10
CT,F,1930,Delores,15
LA,M,1960,Felton,23
SC,M,2006,Craig,9
CO,F,2009,Lindsey,20
NM,M,1986,Lionel,10
NV,M,2010,Ryder,44
WI,F,2000,Camille,14
ID,M,1941,Gale,8
MS,F,1951,Marian,10
MN,M,1939,Lance,18
TX,F,1955,Joni,93
IL,M,1986,Mackenzie,6
ME,F,1948,Sherry,29
GA,F,1994,Lakeisha,12
FL,M,2013,Urijah,13
MD,M,1967,Thomas,551
OK,M,1944,Phillip,96
MT,M,1920,Carl,39
MI,M,2004,Marshall,21
MA,F,1968,Penny,29
FL,F,1987,Ellen,22
GA,M,1974,Everett,5
PA,M,1931,Herbert,328
TX,M,1924,Oscar,218
KS,F,1947,Sharyn,14
KY,M,2013,Ryland,17
IL,F,1989,Kasandra,9
OR,M,1970,Joe,32
SD,M,1923,Clair,10
NH,M,2016,Lochlan,6
NY,F,1974,Meridith,12
OH,M,1996,Tommy,21
CT,F,1957,Charlotte,14
IL,F,1971,Selina,15
CO,F,2016,Kaira,5
IL,M,1917,Dan,26
NC,F,1915,Eunice,92
ND,M,2002,Ian,25
KY,M,1972,Denny,6
UT,M,1920,Wesley,13
HI,M,2016,Hayden,9
TX,F,1946,Marta,42
VA,M,2005,Zahir,6
CA,F,1995,Shea,27
AZ,F,1923,Luisa,6
RI,M,2001,Richard,19
HI,M,1953,Gene,11
MI,F,1918,Lela,15
MD,M,1994,Philip,52
VA,M,1913,Nick,6
AZ,M,2002,Ulises,26
DE,F,1931,Helen,48
MD,M,1979,Max,6
NJ,M,2008,Benjamin,304
TN,M,1982,Charlie,33
TX,M,1941,Waldo,5
MD,F,1959,Tara,8
IL,M,2015,Dylan,403
TX,F,1979,Jana,110
MO,M,1946,Peter,55
DE,M,1957,Darryl,6
IL,F,1916,Fae,5
LA,F,1984,Leanne,11
OK,F,1990,Jaime,6
IL,F,2014,Frida,15
TX,F,2009,Jami,8
TX,M,1934,Sammie,42
OH,F,1967,Pennie,6
TX,M,1999,Cornelio,5
PA,M,1958,Stephan,28
GA,F,1922,Margie,130
TX,F,2004,Ambar,9
PA,F,1954,Nancie,7
NY,F,2004,Ahuva,18
PA,M,2009,Caine,5
FL,F,2014,Calista,8
KY,M,2007,Elliot,16
TX,M,2003,Tredarius,5
CO,F,2009,Jayda,27
TX,M,1994,Sal,6
AZ,F,2013,Felicity,12
MO,M,2002,Mathias,7
TX,M,1934,Rosendo,18
OH,M,2004,Zane,94
WY,M,2014,Andrew,21
TX,F,2010,Joelle,6
WV,M,1941,Dana,13
MN,F,1991,Brita,6
CO,M,1917,Edmond,5
CA,M,1989,Brennen,27
AR,M,1990,Marcus,66
OH,M,1978,Cyrus,7
MO,M,1920,Golden,5
NC,M,1927,Lindberg,5
LA,F,1997,Abbigail,10
CA,F,1991,Jacinda,9
MA,F,2007,Angelica,20
NY,M,1967,Gennaro,10
CA,F,2008,Matilda,52
WY,F,1926,June,12
CT,F,1948,Jean,142
WI,F,1915,Matilda,14
GA,M,2011,Brice,13
CT,M,1938,Gregory,12
RI,M,2011,Ethan,56
OH,F,2016,Megan,22
TX,M,1956,Anastacio,15
NJ,F,1926,Stella,93
OK,F,1973,Jerri,12
LA,F,1971,Kathrine,5
VA,F,1964,Shelby,32
UT,F,1954,Patti,19
LA,F,1926,Monez,6
ID,M,1939,Fredrick,5
FL,M,1973,Carlo,9
SC,M,1967,Roy,46
SC,F,2017,Christina,10
CA,F,2007,Camile,7
ME,F,2011,Annabella,8
OH,M,1949,Rick,123
CA,M,1989,Thao,5
GA,M,2016,Graham,60
WI,F,1992,Jordan,84
NV,M,2009,Cristian,29
NM,F,1968,Katherine,35
MO,M,1982,Brain,6
SC,M,1919,Roscoe,24
NM,M,2008,Sebastian,49
CA,F,1952,Randa,5
IL,M,1958,Derwin,11
MI,F,2001,Caitlynn,9
AZ,M,1962,Frankie,11
