state,sex,year,name,count
NJ,F,2016,Tara,14
TX,F,1955,Shannon,50
UT,F,1989,Mercedes,19
LA,F,1942,Goldie,8
MS,M,2016,Augustus,7
MS,F,1913,Rebecca,34
MT,F,1944,Nora,7
OR,F,1996,Isabelle,9
MA,M,1932,Eddie,7
TX,F,1993,Hallie,41
CA,M,1969,Valentin,15
MO,F,2016,Amber,13
CA,F,1994,Daniel,47
MO,F,2012,Cambria,8
FL,F,2017,Ivey,10
MO,M,1925,Manuel,10
MA,F,1940,Dorothea,16
NY,F,1956,Rosann,17
MI,F,2000,Nia,36
MA,F,2008,Anneliese,6
HI,M,1961,Lester,14
PA,M,1946,Alfonso,5
OR,M,2012,Francisco,13
MA,M,2016,Kymani,5
NY,F,1936,Viola,62
NE,F,1986,Angel,8
NC,F,1963,Marisa,5
MT,F,1996,Ashton,5
PA,M,1984,Howard,45
MS,M,2006,Ashton,79
WA,M,1986,Ty,13
CO,M,1974,Willie,5
IA,F,2003,Keira,8
NY,M,1985,Terry,63
WA,F,2011,Macy,34
CT,F,1980,Jana,5
IN,F,2007,Audrey,152
TX,M,2006,Texas,5
NC,F,1921,Augusta,7
KY,F,1973,Stacy,177
CA,M,2003,Gaven,19
OR,M,2001,Caleb,144
NY,F,2004,Gianna,461
FL,M,1960,Colin,7
AR,M,1919,Cleve,5
MS,F,2005,Cameron,19
TX,F,1992,Shomari,7
MO,F,2007,Makena,8
HI,M,1977,Anson,6
MA,M,2001,Jarrod,8
MI,F,1987,Tammie,5
IL,F,1977,Kandi,10
HI,F,2002,Madison,49
IL,F,1992,Sidney,18
LA,F,1979,Shanda,12
PA,M,1958,Elliot,7
SC,M,1942,Chester,12
MI,M,1949,Gary,1698
MS,M,2006,Shaun,9
NM,F,1967,Caroline,18
OK,M,1929,Sam,37
OR,F,1987,Marianne,5
MA,M,1923,Manuel,144
AR,M,1979,Darryl,5
TX,F,2006,Emery,61
CA,F,1976,Mabel,20
RI,F,2001,Sophie,14
IL,M,1937,Stan,5
LA,M,2016,Adrian,46
TX,F,2014,Hayley,47
IN,F,1939,Nellie,24
OR,M,2002,Dallin,8
FL,M,2006,Mathew,67
OR,M,1953,Daryl,15
CA,F,1997,Margaret,165
FL,M,1927,Byron,7
AR,M,1986,Lonnie,10
NY,F,1995,Regan,8
IL,M,2000,Taylor,53
CT,M,1913,Salvatore,26
NJ,M,1967,Oliver,5
AZ,F,1978,Amelia,14
IL,M,1929,Billie,54
MS,M,1955,Robert,1141
DE,M,1948,Earl,11
MD,F,2017,Kairi,10
NJ,M,1998,Zaire,21
UT,M,1997,Carter,48
AZ,F,2002,Evelynn,7
CA,F,1976,Renata,9
ID,M,2002,Dawson,23
NY,F,1989,Grace,187
MA,M,2009,Camilo,5
GA,F,2014,Sutton,10
CA,F,1949,Deirdre,8
MN,F,1949,Nikki,5
ID,F,1970,Tina,57
VA,F,2015,Nala,8
FL,F,2004,Angie,43
OH,F,2009,Candice,6
WI,M,2011,Fabian,12
IL,M,2005,Aleksandar,7
IL,M,2011,Boden,8
LA,M,1972,Johnnie,11
VA,F,1977,Christel,5
WV,F,1937,Marian,26
NM,M,2008,Troy,13
SD,F,2017,Blake,14
DC,F,1968,Ronda,14
IL,M,1982,Matthew,2318
NY,F,1949,Darcy,16
MT,M,2014,Kash,10
LA,F,1984,Linda,26
TX,M,2009,Antoine,17
ID,F,2017,Clara,27
IA,F,2000,Cassandra,34
AL,F,1971,Jodie,8
PA,F,2014,Indigo,5
WI,F,2010,Krystal,6
IL,M,1925,Evert,9
NV,M,2013,Chad,5
WV,M,2015,Landon,80
WA,F,1990,Jessika,7
PA,F,1997,Abbie,15
FL,F,1956,Linda,1163
MI,F,1986,Stephanie,943
TX,M,2017,Seth,100
TN,F,1975,Terry,8
IL,F,2001,Janeth,6
MI,F,1991,Katerina,6
TN,F,1966,Veronica,52
CO,M,2008,Dominic,117
VA,F,1998,Stacie,6
MN,M,2000,Holden,11
KS,F,1962,Marcy,9
CA,F,1977,Lashana,6
TX,F,1985,Breanne,16
LA,F,1936,Marcelle,5
PA,F,1924,Julianne,5
CA,M,1934,Bob,248
NY,M,1964,Deborah,5
NJ,M,1958,Daryl,38
NJ,F,2011,Mayte,5
MA,F,1964,Jeannie,7
WV,F,1959,Lucinda,17
CA,F,1969,Faviola,8
NY,F,2005,Tatyanna,5
NY,F,1965,Nanci,14
TN,M,1960,Eugene,45
PA,F,1925,Olivia,13
NY,M,1988,Donte,19
FL,F,1999,Denesha,7
IN,M,1921,Milan,6
DE,M,1957,Mark,162
NC,F,1956,Hope,15
NC,F,1980,Tamela,5
GA,F,1914,Cynthia,6
WV,F,1969,Carmen,11
NY,M,1994,Daren,8
CA,M,1976,Robert,3365
AK,M,2010,Kai,13
MI,M,1924,Eldon,27
WV,M,1921,Charles,806
WV,F,1929,Ada,43
IA,F,1911,Doris,50
AZ,M,2012,Mikel,7
NJ,F,2009,Gitty,6
NY,F,1956,Felecia,5
MI,F,2005,Zena,6
TX,F,1973,Gabriela,82
UT,M,2009,Nelson,6
NC,M,1998,Garett,5
NY,F,2014,Emmalynn,11
OK,F,1991,Julie,51
TN,F,2002,Trista,10
MD,F,1937,Katie,5
CA,F,2013,Patience,17
PA,F,1930,Madeleine,10
MA,F,1913,Diana,5
TX,M,2013,Aaron,1052
AL,F,1991,Kaleigh,5
WY,F,1961,Mary,59
NV,M,2003,Derek,21
HI,M,1983,Nathan,32
OK,M,2015,Israel,21
VA,M,1931,Kyle,14
OH,M,1985,Deontae,5
KS,F,2007,Joanna,9
ME,F,1974,Joy,6
MI,M,2003,Storm,6
LA,M,2015,Tremaine,6
TN,M,2016,Alexander,192
TX,F,1974,Guillermina,11
OH,M,1990,Darnell,36
MD,M,1938,Darrell,6
NY,F,2001,Alessandra,49
NJ,F,1950,Neva,6
WI,M,2000,Jason,111
MI,F,1921,Rosina,5
AL,M,1929,Emory,13
IN,M,1912,Ora,9
IA,F,1962,Tina,149
GA,F,2009,Samaria,19
IN,M,1995,Kain,5
WI,F,2007,Tierra,5
CA,M,2007,Rylie,7
CA,M,2006,Kaipo,5
MA,F,2007,Jaylynn,11
NJ,M,1923,Philip,130
PA,M,1946,Allen,242
IL,M,2016,Kingsley,6
CA,F,2002,Maricella,7
NY,M,2002,Keyshawn,15
NY,M,2009,Ian,296
IL,M,1961,Lemont,5
IN,F,1961,Gracie,5
MO,M,1911,Chester,38
SC,F,2009,Kalyn,6
MO,F,1924,Estella,19
KS,F,1973,Caroline,7
MI,M,1987,Cornelius,10
AZ,F,1936,Lillian,16
IA,M,1967,Dave,17
NY,M,1964,Thor,8
MI,F,1993,Abby,38
NY,F,1973,Janice,103
AZ,F,2010,Kianna,7
ME,F,2012,Ella,45
OR,M,1981,Tristan,13
OK,F,1996,Carol,5
WI,F,1995,Wendy,6
GA,M,2000,Jailen,6
RI,F,1976,Hilary,5
DE,M,2012,Theodore,7
CA,M,1968,Hank,11
HI,M,2017,Landen,6
KS,F,1988,Jenny,9
IL,F,2005,Mikyla,7
GA,M,1920,Jackson,23
TX,F,1986,Liz,5
NM,M,1966,Bill,6
FL,F,1984,Shantavia,5
NE,M,1937,Joel,10
VA,F,1983,Jenise,5
GA,F,1943,Katrina,5
MO,F,2016,Armoni,6
OH,F,1980,Jan,5
OR,M,1947,Kevin,7
NE,F,2007,Eleanor,7
CA,M,1991,Octavio,119
MO,F,1960,Tamra,29
TX,F,2005,Abygail,16
GA,F,1973,Angelique,7
IA,M,1992,Zackary,10
GA,F,2010,Kamryn,42
NY,M,1938,Teddy,24
SC,F,1989,Kathryn,79
GA,F,1941,Lilla,5
NC,F,2006,Nakiyah,6
CO,M,1925,Rafael,6
NH,M,1960,Gene,7
DC,M,1992,Victor,16
TX,F,1973,Donnie,5
PA,M,1985,Edgar,11
AL,M,1938,Darrell,7
MI,M,2004,Isaak,9
MT,F,1916,Rachel,8
NJ,F,1992,Karen,93
DC,F,2008,Diana,8
NY,F,1937,Beatrice,185
WA,F,1961,Jeannette,21
CA,M,1925,Willie,29
KY,F,2003,Jennifer,51
MS,F,2008,Kamya,6
UT,F,1925,Amy,7
CA,M,1944,Bradford,16
AL,F,1937,Rutha,6
VA,F,2008,Farah,6
TX,M,2012,Harrison,157
WA,F,2008,Savanna,26
OH,F,1948,Daisy,13
PA,F,1973,Jeni,5
AR,M,1982,Terrell,5
AR,F,1947,Rhonda,11
MN,F,1917,Eveline,7
ME,F,1978,Denise,17
NH,M,1966,Henry,14
NY,F,1961,Ronda,26
DC,M,1933,Jesse,6
NM,F,1924,Victoria,12
UT,M,2001,Theodore,6
WA,F,1980,Talia,9
DC,M,1984,David,180
VA,F,2005,Estrella,12
AZ,F,1928,Marjorie,28
PA,M,1961,Weston,7
DE,M,1971,Andrew,33
MT,F,1946,Nancy,91
NJ,M,1998,Jesus,41
IN,F,1991,Chelsy,5
NV,M,1987,Curtis,14
WI,M,1991,Kody,25
CO,F,2011,Ariel,14
IL,F,2017,Nalani,12
PA,F,2003,Tayler,10
KY,M,1941,Loyd,20
CO,F,1991,Katharine,12
WV,F,1944,Clarice,10
CA,M,1922,Leopoldo,6
LA,F,1918,Phyllis,8
MT,M,1954,Leo,5
OR,F,1959,Irene,11
GA,M,1923,Bonnie,7
WV,M,2005,Campbell,5
NY,F,1960,Kandy,6
WA,F,1971,Amy,385
SD,F,1954,Lucy,5
GA,F,2004,Brianna,317
WA,F,2005,Ella,239
MS,F,1957,Mona,14
PA,F,1974,Tonia,44
IN,F,1915,Hildegarde,5
WI,F,2014,Lana,12
CA,M,1953,Gabriel,70
FL,F,1995,Crystal,211
AL,F,1997,Monica,30
NJ,F,2012,Izabella,27
IL,F,2016,Aniston,5
TX,F,1921,Violet,66
OH,F,1966,Cecilia,19
NJ,F,1939,Eugenia,5
FL,M,2002,Giovani,17
NC,F,1979,Felecia,12
NV,F,1994,Brianna,66
TN,F,1928,Willa,27
CA,F,1994,Lora,15
MA,F,1995,Marguerite,6
NY,M,1979,Isaiah,5
LA,F,2010,Itzel,5
RI,M,1974,Kurt,5
IL,F,1966,Joelle,16
AL,F,1971,Corliss,5
NC,F,1992,Katelynn,12
TX,M,1999,Dallin,8
KY,M,2008,Isiah,15
NY,F,1929,Fay,64
VA,F,2010,Helena,9
SD,M,1931,Milbert,8
CA,F,2012,Ida,7
LA,F,2010,Noelle,8
OH,M,2016,Lazarus,9
OH,F,1933,Myra,8
KY,M,1957,Royce,5
NY,M,2013,Graeme,6
RI,F,1921,Juliette,13
NM,M,1982,Travis,52
MD,F,1969,Deanna,52
TX,M,2003,Carson,402
CT,M,2003,Justice,6
MA,M,1933,Randall,5
NC,M,1991,Jarred,10
NY,F,1962,Cecelia,44
MD,F,1970,Tera,5
