state,sex,year,name,count
MS,F,1961,Tamara,16
IN,M,1953,Monte,28
MA,F,2017,Martha,6
NH,F,1931,Constance,25
NE,M,1928,Tommy,15
NC,F,1975,Linda,90
TN,M,1935,Pete,10
PA,F,1968,Rachelle,31
PA,F,1939,Rosanna,6
OR,M,2007,Erick,19
VA,M,1938,Randall,14
DC,F,1990,Christian,5
KY,M,2003,Israel,7
IL,F,2009,Josalyn,5
SC,F,2013,Tamia,14
OR,F,2001,Carson,6
TX,F,1977,Josette,9
OH,F,1958,Bonnie,431
MS,F,1970,Lois,6
LA,M,1994,George,49
ND,M,1948,Glen,11
FL,M,2002,Cayden,25
DC,F,1972,Cheryl,42
IA,F,1961,Patrice,9
VT,F,2000,Chloe,7
AL,M,1923,Bud,7
DC,F,1990,Meredith,13
PA,M,1926,Emanuel,28
AL,F,1957,Juanita,77
NJ,M,1965,Thaddeus,5
PA,M,1944,Merle,53
OR,F,1920,Ila,6
MO,M,1940,Nelson,19
MS,F,2012,Tatum,11
NJ,F,1966,Colleen,241
OR,F,2011,Elisa,5
AL,M,1922,General,10
PA,F,1947,Hollis,7
OK,F,1911,Rose,25
OK,F,1999,Tatiana,8
ME,M,1946,Steve,9
NY,F,1978,Regan,14
PA,M,1946,Cyril,12
NC,F,1943,Maxcine,5
OK,F,1910,Essie,13
NJ,F,1925,Tillie,12
OK,M,1963,Preston,6
NM,F,1987,Joanna,15
MO,F,2000,Kelcie,6
AL,F,2015,Kenlee,5
MI,F,1997,Linda,24
ND,F,1997,Mckenzie,32
NY,M,1931,Ann,5
CA,M,1912,Harvey,9
AZ,F,1987,Julianne,7
CO,F,1970,Dawn,182
MI,M,1938,Ted,42
MS,F,1992,Keara,6
AL,M,2010,Quinton,14
MA,F,2014,Audrey,111
CA,F,2012,Cheyanne,20
NY,F,1976,Joyel,5
MD,F,2006,Mercedes,11
NC,M,1995,Deandre,38
AR,F,1917,Charline,8
TX,F,1937,Silvia,6
TX,F,2017,Caitlynn,5
CT,M,1918,Edward,497
FL,M,2013,Jaquan,17
NC,F,1996,Karla,14
CA,M,1929,Clifton,6
VA,M,2004,Hunter,266
MI,M,1960,Phillip,275
WV,M,2000,Jarod,5
TX,M,1947,Hughey,5
VA,M,2013,Braden,35
WA,M,1968,Perry,13
CA,F,1995,Shantell,15
CT,F,2009,Arabella,7
CA,F,1976,Ronee,6
SC,F,1970,Connie,48
NJ,F,1976,Rosa,35
AR,F,1966,Theresa,42
NC,F,2000,Maryam,5
OH,F,1987,Janice,18
MI,F,1925,Dorothea,36
CA,M,1969,Dallas,15
AL,F,2002,Hadley,6
IA,F,1923,Geraldine,131
NC,M,1933,Roby,5
NY,F,2011,Nevaeh,263
ID,F,2008,Jayden,7
CO,F,1964,Olga,7
GA,F,1943,Bessie,95
FL,F,1990,Alannah,11
MA,F,1970,Rita,26
NJ,F,1976,Vincenza,5
PA,M,1916,John,6543
CA,M,2002,Jjesus,5
NC,F,1975,Elisabeth,8
OH,F,1957,Carlotta,7
ME,M,1966,Malcolm,7
NC,M,1966,Terence,16
OK,M,1983,Colin,18
NJ,F,2008,Sydney,144
UT,M,1954,Terence,8
MT,F,1914,Virginia,39
TX,F,1985,Mariela,15
NJ,F,1969,Evelyn,94
FL,M,2015,Emilio,54
IL,F,1916,Lauretta,24
NC,F,2012,Madalyn,26
AR,M,1951,Alton,5
UT,M,1914,Dale,7
AL,M,2002,Leon,7
DE,F,1976,Joanna,8
TX,F,2005,Payge,5
CT,F,2013,Aria,59
NY,F,1923,Ruthe,12
AR,F,1911,Linnie,5
VA,F,2015,Afton,10
MA,M,1984,Tommy,9
NJ,F,1950,Fay,8
AL,M,1930,Preston,19
NM,M,1918,Willie,21
DE,M,1931,Ralph,21
FL,F,1956,Jocelyn,10
MI,F,1996,Lorraine,5
NE,F,1996,Hailee,5
OH,M,2008,Broden,7
MD,F,2003,Mckenzie,29
LA,F,1938,Gracie,17
WV,M,1985,Jerry,28
DC,F,1966,Tina,69
CA,F,2015,Janna,6
IL,M,2005,Matthew,973
IN,M,1937,Frederick,86
MO,F,1911,Selma,10
UT,F,1998,Danica,6
WY,F,1915,Sarah,6
TN,M,1946,Charles,1381
WV,F,1932,Muriel,8
NE,F,1999,Claudia,11
MO,F,2012,Keira,29
NC,M,2007,Barry,9
NY,M,1980,Micheal,98
NC,M,2003,Jaquon,7
MI,F,2005,Kadence,32
FL,F,2001,Madisen,14
CT,M,1926,Willis,5
FL,F,1994,Jayde,9
TX,F,2015,Azaria,25
OK,F,2014,Briley,10
HI,M,1922,Theodore,11
CA,F,1952,Annette,173
FL,M,2000,Evan,288
FL,M,1951,Allen,111
KY,M,1927,Oakley,8
NY,F,2012,Saskia,7
OH,M,1995,Jaylan,5
