state,sex,year,name,count
CO,F,2014,Aubriana,8
AR,F,1975,Patricia,61
IN,F,1959,Bethany,7
MI,F,2007,Lilyan,5
IL,M,1979,Garrett,47
NC,M,2007,Iziah,5
MD,F,2001,Shirley,8
WA,F,2001,Alondra,31
WY,M,1925,Gilbert,6
NC,F,1997,Emilie,17
OH,F,1964,Erma,14
NY,F,2008,Toba,7
PA,M,1919,Dean,30
RI,F,1979,Dana,9
IL,M,2000,Kamil,20
CA,M,2001,Baldomero,5
OK,M,2005,Gauge,6
NC,F,2012,Madilyn,41
CT,F,2005,Tatum,7
DC,F,1960,Bernice,7
NC,F,1997,Robin,17
TX,M,1951,Carlos,430
TX,M,1926,Inez,8
WI,F,2005,Xiomara,5
CA,F,1973,Joy,145
NY,F,1921,Palma,23
WA,M,1946,Brian,89
TN,F,2008,Jessica,80
WI,F,1969,Sue,43
GA,M,2008,Kole,6
IL,M,1977,Jaime,101
MO,M,1983,Demetrius,20
MO,M,1933,Stephen,31
OH,F,1993,Shantelle,6
CA,F,1998,June,24
NJ,F,1962,Deidre,15
TN,F,1925,Jane,87
LA,F,1989,Katina,6
MI,M,1938,Walter,303
MI,M,2017,Malaki,5
FL,M,1959,Jacob,12
AR,F,1917,Matilda,7
VA,M,2017,Luke,272
TN,F,1923,Julia,118
TN,M,2004,Clyde,6
MS,F,2009,Julie,10
NJ,M,1928,Carlton,12
PA,M,1970,Willard,17
NC,F,2012,Briella,15
NC,F,2016,Ayla,32
MN,M,1976,Mario,6
MA,F,1961,Stacie,10
NJ,F,1946,Pat,44
TN,M,1977,Hank,5
IN,F,1941,Cathy,10
OK,F,1989,Haley,51
TX,F,1942,Barbra,5
WA,M,2016,Nathan,161
CA,F,1972,Liliana,48
OK,M,2003,Jordan,138
CA,F,2007,Pressley,5
OR,F,1967,Mandy,5
OH,M,1996,Brice,25
CA,F,1974,Taya,6
ND,F,1919,Audrey,16
GA,F,2010,Emerson,38
NJ,F,1910,Irma,14
OR,M,1989,Armando,10
IL,F,1957,Vikki,14
UT,F,2010,Rose,14
NC,F,2007,Amyia,6
LA,F,1926,Lila,5
TX,F,1976,Paul,8
LA,F,2009,Brandi,10
CA,F,1987,Stacie,79
KY,M,1967,Elmer,15
OR,F,1947,Vivian,13
GA,F,1933,Lorraine,12
TN,F,1977,Hayley,5
IL,M,1976,Jeromy,14
KY,M,2004,Victoria,19
NC,M,2008,Payton,36
KS,F,1929,Ivalee,7
KS,F,1977,Leticia,9
NC,F,2016,Janiah,6
MO,M,1963,Alan,138
KY,M,2009,Elliott,12
AL,F,1948,Sophia,6
MN,F,1974,Katrina,17
PA,F,1952,Jeannette,55
TX,F,2008,Rebekah,79
CA,F,1998,Gracie,30
IL,M,1910,Angelo,10
CO,M,1955,Cary,9
GA,F,2004,Kacey,6
NE,M,1927,Gene,94
PA,F,1974,Karianne,5
IL,M,1994,Irvin,6
FL,F,1986,Anastasia,15
NJ,M,1980,Ariel,16
TN,F,1947,Diann,5
TX,M,1967,Sam,52
WA,F,1991,Audrey,31
IN,F,1959,Norma,62
ME,F,1973,Liza,8
ME,F,1987,Melanie,16
GA,M,2015,Marco,20
AL,M,1927,Frazier,5
ND,F,1982,Jackie,7
MI,M,1925,Eli,7
FL,F,1987,Marjorie,18
OH,M,1911,Pete,5
AL,M,1995,Zachery,40
GA,F,1951,Ellen,80
OH,M,2009,Benjamin,564
WA,M,1930,Milton,19
CA,M,1956,Wilbert,10
NE,F,1986,Christa,13
AL,M,1921,William,1467
VA,F,2015,Hayley,20
IL,M,1915,Winston,12
GA,F,1963,Charlie,7
NJ,F,1939,Marie,340
DC,M,2003,Oliver,14
OR,M,2005,Orlando,8
CA,M,2009,Madix,5
VA,M,2007,Jamal,17
TN,F,1929,Charlie,6
NE,F,1913,Verna,24
NY,M,1997,Dakota,156
WV,M,1943,Gary,311
PA,M,1997,Byron,13
AR,F,1920,Chloe,6
TN,M,1983,Julian,13
VA,M,1996,Gerald,18
MD,M,1971,Melvin,41
OH,F,1926,Annabelle,60
MI,F,1948,Roxanna,5
MI,M,2006,Nehemiah,17
WA,F,1917,Jessie,25
NJ,F,1954,Debra,1096
NE,F,1976,Lynn,9
NV,F,2016,Savannah,40
WY,M,1949,Ted,8
IN,F,1993,Erica,153
GA,F,1996,Alecia,8
MN,F,2008,Ella,276
MI,F,2010,Alaina,90
IL,F,1993,Carly,132
PA,F,2003,Randi,5
KS,F,1974,Judy,8
FL,F,2013,Ana,82
CA,M,2002,Rey,39
NY,F,1984,Minerva,9
IA,F,1929,Leora,9
TX,M,1942,Adan,40
SC,M,1997,Bradley,63
TX,F,1996,Rosemary,27
LA,F,2016,Juliana,21
FL,M,1927,Martin,10
NV,F,1972,Staci,5
MA,M,2013,Jaxson,81
CA,F,1940,Lonna,16
MA,F,1913,Rowena,5
ME,F,1936,Adrienne,6
VT,F,1998,Charlotte,7
MO,M,1969,Dickie,7
IA,M,2017,Daxton,22
TX,M,1918,Burnis,5
LA,M,2015,Kamryn,11
TX,M,1991,Keagan,5
CA,F,1955,Luanna,5
NJ,F,1984,Jill,79
MN,M,1988,Colten,5
CO,F,2016,Khloe,26
CA,M,2007,Slade,12
GA,F,1978,James,5
IL,F,1977,Twanna,8
SD,F,2014,Summer,5
NJ,F,1991,Alexa,155
OR,F,1922,Wilda,5
WI,F,1998,Ruth,9
PA,F,2012,Aryanna,20
VA,M,1956,Lewis,106
ID,M,1950,John,267
UT,M,1995,Shane,29
IL,M,1990,Davion,9
LA,F,2006,Riley,83
WY,F,2002,Sadie,6
MI,F,2000,Savanna,47
CO,F,1929,Myrtle,20
AR,F,1928,Verlene,6
MS,M,1975,Carlton,14
NC,F,1980,Dorothy,31
MD,F,1995,Alex,6
WA,F,1955,Carole,26
FL,F,1972,Dara,11
MO,F,2001,Faith,149
WY,F,1989,Amy,16
UT,M,1943,Delbert,5
WI,M,1938,Lloyd,78
AL,M,1998,Josiah,18
NE,F,2003,Genevieve,6
SD,F,1955,Dee,6
UT,M,2011,Karson,23
IN,M,2012,Philip,13
NY,M,1965,Blair,9
KY,F,1927,Winnie,13
OR,M,1968,Joey,9
NJ,F,2015,Bella,89
CT,M,1977,Jeremy,148
CO,F,1933,Thelma,26
ME,F,1972,Debora,5
AZ,M,2001,Braiden,6
TN,F,1957,Malinda,6
TX,F,1926,Altagracia,8
CA,M,1987,Otto,14
MO,M,1962,Lonny,6
NC,F,1979,Rosalyn,7
OK,M,1994,Drake,10
CT,F,1916,Annette,16
MI,F,1918,Helena,22
PA,F,1928,Thelma,470
KY,M,2011,Jude,44
RI,F,1947,Cheryl,90
CA,F,2005,Oralia,5
NY,M,2011,Eliezer,61
MD,F,1965,Tonya,58
KS,M,1966,Vincent,36
OR,F,1963,Cynthia,134
TX,F,1974,Tamie,10
NJ,F,1981,Melisa,20
CA,F,2010,Angeline,63
LA,F,1996,Laura,50
MA,M,1923,Dean,5
CO,F,1966,Rosemary,19
WV,M,1943,Frederick,43
PA,M,1949,Elbert,11
NY,M,1932,Calvin,61
KS,M,1994,Damon,12
WV,F,1995,Britney,7
RI,M,1969,Richard,200
FL,M,2016,Zachary,289
MO,F,1988,Kaitlin,52
OK,F,2004,Magdalena,5
AZ,F,1965,Marilyn,18
WA,M,2006,Tate,24
SC,F,1977,Felicia,102
WY,F,1955,Sherry,9
PA,F,1913,Lela,9
FL,F,1977,Joyce,32
TX,M,1956,Cesar,41
WA,M,1978,Devon,10
OH,M,2002,Orlando,17
WA,M,2015,Fisher,11
TN,F,1986,Sonja,7
NJ,F,1914,Ollie,5
LA,M,1968,Nolan,14
MS,F,1942,Claire,5
WA,F,1944,Charlotte,64
CA,M,1927,Robert,2490
NY,F,2002,Shanna,8
MA,F,1913,Rosemary,16
ID,M,1921,Floyd,28
AL,F,2015,Harmonie,8
WI,F,1986,Victoria,69
MD,M,1946,Irvin,14
KY,F,1937,Billie,109
SD,M,1946,Lavern,5
LA,F,1920,Dixie,6
WI,M,2010,Solomon,13
MO,F,1987,Lasha,5
TX,M,1926,Cleofas,5
SC,F,1999,Kiana,19
IA,M,1916,Jack,157
KY,M,2011,Alex,46
TX,M,2014,Aston,21
CA,M,2013,Trenton,66
OK,F,2004,Kiersten,8
AR,F,2014,Jaylah,5
DC,M,1967,Joshua,11
TX,M,1982,Gordon,43
MN,F,1988,Justin,5
NM,F,1998,Celeste,25
IA,M,1980,Lawrence,10
OR,F,1943,Lavonne,6
WI,F,1986,Francesca,8
AZ,M,1994,Nolan,12
CA,F,2008,Jasia,5
NJ,F,1946,Eleanor,109
TX,M,1952,Kennith,17
SC,M,2005,Matthew,287
NH,M,1934,Howard,18
CA,F,1980,Liane,9
WA,F,1913,Fern,8
CA,M,1985,Jerred,8
