state,sex,year,name,count
GA,M,1952,Theron,8
MS,M,1974,Kirk,15
NJ,F,1926,Sara,27
MS,M,1971,Curtis,97
AL,M,1939,Emanuel,7
VA,F,2003,Caroline,217
MN,M,1966,Garrett,5
WY,M,1981,Cameron,8
LA,F,1957,Donna,528
NY,F,1931,Eileen,594
IN,M,1987,Malcolm,8
MD,F,1967,Susan,396
MI,M,1971,Bennie,14
IN,M,1998,Brent,34
CO,M,1980,Derek,124
UT,F,1997,Erin,61
KS,F,1983,Elizabeth,190
MD,M,2006,Patrick,88
PA,F,1960,Kathaleen,6
DC,M,1997,Leon,5
VA,F,2004,Danielle,87
AL,M,1976,Kelton,6
GA,M,2004,Dane,5
PA,F,2005,Kaitlin,29
IL,F,2015,Victoria,321
SC,M,2007,George,39
LA,F,1960,Veronica,85
KY,F,1997,Mackenzie,89
AL,M,2003,Darian,5
WA,F,1981,Aleah,5
IA,M,2001,Drake,50
MT,F,1940,Loretta,27
FL,M,2004,Antoine,17
AL,F,1947,Gladys,78
MO,M,1917,Wilfred,21
IN,M,2009,Rolando,5
MS,F,2015,Ellen,7
MI,M,2004,Aneesh,6
AL,F,2016,Sara,49
WY,M,1960,Arthur,14
TX,F,1948,Linda,4947
SD,M,1973,Neil,11
NY,M,2006,Mason,321
LA,M,1913,Wilson,29
DC,F,1987,Alecia,5
MI,F,1995,Sequoia,9
SC,M,1964,Bryant,13
NJ,M,1979,Elvis,25
GA,F,2007,Tatyana,7
OH,F,1954,Cheryle,11
MO,F,1960,Denita,6
NC,F,2002,Adyson,5
NE,F,1980,Audrey,9
NE,F,1970,Traci,48
NE,F,1963,Carole,6
MT,F,1973,Marla,6
GA,M,1965,Daron,11
DC,F,1922,Ruth,93
KY,F,1996,Kristy,10
KY,F,2007,Lakyn,6
MA,F,2006,Gina,11
NJ,M,1956,Enrico,8
NC,M,1995,Darryl,17
NY,M,1996,Dean,126
KY,F,1954,Harriet,13
NJ,M,1988,Herbert,11
MI,F,2002,Jaida,16
NY,F,2013,Brigitte,6
MN,F,2012,Mercedes,12
IN,F,1972,Candace,41
NY,F,2014,Caydence,13
MS,F,1980,Jana,25
WV,M,1983,Chase,8
AR,M,2011,Keaton,10
IL,M,1932,Horace,7
OH,F,1987,Angelina,20
TX,F,1955,Gwenda,12
WI,M,1997,Cristian,15
TX,M,1918,Johnny,63
CA,M,1921,Sterling,5
MO,M,1968,Herman,10
NJ,M,1968,Emilio,7
CT,F,1985,Leah,58
AL,F,1998,Darby,12
AL,F,1992,Devan,11
NM,M,2006,Victor,42
OR,M,1916,Theodore,14
AL,F,1956,Kristi,5
VA,F,1967,Ethel,5
NV,F,2005,Gladys,5
NJ,F,1964,Gabrielle,18
SC,F,1951,Geneva,57
FL,F,2013,Jane,32
MI,M,2009,Kenneth,95
ME,F,1956,Jeannine,10
MI,M,1953,Emanuel,8
HI,F,1987,Tiffany,60
WI,F,2013,Lillyanna,10
MT,M,2008,Colton,22
VA,M,1975,Phillip,100
MI,M,1951,Brent,47
MA,M,1914,Bertrand,5
IL,M,1992,Ramon,60
WA,F,1991,Robin,29
DC,F,1996,Jennifer,49
ND,F,1981,Cynthia,5
WI,M,1912,Stephen,16
ND,M,2002,Noah,46
CA,M,2013,Frederick,51
IL,M,2007,Malakai,5
LA,F,1975,Brandie,23
NE,M,1948,Terrance,8
LA,M,1984,Leslie,13
MD,F,2003,Hayleigh,5
KS,M,1997,Adrian,39
SC,M,1914,Monroe,11
NE,F,2015,Kara,5
CA,F,2007,Mikaila,17
LA,M,2017,Grant,42
WI,M,2017,Kamden,17
MA,F,1918,Albina,25
NJ,M,1994,Donavan,5
TX,F,2009,Anyia,10
CA,F,2006,Manasa,5
NJ,M,1993,Gary,71
GA,M,1924,Auther,5
VA,M,2003,Deon,7
TX,F,2017,Makayla,165
AL,M,1973,Milton,12
WV,F,1925,Leota,19
MI,M,1990,Kendall,24
ND,M,2016,Jacob,37
NY,F,1915,Alberta,80
PA,F,1965,Sabrina,13
AL,M,1915,Elvis,6
OK,M,1995,Abraham,7
MA,F,2006,Megan,132
IL,F,2003,Addyson,13
WA,F,1973,Lindsey,5
NC,F,2017,Vivienne,43
NM,F,1997,Meghan,11
TN,F,1915,Brownie,11
GA,F,1981,Elicia,7
UT,F,1981,Marie,26
SD,M,1915,Roland,16
FL,F,1989,Jamee,6
AR,M,1922,Buck,5
PA,F,1969,Suzette,21
MI,F,1988,Maryann,11
MN,M,2002,Moises,6
LA,M,2012,Josue,6
CA,F,1993,Jackelin,10
WA,F,2005,Kya,9
VT,F,1915,Doris,48
TX,M,2003,Uvaldo,7
GA,M,1960,Henry,221
CT,F,2001,Lilly,9
OR,F,2010,Maddison,21
FL,F,1988,Stephani,7
AL,M,1943,Dallas,5
PA,M,1930,Carlo,12
PA,M,1971,Monty,5
TX,M,1991,Derek,354
OK,F,1986,Kassi,5
TX,F,2014,Paizlee,15
NY,M,1922,Sal,10
FL,F,2010,Lauren,225
NY,F,1961,Monica,217
NE,F,1985,Kari,24
TX,M,2003,Avery,116
UT,F,1981,Marissa,15
DC,F,2004,Alexa,11
NY,F,1952,Altagracia,5
FL,M,2007,Logan,870
DC,F,1911,Sarah,10
TX,F,2010,Naiya,5
KS,M,1962,Kelly,92
MA,F,2003,Hailey,146
MI,F,1931,Wanda,100
TN,M,2015,Urijah,6
MO,F,2006,Giselle,6
OR,M,1920,Paul,50
PA,M,1921,Armond,7
MA,F,2013,Thea,9
LA,M,1997,Alvin,29
AL,F,1955,Vivian,88
MA,F,1949,Sharon,469
SD,M,2014,Kingston,6
CA,M,1992,Demetrios,6
MI,F,2008,Jurnee,6
OK,F,1917,Esther,91
CA,M,1939,Rodney,87
CT,M,2014,Wesley,31
PA,F,1955,Rosemary,225
LA,M,1981,Terell,5
ND,M,1945,Tom,18
CA,F,1995,Lidia,68
DC,M,1987,Jean,5
TX,M,1949,Cosme,8
TX,F,1969,Claudine,13
MO,F,1956,Candy,19
OR,F,2016,Emelia,5
CA,F,2013,Mayleen,14
WA,M,1967,Wesley,23
NY,F,1999,Siarra,7
TN,F,1998,Daisy,13
OR,F,1956,Diane,186
NM,M,1992,Blake,8
VA,F,2006,Madison,547
IL,M,2013,Kaidyn,7
AR,F,1976,Terri,28
IA,F,1985,Amie,10
LA,F,1984,Dana,104
FL,M,1974,Ray,42
MA,M,1933,Reginald,9
NY,F,1949,Coleen,14
SC,F,1998,Shanice,7
CA,F,1976,Sanjuana,5
LA,M,1951,Danny,149
NY,F,1994,Fatou,8
KY,F,2004,Susan,5
UT,M,1936,Neil,18
VA,M,1969,Thaddeus,8
IL,M,1987,Maurice,110
NJ,F,1956,Arleen,15
MI,F,1975,Dolores,9
