state,sex,year,name,count
IN,M,1941,Alton,5
MS,F,1945,Marcia,8
UT,F,1968,Yvette,9
TN,F,2002,Hunter,10
GA,M,1982,Derrell,5
WA,F,2000,Aryanna,6
FL,M,1972,Lenard,6
TN,F,1941,Mary,1926
AL,M,1995,Emmitt,5
AL,F,2007,Tyler,6
CA,F,2006,Marilin,9
GA,F,1937,Cynthia,22
CA,M,1984,Alfonso,154
CT,F,1997,Yasmin,5
WV,F,1923,Agnes,72
KY,M,1947,Jerome,33
IN,F,1925,Leora,9
IA,M,2003,Zane,37
AL,M,1972,Kent,11
WY,M,1985,Peter,8
ME,M,1984,Cole,5
OH,M,1949,Clifton,21
IN,F,1963,Tari,5
VT,F,1943,Jeannine,5
TX,F,1980,Yessenia,7
CT,F,1964,Kathi,5
CT,M,1979,Noah,9
CA,F,1965,Marla,114
MO,M,2004,Tristan,74
GA,M,1980,Teddy,10
GA,M,1989,Randy,66
NC,M,1934,Jarvis,12
PA,F,1987,Leigh,38
IL,M,1930,Ross,25
DE,M,1936,Henry,11
OR,M,1989,Hunter,9
FL,M,2016,Cecil,6
GA,M,1910,Lucious,8
WA,F,1991,Roxanne,10
CA,F,1964,Dulce,5
CA,F,2007,Ema,23
FL,M,1980,Giovanni,11
HI,F,1937,Helen,48
KY,F,1974,Wendi,5
NY,M,2013,Charlie,79
CA,M,1942,Myron,19
PA,M,2009,Jarrett,9
TN,F,1964,Yvonne,28
CA,F,1994,Vanessa,2136
KS,F,1930,Kathryn,42
TN,F,1975,Latoya,48
AL,M,1980,Lawrence,23
AR,F,1923,Audrey,41
GA,F,1953,Ava,13
CA,M,1982,Dorian,29
PA,F,2006,Maureen,7
PA,F,1997,Siena,6
UT,M,2008,Mason,179
TX,F,1998,Brigid,5
TX,F,1994,Mollie,28
MI,M,1943,Roosevelt,5
NM,M,2007,Dustin,8
MO,F,1974,Natalie,69
NH,M,1996,Evan,34
NV,F,1956,Patricia,36
IA,M,2017,Bo,19
SC,M,1997,Ronald,36
NY,M,1980,Garrick,8
TN,M,1979,Sean,42
MO,F,1955,Micki,6
TX,F,1930,Vlasta,6
VA,M,1946,Meredith,7
GA,M,2002,Edmund,5
FL,F,1966,Vanessa,54
VA,M,2015,Brendon,13
MA,F,2016,Sawyer,17
NY,M,2003,Youssef,25
PA,F,2014,Addie,5
PA,F,1978,Lakia,14
WI,F,1936,Marcia,59
CA,M,1978,Elias,87
MD,F,1916,Wilma,8
TX,F,1940,Diana,86
NC,F,1926,Helene,6
FL,M,2008,Shivam,5
GA,F,2008,Kaidence,6
MA,F,2001,Genesis,22
IN,F,2016,Roxie,5
MT,F,1954,Christine,59
NY,M,2012,Jacobo,6
IL,F,1947,Daryl,9
IL,M,1962,Earnest,13
OR,F,1921,Jennie,8
NJ,F,1969,Lee,33
WA,M,2017,Larry,5
NC,F,1980,Kristen,199
NJ,M,2000,Rohan,39
SC,F,1955,Candice,6
AL,M,1987,Preston,25
NM,F,2013,Tiffany,5
CA,F,2012,Marisol,113
CO,M,1927,Raymond,87
MI,F,2017,Tenley,12
FL,F,1984,Jean,21
ND,M,1993,Jon,6
AZ,F,1972,Ellen,6
GA,F,1946,Leona,13
MI,F,1989,Kaitlin,129
VT,M,2005,Brody,5
NM,F,1990,Loretta,8
NJ,M,1965,Joshua,21
WV,M,2005,Alexander,83
NJ,M,1996,Shemar,7
WA,M,1993,Devante,14
WA,M,1997,Kendall,14
IN,F,2012,Brookelynn,6
FL,M,2006,Kalel,11
IL,F,1994,Aleia,8
FL,M,1975,Fabian,9
NY,F,2003,Sage,32
OH,F,1919,Estella,18
CO,F,2016,Kaia,25
MT,F,1985,Sandra,5
CO,M,1956,Rusty,8
TX,M,1924,Noble,18
AK,F,1992,Jennifer,28
WI,M,1942,Duane,134
OH,M,1990,Dallas,28
KS,M,1929,Everett,41
SC,F,1937,Pearline,6
IL,F,2014,Raniya,5
TX,F,1956,Tresa,9
FL,F,2002,Alexi,11
MI,F,1961,Clarissa,12
OH,F,2010,Emmalin,6
TX,M,1950,Clyde,134
NY,F,1962,Alba,5
MI,F,1990,Fawn,7
AR,F,1915,Elvira,6
OR,F,2010,Emilia,9
RI,M,1980,Wayne,10
MD,F,1967,Jayne,5
GA,F,1991,Destiney,7
LA,F,1933,Melvina,5
AL,M,2012,Andres,6
WY,M,1962,Lance,5
FL,F,1967,Ada,11
CA,F,1977,Ayana,13
GA,M,1961,Cleveland,20
OH,F,1989,Sophie,8
