state,sex,year,name,count
MA,M,1926,Alan,76
TX,F,1914,Veola,5
PA,F,1969,Kellie,151
MD,M,2005,Corbin,7
GA,F,1981,Shay,5
MN,F,1982,Janie,5
KS,M,1999,Randy,9
SD,M,1939,Darrell,28
FL,F,1965,Antoinette,29
AL,F,1983,Joy,21
MS,M,1980,Kerry,10
NY,F,2002,Lynda,5
GA,F,2009,Annelise,6
NJ,M,1967,Patrick,427
AR,F,1946,Judi,6
CT,F,1975,Robin,39
NM,F,1989,Melody,14
PA,F,1948,Nan,13
TN,F,1934,Nelda,15
MO,F,1964,Stacey,105
PA,F,2011,Kierstyn,8
OH,F,1961,Marti,7
TX,F,1958,Melissa,239
CA,M,2015,Deven,19
CT,M,2003,Steven,65
ID,M,2014,Holden,7
RI,M,1919,Edgar,13
ID,M,2014,Derek,11
AZ,F,1989,Breann,7
NM,F,2016,Heavenly,5
GA,M,1966,Bruce,133
OH,M,1977,Hector,12
KY,F,1971,Flora,7
OH,F,2016,Annabel,15
MN,F,1936,Adele,9
WV,M,1984,Jeffery,30
AZ,M,1974,Damion,7
RI,F,1925,Leonora,5
UT,F,2001,Moriah,7
SC,F,1938,Joan,81
DC,F,2005,Morgan,16
PA,M,1982,Noel,15
OH,M,1945,Patsy,5
WA,F,1942,Joy,28
MO,F,2008,Kaleigh,20
SC,F,2016,Keira,9
NY,M,1996,Tylor,27
MN,M,1967,Kelly,98
IN,F,1914,Gertrude,80
MN,M,1992,Devante,5
CA,F,2008,Hania,6
NY,F,1986,Jasmin,148
NV,F,2007,Macy,6
MD,F,1936,Christina,8
OH,F,2011,Desire,5
NV,M,1969,Ryan,9
NM,F,2014,Willow,12
PA,F,2005,Logan,30
CA,F,1973,Dannell,6
NM,F,1957,Ruby,17
IA,M,2010,Chase,79
WA,M,2011,Armando,23
MN,M,2003,Cale,11
IL,F,2014,Zahara,7
NH,F,1953,Sherry,17
LA,M,2017,Joel,24
MI,M,1964,Tammy,5
MO,M,2009,Trent,24
FL,F,1939,Rosie,5
DC,M,1913,Ralph,10
IL,F,1955,Melonie,7
VA,M,1928,Jerome,13
CA,F,2016,Darla,73
NE,M,1935,Keith,48
DC,M,1988,Deon,5
IN,M,1994,Wyatt,29
MI,M,1973,Randell,7
IN,M,1967,Gerard,7
TX,M,1988,Cardell,5
MS,F,2012,Carmen,15
NY,F,2000,Nataly,23
NY,F,1939,Faye,31
GA,F,1959,Betsy,28
DC,M,2012,Chase,12
CA,F,2011,Tanvi,13
MN,F,2015,Annaliese,6
FL,F,1995,Reina,9
CT,F,1926,Vivian,22
MI,F,1997,Lena,16
OH,F,2008,Hawa,11
AZ,M,1968,Chad,20
MO,M,1949,Forrest,25
IL,F,1943,Corrine,10
CA,M,1931,Carlos,83
MI,M,1983,Greggory,6
OH,M,2009,Chayce,8
IN,M,2013,Draven,8
IL,M,2002,Corey,81
OR,M,2006,Dakota,31
OR,M,1958,Terry,159
NV,M,1986,Kent,6
RI,M,1942,Thomas,162
MN,F,1938,Velma,5
MN,F,1971,Shelly,100
RI,F,2012,Julianna,12
WV,F,1915,Eileen,11
MD,M,1955,John,1460
OH,F,1937,Yvonne,102
FL,M,1949,Mickey,10
OH,F,1960,Dreama,16
MS,M,2008,Brennen,5
AR,F,1966,Sherri,46
WV,F,1959,Tonja,6
WV,F,1965,Carla,64
MI,M,1989,Philip,119
MO,F,1999,Hailey,145
NY,F,1919,Geraldine,320
PA,M,1961,Ramon,10
AR,F,2013,Lorelai,6
UT,F,1998,Samantha,250
LA,M,2005,Jarius,7
UT,M,1988,Shay,7
AR,M,1930,Rudolph,16
CO,F,2010,Kenya,6
NC,F,1997,Shaniya,8
TN,M,1948,Chris,9
MD,F,1961,Cathleen,16
MA,M,2017,Lucca,24
AR,F,1984,Laquita,5
MS,F,1914,Agnes,30
VA,F,1983,Nadia,6
WV,F,1940,Janis,10
HI,M,2005,Damon,5
MN,F,2001,Kennedi,5
MO,M,1963,Julian,6
TX,M,2016,Ephraim,23
UT,M,1924,Darrell,29
NM,M,2017,Paxton,12
IL,M,1939,Darrel,16
FL,F,1946,Reba,6
SD,M,1927,Steve,7
NY,F,1945,Barbra,5
MD,F,1930,Hattie,15
CO,F,1989,Mackenzie,28
AL,F,1971,Raquel,14
TN,F,1941,Mae,38
