state,sex,year,name,count
WV,F,2007,Ariana,13
NC,F,1988,Santana,15
OR,F,1977,Tia,12
VA,M,1991,Andy,17
ME,F,1967,Kim,43
MN,F,1928,Shirley,551
CO,M,2002,Pablo,22
AK,M,1966,Dale,12
NJ,F,2005,Montserrat,5
CA,F,2014,Carley,7
NC,M,1934,Cary,8
PA,F,2004,Bernadette,5
TN,F,1955,Bernice,22
NY,M,1964,Shmuel,5
SC,F,1920,Eloise,91
AL,M,1993,Zachary,391
FL,F,2008,Jaleah,18
LA,F,1988,Rochelle,14
PA,F,1977,Shayla,7
MA,M,2005,Jordy,5
WI,F,2016,Addilyn,19
MI,F,1920,Edythe,18
MO,M,2013,Crosby,16
CO,F,1989,Karissa,11
IA,F,1934,Bonnie,178
NJ,F,1946,Stephanie,41
MD,M,1993,Tyler,523
GA,F,1947,Juliette,5
LA,F,1962,Vicky,32
WV,M,1991,Gage,10
PA,M,1997,Jarett,13
IA,F,1944,Frances,76
NC,M,1999,Jalan,8
UT,M,1977,Steven,245
DC,M,2009,Leo,17
MD,F,1932,Dora,11
IA,F,1998,Mandy,5
IL,M,1983,Keon,8
KS,F,1957,Doris,38
UT,M,1930,Frederick,7
NE,M,1981,Bradley,93
TX,M,1913,Orville,28
TX,M,2009,Stratton,9
KY,F,1930,Della,61
ND,M,1921,Francis,33
CA,F,2009,Cassia,5
WI,F,1910,Audrey,9
GA,F,1962,Shelley,19
LA,F,1984,Brittni,6
MA,F,1974,Lydia,7
WA,M,1991,Efrain,5
DE,F,1992,Olivia,13
CA,F,2014,Atziri,8
NJ,M,1985,Nick,7
NC,F,1996,Karli,5
TX,M,2006,Brantley,8
NY,F,1944,Michael,10
KY,M,2010,Juan,30
NC,M,1994,Raphael,6
IL,M,1918,Parker,5
IA,F,2013,Pyper,6
NM,F,1966,Marjorie,7
CA,F,1997,Leeanne,5
OH,M,2012,Jaron,13
MA,M,1972,Graham,5
NC,F,1918,Anita,5
CO,F,2000,Esther,17
IL,M,1949,Burton,20
MO,F,1981,Valerie,88
LA,M,1932,Alex,32
TN,F,1918,Audie,6
TX,M,2017,Jahziel,10
KY,M,2008,Eric,63
NY,F,2016,Lacie,6
PA,M,1989,Isaac,73
OK,F,1957,Sharla,6
TN,M,1992,Jackson,39
TN,F,1914,Faye,12
WV,F,1931,Marcia,7
CA,F,2003,Cassie,24
UT,M,1997,Casey,28
WA,M,2000,Orlando,6
CA,F,1999,Janel,22
TX,F,2016,Lisette,5
TX,M,2001,Lamarcus,9
MO,F,1987,Evelyn,8
DE,M,2007,Brett,5
TN,F,1991,Makayla,6
AL,F,1984,Sandy,8
FL,M,1973,Peter,132
MA,F,1978,Olga,7
AK,M,1982,Cole,5
NY,F,1924,Berta,5
IA,M,2004,Jose,53
NY,F,1991,Chanie,6
NY,M,1955,Butch,5
AR,M,1934,Terry,9
TX,F,1949,Anne,79
MS,F,1983,Renee,12
MI,F,2007,Melanie,48
FL,F,1953,Corinne,6
AL,M,2010,Byron,9
VT,F,1939,Theresa,17
CA,F,1971,Celeste,112
KY,M,2005,Bryson,69
CA,M,1961,Ronald,2058
NY,F,2012,Danna,54
TN,F,2015,Adleigh,7
MS,M,1969,Lance,25
PA,F,2000,Madyson,26
WV,F,2010,Kaitlyn,20
TX,F,2004,Keila,38
IL,F,1957,Delores,91
CA,M,1961,Percy,9
IL,F,1942,Bernita,8
AL,M,2013,Damon,6
TX,F,2000,Lacy,29
SC,F,1992,Constance,8
OK,F,2016,Callie,19
WA,F,1945,Myra,6
IA,F,1969,Margaret,47
CO,F,1918,Leah,16
PA,F,2002,Lauryn,30
MO,F,1974,Angie,41
AK,M,1917,Jack,5
OR,F,1988,Sharon,9
TN,F,1952,Margie,50
NE,F,1958,Cathy,64
GA,M,2008,Carlton,12
MI,F,1996,Christianna,6
OH,F,1975,Kay,6
NV,F,2002,Jayda,7
AL,M,1959,Jim,52
NY,F,2010,Kyla,55
HI,M,1946,James,160
CA,M,1999,Willem,8
MO,F,1985,Fallon,11
OH,F,1961,Marty,13
WA,F,2005,Peyton,57
MN,F,1967,Trisha,6
IA,F,1921,Joan,50
NC,F,2004,Paulina,9
NY,M,1996,Rhett,7
WY,F,1945,Doris,7
NH,F,1931,Carmen,6
PA,M,1996,Leon,29
MI,F,2006,Kelsey,76
TX,M,1952,Ronnie,423
IA,F,1922,Rhea,6
AZ,M,1920,Alberto,17
RI,F,1944,Penelope,5
VA,F,2017,Ellis,8
TX,M,1958,Don,280
GA,M,1926,Hayward,9
CO,F,1998,Barbara,7
CA,M,2008,Zechariah,33
TN,M,2007,Dyllan,5
MD,F,1953,Toni,34
AZ,F,1987,Justine,27
GA,F,1996,Ashleigh,64
TX,F,1924,Naoma,9
KS,F,1998,Savanna,12
GA,F,1962,Michael,8
VA,M,2007,Trevor,87
MA,M,1997,Sawyer,9
NY,F,1988,Miki,7
VA,F,2012,Aimee,6
TN,F,2006,Ashlee,22
WV,F,1992,Jade,7
MS,F,2003,Olivia,118
NY,M,2004,Darnell,31
NJ,F,1993,Eileen,28
CA,F,2007,Belinda,117
MI,M,1959,George,490
SC,M,2009,Louis,9
DC,F,1982,Jacqueline,32
