state,sex,year,name,count
IL,M,1930,Christ,12
OR,F,2006,Bethzy,6
AL,F,1925,Lottie,55
MO,F,1925,Pat,11
CA,M,1929,Eddie,87
NC,M,1917,Ollie,14
MD,F,1981,Terry,6
MA,F,1962,Ginny,5
ID,F,1957,Karla,29
MS,F,2001,Skye,7
PA,M,1918,Forest,14
OK,F,1931,Maria,11
IL,F,1966,Pat,11
MA,F,1995,Andrea,111
MI,F,1969,Terresa,5
MA,M,1948,Francis,478
CA,F,2009,Leighton,33
SC,M,1952,Avery,5
IN,F,1993,Tamara,15
AZ,M,1952,Rickey,10
NY,F,1951,Daphne,17
MS,M,1935,Rufus,23
TN,M,1992,Bryan,93
MS,M,1990,Wayne,5
AL,M,1969,Alphonso,8
KY,M,1981,Darrin,6
PA,F,2006,Alannah,8
OK,F,2004,Cora,8
CO,M,2013,Mohammad,7
MD,M,2001,Saul,6
AL,M,1946,Pat,10
MS,F,1964,Addie,11
MO,F,2003,Tristin,8
CA,F,1962,Mavis,7
MN,F,1983,Candace,22
CA,F,1915,Ernestine,16
CA,F,1968,Jennifer,2906
VA,M,1977,Freddie,12
AL,F,1927,Victoria,8
GA,M,1964,John,1584
NH,M,2010,Josiah,6
TX,F,2010,Anisha,9
FL,M,2012,Boris,5
NY,F,1996,Malorie,8
CA,M,1922,Marco,6
PA,F,1936,Mollie,10
VA,M,1937,Alvin,75
OK,M,1996,Jared,73
LA,M,2009,Chris,6
TN,F,1971,Danielle,12
TN,F,1951,Lawanda,5
PA,F,1964,Marianne,133
CA,F,1951,May,16
WY,F,1961,Sherry,20
FL,F,1997,Kaela,22
NY,M,2017,Arjun,31
LA,M,1927,Alphonse,15
DC,F,1983,Candice,35
AZ,F,1931,Bonnie,20
NJ,F,2007,Zaniah,5
DC,M,1912,Francis,13
NH,M,1924,Reginald,15
OR,F,1917,Elaine,17
OH,M,1994,Davon,33
NJ,M,2014,Harold,12
AR,F,1997,Sydney,133
IA,F,1984,Katie,231
WA,M,1956,Gordon,87
AZ,F,1966,Lora,10
GA,F,1980,Daniel,7
WV,F,1911,Nannie,11
UT,F,1962,Joanne,13
MO,M,1932,Boyd,10
IA,F,1937,Lavon,8
UT,F,1990,Talia,7
OR,M,1998,Elliott,5
MN,M,1976,Walter,7
IN,M,1995,Anthony,351
CA,F,2017,Mayla,8
OR,F,1995,Grace,55
