state,sex,year,name,count
NC,F,2012,Kiya,5
PA,F,2000,Lia,13
CO,M,1931,Ralph,71
NC,M,1971,Norman,30
IA,F,1994,Kelli,28
KS,F,2012,Alicia,11
NH,M,2008,Adrian,11
IN,M,2004,Daniel,308
TX,M,1973,Michal,8
MD,M,1930,Frederick,62
AL,M,1953,Steve,130
MI,M,2008,Terrance,20
MN,F,1944,Jeanne,117
MA,F,1987,Hana,6
VT,F,1920,Simone,5
AL,F,1994,Ciera,9
MD,F,1996,Whitney,33
GA,F,1993,Brook,6
OK,M,1937,Myron,6
NY,F,1929,Roslyn,137
TN,F,1974,Kim,23
FL,M,2014,Giancarlos,11
MO,F,1978,Jenifer,20
NJ,F,1922,Rita,186
PA,M,1938,Henry,371
NM,M,2005,Andre,18
FL,M,1958,Julio,5
ND,M,1993,Kyle,56
MD,M,1993,Fred,5
IL,F,1923,Ardith,9
MD,M,1964,Jack,50
LA,F,1960,Alesia,8
CA,F,2011,Kinzie,8
NY,F,1910,Reta,5
KS,F,1976,Sheryl,8
GA,M,1953,Luke,7
TN,F,2002,Sidney,36
WA,F,1970,Tami,60
WY,F,1937,Joan,18
CA,M,1968,Tory,7
NJ,F,2015,Carina,11
IL,F,1960,Veronica,140
OH,F,1988,Shanna,21
UT,M,1995,Jeremy,78
KS,M,1923,Leroy,79
SC,M,2006,Leonardo,8
CA,M,2005,Ryland,40
OH,F,2016,Karley,6
NY,F,1990,Nia,41
PA,F,1910,Hazel,211
MI,M,1966,Ricardo,20
WI,M,1962,Dane,7
CA,F,2005,Kaitlyn,641
WA,F,2003,Allie,18
AL,F,1948,Estella,16
MN,M,2017,Ariel,10
MS,M,1937,Houston,15
TX,M,2012,Dewayne,7
VA,M,1952,Ronald,660
NY,F,1971,Mellissa,6
MI,M,1926,Marjorie,5
GA,F,1955,Mary,1628
AL,F,1977,Kenya,31
NY,F,1999,Paola,45
NY,F,1964,Chrissy,5
TX,M,1914,Harvie,5
MA,F,1968,Jillian,9
NY,M,2012,Mateo,158
MD,F,1959,Carol,293
OH,F,1985,Larissa,16
NY,F,2013,Brinley,9
NC,F,2016,Lilli,5
WI,M,1993,Cristian,5
AZ,F,1988,Cherie,6
NJ,F,1988,Alyse,17
OK,M,1923,Austin,12
CA,F,2017,Clementine,46
TX,F,2011,Carleigh,16
OR,M,1996,Arthur,14
MI,M,1953,Sydney,6
TX,M,1928,Natividad,26
TX,F,1972,Paulette,35
CA,F,1989,Mercy,15
AL,F,2008,Zykerria,6
NY,F,1974,Liz,11
CA,M,2000,Harlan,8
TX,F,1969,Pam,18
IL,F,2010,Stacy,12
NY,M,1963,Ivan,118
IN,M,2012,Benton,13
CO,F,1915,Alma,23
SC,M,1969,Brandon,9
IL,F,1978,Kami,7
WV,F,1962,Terry,41
OK,F,1985,Shirley,6
ND,M,1924,Theodore,31
GA,M,2004,Aden,31
AR,F,2015,Charlee,17
NC,M,1967,Quentin,5
NC,F,2001,Madelyn,82
GA,F,1987,Madison,19
TX,M,2007,Dirk,5
ND,F,2001,Kassidy,5
TX,M,1991,Clifford,39
CA,F,1993,Joycelyn,18
OK,F,2001,Taylor,184
GA,F,2008,Keylee,8
LA,M,1951,Larry,785
NJ,M,1993,Sean,529
AR,F,2007,Bianca,8
DC,F,1999,Rebecca,23
DE,F,1994,Jessica,107
DC,M,1961,Ivan,7
FL,F,1963,Suzy,7
MI,M,2001,Neal,5
CT,M,2008,Makai,7
OR,M,1998,Pierce,5
WI,F,2000,Kelsi,8
SD,M,2011,Drew,8
CA,M,1976,Nathanial,10
AR,F,1922,Tennie,6
WV,M,2004,Cade,5
CT,M,1973,Manuel,19
DC,M,1952,Wilbur,9
MN,M,1959,Roy,54
UT,F,1994,Gina,6
TN,F,1920,Stella,79
NE,F,2000,Elena,5
CO,F,1982,Deidre,7
FL,F,1980,Sheree,10
NY,F,1950,Shirley,597
RI,M,1957,Wilfred,7
MI,M,1927,Wade,5
FL,M,2011,Jaydon,15
WV,F,1935,Alma,60
RI,F,1949,Dorothy,52
OH,F,1971,Bettina,8
CA,F,1968,Kimi,13
TX,F,2016,Adilene,48
PA,M,1941,Jere,17
MA,M,1985,Kyle,324
GA,F,2014,Solyana,5
NE,F,2001,Sophie,22
KS,F,1947,Judith,255
NJ,M,1970,Jeff,36
NM,M,1964,Allen,28
AZ,M,2011,Andres,98
AR,F,1985,Diane,5
MD,F,2010,Bethany,18
CA,M,1994,Josiah,91
KS,M,1983,Lewis,8
CA,M,1987,Virgilio,6
NV,M,2012,Ryland,10
NC,M,2006,Kamauri,8
IN,F,1977,Nicole,405
CA,F,2013,Caidence,7
VA,F,1983,Toccara,10
NY,M,2016,Jaime,14
FL,F,2002,Kameryn,5
CA,F,2000,Amena,6
NV,M,1994,Brandon,176
TN,M,1968,Garland,7
WI,M,2011,Martin,18
MD,M,1947,Millard,11
OR,F,1954,Loretta,30
WY,F,1952,Karen,67
MS,M,1999,Kendarius,15
KS,M,1969,Wayne,36
WA,M,1930,Don,94
FL,M,1970,Lionel,5
TN,M,1990,Jermey,6
MS,F,1951,Glinda,12
NJ,M,2014,Gino,18
OR,F,1915,Helen,208
CT,F,1953,Claudette,7
NY,M,1969,Eladio,5
MS,F,1998,Adriana,10
GA,M,1998,Kirby,5
CA,F,1991,Lilly,21
AL,M,2003,Alex,78
CA,F,1926,Bettylou,7
NE,M,1997,Marcus,38
MI,F,2000,Breanna,169
AR,M,1928,Ivory,7
NJ,M,1961,Abraham,11
OH,F,2012,Emmeline,7
LA,F,1987,Kelsie,6
MO,M,1997,Marquis,14
OH,F,1996,Krystina,5
SC,M,1955,Louie,7
OR,M,2013,Knox,9
MD,F,2002,Keasia,5
NJ,M,1914,Bruce,5
NV,M,2015,Phillip,5
MS,F,1930,Lona,6
LA,M,1959,Cary,15
KY,M,1958,Rodger,9
AZ,M,1994,Benito,7
TX,F,2012,Rachelle,5
WA,M,1966,Joshua,5
IL,M,1956,Javier,14
CT,F,1968,Anna,55
AZ,F,1994,Erin,65
HI,F,1973,Rose,5
TX,F,1984,Leonor,9
TX,M,1983,Loyd,7
KY,M,1986,Ted,5
NJ,F,1924,Janice,42
NY,F,1973,Lauren,209
NE,M,1940,Harley,5
WA,F,1961,Lorie,31
CT,F,1930,Carol,60
NE,M,2010,Vincent,33
OH,F,1974,Eugenia,9
TX,F,1994,Tabetha,8
UT,M,2010,Jimmy,6
WA,M,1999,Marshall,19
AR,M,1970,Maurice,14
NC,F,2012,Callista,5
ND,M,1920,Byron,11
SC,F,2017,Kali,33
NM,M,1950,Steven,83
VA,M,1986,Whitney,5
KS,F,1980,Holly,83
OH,F,2014,Marlene,11
IN,F,2010,Jaiden,6
LA,M,1972,Samuel,94
OH,F,1985,Shante,9
IL,M,2007,Marshon,9
NC,M,1956,Marion,32
AR,F,1922,Idell,9
TN,M,1943,Bill,94
OK,F,1977,Joy,21
KY,F,2006,Annabelle,31
TX,F,1952,Allie,7
HI,F,1956,Norma,16
IL,F,1947,Lydia,35
OR,F,2003,Kaytlin,7
GA,F,1964,Krystal,8
NJ,M,1956,Wilbur,13
CA,F,2017,Anaiah,8
SC,F,1991,Candice,44
PA,M,2005,Trystan,9
IL,M,1953,Ulysses,8
NM,M,1984,Pablo,10
IL,M,1935,Orval,10
FL,M,1996,Jourdan,5
TX,M,2017,Tadeo,88
CA,F,1983,Dana,317
MI,M,1920,Marcel,6
TX,F,2012,Christy,10
CA,F,1958,James,13
MS,F,1968,Teresa,167
MA,M,1964,Ira,6
NY,M,1932,Waldo,8
AZ,M,1970,Doyle,7
IL,F,2002,Yaneli,7
AL,M,1932,Lawson,8
AK,F,1989,Kyla,5
TX,M,1957,Kris,14
