state,sex,year,name,count
TX,F,1937,Alpha,6
KY,M,1963,Harold,146
IA,F,1973,Patricia,53
OH,M,2016,Khalil,15
NE,F,1916,Freida,5
NJ,F,1977,Tasha,32
LA,M,1955,Joe,127
CO,M,1964,Jerome,13
CA,M,2015,Hayk,7
CT,F,1919,Emilie,5
MN,F,1926,Lena,10
OH,M,2004,Semaj,8
PA,M,2012,Ephraim,8
TX,F,1929,Clarissa,6
PA,F,1998,Shelly,6
FL,F,2015,Naelle,5
IA,F,1922,Aileen,13
IN,F,1938,Clara,70
WV,M,1961,Adam,9
CA,M,2007,Egan,9
VA,F,1997,Daniela,7
CA,F,2004,Noelle,93
OH,M,2012,Silas,118
MN,F,2008,Kyrie,8
IL,M,1965,Michel,6
CA,M,2000,Gianluca,7
KS,F,2016,Cassidy,10
FL,F,1968,Edith,31
WY,F,1988,Tessa,5
FL,F,1961,Jeanine,15
MD,M,2014,Ibrahim,24
MN,M,1958,Clarence,11
MI,F,1994,Alecia,13
KY,M,1956,Terence,12
MT,M,2002,Christopher,38
IL,M,1975,Alec,6
LA,M,2000,Larry,49
NE,M,1985,Zackery,5
NM,F,1920,Norma,12
MA,F,1962,Linda,1176
WV,F,1944,Pauletta,5
GA,M,1950,Dock,6
CO,F,1980,Joshua,7
MD,F,1979,Shaneka,8
MD,F,1967,Alison,11
CT,M,2009,Troy,7
OR,M,1990,Israel,9
MN,F,2006,Annabella,7
NH,F,1959,Jayne,10
CA,F,2002,Amberly,12
DE,M,1954,Fred,6
AZ,F,1930,Jessie,22
IL,F,1915,Arleen,6
LA,F,2007,Lila,14
KY,M,2016,Jonas,7
HI,F,1984,Janet,7
VA,F,1921,India,12
NH,F,2006,Clara,5
OH,M,1929,Jack,888
NY,F,1989,Jayda,5
TX,F,2017,Brenleigh,9
MT,F,1948,Annette,5
NY,F,1969,Charleen,5
GA,F,1953,Helen,183
TX,F,1963,Mary,2342
ND,F,1954,Maureen,16
WA,M,1994,Kenny,12
TN,F,1991,Michael,6
GA,F,1972,Megan,8
IL,F,1929,Christina,14
CA,F,1982,Teresita,12
TN,F,2007,Aspen,10
IN,M,2010,Jaydan,6
GA,F,1926,Belle,6
LA,F,1956,Iona,5
CA,F,2007,Ellia,9
MI,F,1948,Lavon,5
WI,F,1969,Kimberley,19
NJ,F,1997,Christal,5
SC,F,2017,Aaliyah,71
KY,M,1995,Jeremy,112
MD,F,2017,Amaya,23
OR,F,1984,Alexandra,33
MI,F,1993,Christen,7
ND,F,1998,Shayla,10
UT,F,1963,Virginia,10
AR,F,2017,Katelyn,10
CO,F,1987,Caroline,32
CA,M,1969,Sidney,44
TX,F,1980,Mandi,57
NJ,F,1950,Carolyn,219
SC,M,1954,Tracy,6
IN,M,2015,Hassan,6
PA,F,2007,Lena,54
IL,F,1956,Lidia,6
MI,F,1951,Crystal,46
IL,M,1976,Oscar,87
SC,F,2006,Charlotte,31
MI,F,1925,Hannah,6
WY,M,1946,Rick,7
MD,F,1986,Toya,8
OH,F,1916,Elaine,49
WI,M,1922,Orin,5
LA,M,1930,Roosevelt,40
KS,F,1941,Claudia,5
AL,M,1994,Jacoby,10
