state,sex,year,name,count
MI,F,1961,Genevieve,14
TX,F,1986,Jenilee,5
DE,M,2003,Josiah,16
OH,M,2008,Matteo,8
NJ,F,2016,Dream,7
NY,F,2012,Jianna,18
WV,F,1951,Kathleen,82
IA,M,1968,Nick,16
WY,M,1911,William,15
CA,F,1993,Marizol,5
SD,F,1960,Nancy,111
MT,M,1992,Sterling,5
NV,F,1995,Britney,9
NJ,F,1937,Merle,7
NM,F,1968,Natalie,19
NM,M,1939,Patrick,17
NC,M,1911,Abraham,5
CO,M,1949,Kenny,7
CA,F,2002,Alaysha,6
NE,M,1963,Gene,23
NY,F,1979,Kerin,5
IL,M,1974,Kyle,120
TX,F,1987,Charlie,11
GA,M,2004,Shane,48
CA,M,1913,Merrill,5
AL,F,1950,Gayla,10
MN,F,2004,Kyleigh,8
PA,F,2013,Carmella,19
FL,F,2015,Makenna,51
AR,M,1982,Ryan,137
ID,M,1988,Charles,29
WV,M,1931,Gilbert,18
IN,M,1997,Elisha,8
CT,M,1958,Gregg,23
CO,F,2017,Mackenzie,51
MO,M,1984,Kenneth,212
TX,M,1952,Jeffery,70
FL,F,1966,Eunice,9
TX,M,1942,Laurence,5
IL,M,1987,Stephon,16
KY,M,1926,Emory,9
GA,F,1993,Keturah,6
PA,M,1998,Cade,17
NM,M,2004,Diego,91
CA,M,2014,Sunny,12
NC,M,1920,Finley,7
VA,F,2009,Cassie,12
IN,M,1973,Amy,6
PA,F,1918,Hallie,5
ID,M,2004,Vincent,6
WA,F,1921,Amelia,5
TN,F,2009,Deja,6
CA,F,1965,Wendee,7
OR,M,1956,Kerry,33
PA,M,2011,Jesiah,7
FL,M,1996,Davonta,5
OH,F,1955,Candace,107
CA,M,1973,Franklin,64
NM,M,1971,Troy,25
MS,F,1931,Nora,31
VA,F,2014,Adelynn,27
MO,F,2016,Macklyn,5
NJ,M,2011,Trent,20
MD,F,1975,Kerri,33
UT,M,1920,Eldon,18
IL,M,1993,Myles,44
ID,F,1922,Gladys,21
GA,F,1995,Keturah,6
PA,M,1977,Reid,6
NE,M,2010,Wesley,24
MS,M,1969,Carl,84
SC,M,1973,Carlton,14
MO,M,1935,Glen,77
OH,F,1998,Maria,208
MO,F,1942,Essie,7
AR,M,1981,Andrew,101
NY,M,1925,Hugo,24
WI,F,1976,Tory,8
MA,F,2007,Logan,9
VT,M,1969,Lance,6
GA,M,2000,Kalob,7
NJ,F,1970,Jodie,20
MD,F,2014,Giovanna,7
WI,M,2005,Emerson,7
MA,F,1984,Alyse,6
CA,F,1959,Veda,16
CA,F,1989,Serene,8
AL,M,1991,Logan,68
ME,M,1920,Stephen,8
GA,M,1967,Solomon,6
MI,F,2011,Destiney,11
CA,M,2015,Saharsh,6
DC,M,1964,Allen,25
TN,F,1954,Mimi,7
AZ,M,2005,Tristen,24
OR,M,1990,Dillon,21
CO,M,1973,Patrick,103
OK,F,1972,Darla,36
IL,F,1990,Chaya,5
NV,M,2010,Immanuel,5
RI,F,1949,Rachel,22
LA,F,2015,Hadley,59
WI,M,1917,Spencer,12
WA,M,2008,Dawson,26
IL,F,1917,Georgette,10
OH,F,1959,Yvette,39
NJ,M,1911,Cornelius,10
ID,F,2010,Alice,7
LA,F,2015,Liliana,13
KS,F,2006,Micah,7
NY,M,2012,Tej,5
TX,F,1968,Adria,5
CT,F,1985,Johanna,22
AR,M,1931,Omer,7
NY,M,2004,Jerimiah,10
TN,F,1967,Ladonna,22
AR,M,1999,Easton,7
PA,F,2012,Stella,168
MS,F,1996,Aubrey,7
MA,F,1927,Lucia,6
PA,F,2013,Chaya,5
MA,F,1944,Harriet,36
AZ,M,2010,Cyrus,14
MD,F,1999,Alana,33
KY,F,1911,Tressie,6
GA,F,2012,Ruth,20
PA,F,1990,Jaleesa,12
TN,M,2014,Myles,27
AZ,M,2016,David,255
CA,F,2004,Enya,6
WI,M,1929,Neil,32
CO,F,1928,Teresa,11
NV,F,2017,Emerie,6
NY,M,2002,Quinten,10
MD,F,1950,Claudia,26
FL,M,2016,Obadiah,5
WI,M,2006,Malaki,7
TX,M,2011,Irving,17
UT,F,2006,Charlee,7
AL,F,1945,Gwendolyn,93
MS,F,2013,Londynn,8
OK,F,2002,Jordyn,30
OH,F,1991,Shanique,6
VA,M,2005,Dennis,36
AZ,F,1968,Cari,8
NJ,M,2009,Chaim,67
WV,F,2007,Lillie,5
CA,F,1939,Leticia,5
TX,F,1980,Clarice,8
KS,F,1930,Irma,18
NM,F,1928,Corinne,5
MD,F,1961,Grace,25
CA,M,1917,Roy,146
AL,M,1922,Winfred,8
CO,M,2002,Jay,10
AZ,F,1985,Ryan,9
KY,M,1983,Samuel,109
WV,M,1944,Teddy,25
NC,M,1957,Leon,70
MO,M,2003,Jadon,17
AL,M,2015,Eric,38
MA,M,1993,Beau,11
SD,F,1977,Casey,5
TX,M,1911,Walter,98
PA,M,1995,Tommy,17
MN,F,1922,Jeraldine,5
SD,F,1946,Alice,29
PA,M,1913,Dominic,45
IL,M,1999,Demetrius,48
AL,F,2002,Jakiya,10
PA,F,2008,Khaliyah,5
IA,M,1983,Allen,15
NC,F,1963,Gilda,5
NY,F,1980,Desire,8
NY,F,2000,Leora,20
KY,F,1951,Ernestine,10
MI,F,2009,Kaylee,187
MI,F,2017,Freya,38
UT,M,2007,Jeremy,23
MS,F,1924,Arlene,5
WV,M,1972,Eugene,12
PA,M,1915,Roy,268
MD,M,2005,Kole,6
KS,F,1921,Lorena,14
PA,F,1921,Leone,5
GA,M,1976,Patrick,172
NV,F,2006,Brittney,6
PA,F,1989,Aiesha,5
MI,F,2009,Kaya,7
AZ,F,1989,Aubree,5
MN,F,1949,Sandy,22
IA,F,2006,Jacqueline,11
VA,M,2015,Hudson,125
OK,M,2005,Jase,16
RI,F,1979,Meghan,23
LA,M,1912,Harris,5
WI,F,1977,Michael,8
TX,F,1979,Rubina,5
CO,F,1927,Nellie,24
FL,M,1985,Kingsley,5
CO,F,1979,Elisabeth,12
NE,M,1955,Duane,49
AL,F,2001,Riley,38
SC,M,1972,Patrick,115
OH,M,1991,Allante,6
NY,F,1978,Emily,385
NC,M,1959,Joel,113
PA,F,1990,Christin,16
MT,M,1987,Joel,13
OK,F,1953,Neva,6
NH,M,1914,Paul,50
NY,F,1925,Ronnie,10
DC,F,1978,Kim,5
NJ,F,1992,Andrea,180
MA,M,2010,Padraig,5
TX,F,2005,Landrie,10
NV,M,2014,Mark,20
MD,F,1999,Eliana,9
DC,M,2004,Francisco,6
CT,M,1928,Guy,5
WI,M,1941,Tony,17
MS,F,2008,Kaitlyn,67
FL,F,1996,Geraldine,7
MO,F,1910,Mable,34
AZ,M,2002,Cooper,35
HI,M,2012,Kasen,8
AR,M,1920,Fred,153
CA,F,1964,Jessica,170
LA,F,1970,Keri,19
AR,F,1943,Dollie,11
IL,M,2000,Augustin,5
KS,M,2009,Christian,101
TN,M,2001,Jaxson,6
PA,M,2017,Cody,46
GA,F,1969,Terri,122
TX,F,2002,Lysette,5
GA,F,1952,Carlene,14
KS,M,2000,Darius,13
DE,F,1942,Julia,6
IA,M,1952,Bruce,297
MT,M,2002,Carson,23
IL,M,1926,Hugh,48
TN,F,2010,Annalee,12
OK,M,1929,Rolland,5
NY,M,1985,Vicente,5
GA,M,1918,Randall,6
MI,F,1950,Laverne,18
WA,F,1996,Angelica,65
TN,M,2012,Ezekiel,32
WI,M,1955,Jim,43
OK,F,2005,America,8
CA,F,2004,Elle,84
OR,F,1985,Reanna,11
AL,F,2017,Sarai,9
CA,M,2003,Jairo,95
OK,M,2001,Braydon,18
VA,F,2014,Jael,5
KS,F,1990,Allie,7
UT,F,1988,Ember,5
MI,M,2006,Jesus,58
OK,F,1977,Marsha,9
PA,M,1956,Carmen,53
CO,F,1988,Matthew,7
AL,M,1996,Terrance,31
OR,F,1913,Amy,6
TX,F,1974,Mara,11
NY,M,2014,Princeton,34
VT,F,1956,Diana,11
DC,F,1999,Ruby,8
NY,F,1936,Gale,16
TX,M,1938,Leon,147
VA,M,2014,Nathanael,15
MS,F,1942,Corean,5
OH,F,1963,Regina,265
MA,F,1957,Katharine,24
VA,F,1970,Antionette,11
MT,M,1925,Hubert,7
WA,M,1985,Christopher,1043
GA,F,1939,Abbie,6
AZ,M,2006,Wyatt,140
DC,F,1974,Joan,5
MS,M,1960,Randal,7
NJ,F,1994,Kaela,8
NY,M,1992,Danial,5
KY,F,1945,Mona,13
AL,M,1962,Wilbur,8
GA,M,2013,Chris,26
NE,M,1994,Jordan,113
ID,F,1955,Andrea,5
CT,M,1948,Franklin,14
NC,F,2013,Valery,8
NJ,M,1961,Stewart,22
WV,F,1916,Lou,7
RI,M,1935,Roy,9
OH,F,1980,Elizabeth,1067
OH,F,2010,Mercedes,19
NY,M,1994,Armando,49
DE,F,1917,May,7
NY,F,2006,Cameron,52
OR,M,1941,Jack,83
AL,F,1921,Maude,15
UT,F,1972,Pamela,33
AZ,M,2004,Drake,25
MN,F,2012,Vayda,8
PA,F,1987,Nyesha,5
IL,F,1995,Markeisha,5
IL,F,1954,Flora,10
GA,F,2000,Kaelyn,5
UT,F,1960,Tamra,22
