state,sex,year,name,count
MN,M,1957,Greg,117
SC,M,1995,Howard,8
FL,F,1994,Vianca,8
NY,F,2007,Zola,5
IN,F,2001,Kara,57
TX,F,1968,Shelli,31
TX,M,2006,Shay,6
GA,M,1932,Roscoe,20
NE,M,2000,Ian,54
NC,M,1956,Willard,35
OH,M,2012,Camden,150
NM,F,1999,Angelica,78
WV,M,1922,Marshall,14
CA,M,1986,Daron,14
MD,F,1992,Britany,9
IA,M,1992,Payton,8
MD,F,1960,Penny,53
WA,F,2012,Maia,11
MI,M,1937,Lee,82
TN,F,1970,Antoinette,9
RI,F,1946,Marion,13
WA,F,2007,Elisa,12
WI,F,1966,Bernadette,7
TX,F,1994,Annika,7
NC,F,2012,Ayva,5
MT,F,1985,Katie,42
MN,F,1993,Carli,12
ND,M,1976,Philip,12
CA,F,2009,Adelia,8
WA,M,1995,Xavier,32
SC,M,1973,Reginald,99
HI,M,1966,Harold,13
WA,F,1983,Lesley,11
AR,F,1917,Billie,28
IL,F,2005,Perla,42
IL,M,1971,Jude,6
FL,F,2002,Presley,11
MD,M,1919,Guy,13
MI,M,2012,Zayden,38
DC,F,2010,Ana,11
MI,M,1989,Derrik,5
NH,M,2003,Griffin,17
CA,F,1994,Dominque,21
CA,F,1970,Manuela,7
ME,M,1924,Normand,20
NY,M,1972,Fabian,25
MO,M,1992,Jerry,39
IA,M,1963,Clifford,15
MI,F,2009,Janice,7
SC,F,1939,Francena,5
NJ,F,1959,Rita,93
AZ,M,1951,Nicholas,9
ID,F,1924,Lorna,6
TN,F,2007,Brookelyn,8
CA,F,1988,Bianca,483
WA,M,1999,Jared,172
NJ,M,2012,Conner,17
MA,F,1998,Julianne,24
NY,M,2013,Camden,127
OH,F,1949,Margaret,954
RI,F,1934,Virginia,36
VA,F,2000,Joana,5
MO,M,1949,Vernon,72
AR,M,1997,Tristin,8
GA,M,1921,Howard,179
IA,F,2016,Jayde,6
RI,F,1922,Teresa,14
CA,F,2014,Inez,23
NJ,F,1940,Vincenza,5
MO,F,1921,Marjory,15
MN,F,1994,Brittny,5
AZ,M,2001,Jaron,17
MA,F,1913,Harriet,51
AR,F,1919,Freda,32
TX,F,1946,Retha,13
CA,F,1914,Bernice,102
NY,M,2000,Corey,164
VA,M,1911,Ollie,11
MS,F,1999,Jayden,5
MO,F,1978,Terra,19
HI,M,1972,Dan,6
IN,M,1977,Claude,6
FL,M,2013,Alejandro,231
IL,F,1961,Cathie,13
NE,F,1951,Deborah,317
FL,F,1947,Patty,15
AL,M,1957,Raymon,5
OR,F,1990,Britany,7
AK,F,1986,Ashlee,6
LA,F,1994,Tracy,14
OH,F,1943,Jennie,25
NC,F,1962,Rosetta,10
MA,M,1912,Dennis,8
MI,M,1941,Nathan,13
CA,F,1984,Dionne,9
PA,F,1929,Carolyn,227
NC,F,1970,Sandi,10
TN,M,1972,Gene,19
NY,F,1976,Terra,14
KY,M,1987,Dwayne,11
CT,M,1974,Timothy,155
NE,M,1921,Bernard,85
NJ,M,2000,Clinton,5
AL,M,1943,Felix,16
MD,F,1954,Leigh,5
DE,M,1963,Jack,7
IL,F,1954,Kay,133
IL,F,2007,Essence,10
AL,F,1925,Lydia,14
GA,M,1997,Chaz,7
IL,F,2012,Amari,29
NM,M,1932,Willie,28
