state,sex,year,name,count
SC,M,1920,Fulton,5
FL,F,2006,Sofia,472
WV,F,1995,Victoria,67
ME,M,1960,Dennis,82
AR,F,1960,Becky,64
MA,F,1916,Bettina,5
ID,M,1996,Chance,22
CA,M,1957,Sammie,7
IA,M,1970,Noel,16
TX,M,1982,Rueben,8
NV,M,2015,Rodolfo,5
LA,M,2007,Devon,25
FL,F,1966,Charla,7
TX,F,1978,Nancy,342
CA,M,2011,Jaren,13
TX,F,1958,Nanette,26
LA,F,2007,Carmen,29
MD,F,2001,Angela,55
TX,F,1981,Lily,7
MA,M,1982,Damien,14
MT,F,1987,Kelsie,5
MN,F,1996,Kaila,11
ND,F,1962,Vickie,11
NE,M,1981,Jose,10
CA,M,1995,Jovani,41
NM,M,1980,Edgar,8
NV,F,1954,Jody,5
GA,M,1974,Rickey,27
KY,M,1919,Herschel,14
MI,F,1945,Rosa,15
MN,F,1917,Marjory,6
OK,M,1962,Jeff,169
OH,M,1919,Eldon,34
WI,M,1953,Melvin,38
IL,F,1969,Elsie,10
WA,M,2012,Johnathan,34
UT,M,2014,Tevin,5
MI,M,1999,Troy,77
SD,M,1914,Ray,18
IL,M,1947,Malachy,5
TX,F,2013,Kathia,9
MO,F,1987,Cherie,7
OH,M,1914,Ervin,22
CA,F,1979,Brieanna,9
MI,M,1928,Clair,17
MT,F,1971,Kimberly,87
GA,F,2013,Tahiry,12
TX,F,1932,Dannie,6
CO,F,2012,Arely,10
TN,F,2005,Michelle,41
OH,M,1999,Dylan,750
PA,F,2007,Brooklynn,34
WV,M,2004,Charles,50
WA,F,1992,Josephine,17
IL,M,2009,Shay,5
AR,M,1958,Grady,9
PA,F,1941,Judith,1799
TX,F,1956,Suzanne,204
MI,F,2015,Collins,8
MI,M,1920,Allen,75
WI,M,1993,Josiah,24
FL,F,1999,Vianca,5
CA,M,2003,Nixon,7
NC,M,1963,Wilfred,6
OK,M,1987,Justin,474
TX,F,1982,James,26
TN,M,1925,Hurley,5
WI,F,1979,Molly,82
MT,F,1950,Terri,5
NY,M,1970,Frederic,19
OH,M,1991,Mitchel,11
CA,M,2006,Darrell,35
MD,F,2014,Jazmine,10
TX,F,1998,Robyn,63
OR,F,1953,Terri,51
IL,F,2011,Blanca,9
VA,F,1992,Charity,25
SC,F,2010,Allyson,23
CT,F,2006,Simone,6
ME,M,1928,Maurice,54
NY,M,1998,Maximo,12
VA,F,1983,Leticia,5
AL,F,1953,Debbie,56
AZ,F,1962,Velma,8
IN,F,1969,Rochelle,35
NY,F,1937,Hedwig,5
OR,F,1988,Meredith,10
VA,M,1998,Marquez,11
WV,F,1978,Lena,8
NM,F,2007,Krystal,7
NY,F,2001,Joy,40
IN,M,1949,Sammy,16
TX,F,2006,Dynasty,17
GA,F,1951,Mavis,5
CT,F,1960,Sandy,21
IL,F,1998,Jocelyne,24
KY,M,1917,Mitchel,5
PA,F,2007,Noelia,6
NH,F,1975,Marcy,6
IL,M,1996,Cornell,23
GA,F,1964,Pamala,8
MS,M,1961,Alphonso,10
PA,F,1970,Edward,6
NC,F,1914,Verna,19
OH,F,1929,Noreen,8
UT,M,2008,Gordon,10
CA,F,1928,Carroll,7
AZ,F,2011,Zahara,7
TX,F,1944,Kitty,18
SD,M,1921,Myron,5
PA,F,1954,Alma,28
GA,F,1931,Georgie,19
OH,M,1986,Ahmed,6
NC,M,2012,Jordy,6
LA,F,1980,Shavonda,9
WA,F,1992,Bailey,63
WV,M,1981,Jay,9
NC,F,1931,Ollie,43
MI,M,1968,Doug,34
MD,F,1993,Jerrica,5
IA,F,2010,Elliot,9
WI,F,1959,Cheri,50
IL,F,1915,Lavona,6
MI,F,1917,Vesta,6
TN,M,1942,General,6
PA,F,1965,Rochelle,56
DC,F,1915,Anne,16
CA,F,1976,Robyn,133
NY,F,2008,Alishba,7
VA,M,1936,Kyle,14
OK,F,1986,Shameka,8
NJ,F,1974,Lashonda,15
ME,M,2013,Austin,35
NY,M,2017,Mynor,6
NC,F,2017,Madeline,91
MO,F,2012,Maelee,5
OH,M,2016,Melvin,15
OH,F,2012,Kiley,28
TN,M,1927,Anna,6
UT,F,1980,Bethany,39
KS,F,2010,Landry,7
MA,F,1995,Martha,7
KS,F,1916,Louella,5
WA,M,1974,Ward,6
KS,M,1937,Wilfred,5
LA,F,1975,Johanna,7
NY,F,1956,Lilly,10
MS,F,1922,Syble,16
CA,F,1957,Maxine,34
SC,M,1998,Dylan,173
RI,M,2015,Jameson,16
GA,F,1935,Eva,98
WI,F,2007,Charlie,11
CA,M,2017,Nakai,5
NE,M,1935,Mark,13
NM,M,1952,Don,16
LA,F,2012,Kylie,83
WI,M,1987,Micheal,30
FL,M,1957,Kyle,17
SC,F,1978,Regina,42
LA,F,1989,Pamela,16
CA,F,2008,Koral,7
NV,M,1964,Adam,9
LA,M,1989,Manuel,8
CA,M,2001,Shan,6
SD,F,1941,Wilma,9
TN,M,2017,Amos,17
OH,F,2008,Irelyn,9
NY,M,1998,Charly,5
TX,M,2003,Heriberto,60
NY,M,1945,Carmine,60
WA,M,1958,Mark,953
AR,F,1964,Sally,13
MO,F,1968,Jodi,32
OR,M,1987,Bradly,5
NY,M,2010,Hunter,301
GA,M,1978,Jonathan,452
NY,F,2001,Ya,6
OK,F,2016,Amy,20
NY,M,1994,Camilo,8
AR,M,1944,Carlton,9
CA,M,1999,Richard,1002
CA,F,1916,Nettie,6
PA,F,2017,Sapphire,6
WV,F,2009,Jaden,12
AL,F,1998,Charity,18
GA,M,2016,Asher,219
ND,M,2013,Calvin,6
IN,M,1946,Scott,32
WA,M,1998,Valentin,6
AR,M,2002,Nathan,111
NC,M,1995,Marques,9
NC,F,2007,Nakayla,7
OH,M,1937,Carl,502
NE,M,1928,Alan,8
OR,M,1919,Guy,6
NY,F,2017,Christine,24
NY,F,2013,Linnea,8
CO,F,2004,Maryn,5
HI,M,1945,Maurice,5
GA,M,1929,Steve,14
AR,F,1966,Cindy,71
AR,M,2000,Colin,12
NM,F,1943,Peggy,18
IA,M,1942,Lanny,21
AR,F,2014,Vivian,19
WI,M,2017,Adam,49
OK,M,1995,Joe,17
WI,M,1925,Rollin,8
MS,F,1946,Rachel,44
NY,F,2016,Veronica,57
MO,F,1999,Katy,10
TN,F,1998,Jasmine,190
NC,F,1983,Shanell,6
HI,F,1972,Tina,25
MI,F,1933,Leola,8
MO,F,1961,Kim,326
CT,F,2008,Allie,5
FL,M,2001,Marc,88
TX,M,2010,Rodrick,13
WV,M,1916,Denver,27
IA,F,1973,Natasha,13
MI,F,1929,Gerry,5
GA,M,1943,Edwin,59
IN,F,1976,Lacy,5
WY,M,1956,Casey,5
MI,F,1956,Lillian,41
HI,M,1958,Marc,8
WY,M,1997,Austin,54
MI,F,1971,Valarie,16
OH,F,2010,Khloe,185
CA,F,2009,Zoila,8
FL,F,2010,Makenna,42
IL,M,1976,Kirk,46
NY,M,2016,Josiah,339
WI,F,1969,Sonya,31
NY,F,1955,Mayra,6
AR,F,1987,Elisabeth,11
CO,F,1955,Inez,5
OR,M,1988,Everett,5
ME,M,1929,Douglas,19
SC,F,1964,Edna,26
CA,F,2005,Naima,42
CA,F,2016,Shelby,74
UT,F,2009,Ciara,7
CA,M,1974,Heriberto,37
IN,F,1959,Debra,955
LA,F,1916,Mathilde,5
TX,M,2005,Rico,13
VA,F,1926,Gene,9
FL,M,1968,Luther,18
MA,F,1934,Marcelle,6
GA,F,1974,Rosalyn,12
MI,F,1988,Cassondra,10
NY,F,1972,Alethea,5
IN,F,1917,Minnie,37
KS,F,1937,Maxine,34
WI,M,1984,Mario,14
CA,F,1990,Janis,7
NE,M,1964,Larry,117
CA,M,2006,Canon,8
MN,M,2006,Solomon,12
NJ,M,1976,Billy,21
MA,F,1965,Faye,6
NH,F,2002,Vanessa,12
ID,M,1993,Garrett,26
NE,F,1971,Kim,20
MO,F,1952,Nancee,6
MI,F,1921,Leola,15
VT,F,1989,Abigail,14
TX,M,1995,Victor,618
PA,F,2005,Hilary,9
TN,M,1943,Comer,5
WA,F,1920,Eleanor,82
IL,F,1996,Yuridia,6
KY,F,1953,Lola,16
NC,M,1949,Lorenza,11
MT,M,1932,Roy,20
AL,F,1977,Diana,16
TX,F,2001,Estela,23
OH,F,1980,Belinda,21
IL,F,1947,Madeline,51
FL,F,1993,Rochelle,31
VA,M,1983,Grant,23
CO,M,1981,Ernesto,10
MD,M,2016,Javier,23
CA,M,1980,Cris,5
NM,M,1936,George,62
UT,F,1949,Phyllis,27
MI,F,1990,Kesha,7
IL,F,1971,Marisa,18
FL,F,2005,Sheyla,11
PA,M,2007,Davin,10
MO,M,2001,Donovan,20
KS,F,1934,Imelda,5
AR,M,1916,Eugene,79
MN,M,2014,Brantley,62
TN,F,1938,Madge,5
KY,F,2002,Kailey,27
MO,M,1945,Denzil,6
NY,M,2017,Saleem,5
AR,M,2009,Zackary,6
NJ,F,1926,Sonia,6
KY,F,1944,Fredia,5
CO,F,1963,Jolene,13
TN,F,1956,Ruth,94
PA,F,2007,Patience,12
AZ,F,1979,Dawn,66
OH,M,2002,Marquez,5
CA,F,1992,Imelda,50
SC,M,1976,Wilbur,7
UT,F,2014,Emerson,10
CA,M,1964,Jorge,126
FL,F,2010,Kyra,37
CT,M,1928,Stanley,83
WV,M,1916,Bernard,50
OH,M,1915,Orval,6
GA,M,1935,Donnie,13
OH,M,1988,Ervin,11
DC,M,1964,Christian,7
AZ,M,1921,Bernard,8
ND,F,1963,Marie,14
TN,F,2000,Anna,342
OH,F,2013,Nylah,28
VA,F,1942,Olga,6
MD,M,2016,Channing,5
CO,M,1975,Jason,744
AR,F,1919,Vina,5
AL,F,1955,Fredia,7
SC,M,2009,Cameron,166
CT,F,1913,Kathryn,17
GA,M,1985,Ethan,7
FL,M,1976,Charles,552
CA,F,2008,Citlali,87
RI,M,1987,Max,6
IL,M,2012,Enrique,34
GA,F,2013,Tyra,5
IA,F,1934,Germaine,5
AZ,F,1927,Myrtle,8
CO,F,2017,Emery,65
VA,F,1988,Sarah,802
VA,M,1919,Thelma,5
HI,M,1951,Stephen,52
WV,M,1960,Dwayne,34
AL,F,1979,Nakisha,6
NE,F,2007,Madalyn,9
TN,M,2009,August,8
