state,sex,year,name,count
NC,F,1921,Isabell,18
TX,F,1994,Marla,19
KS,M,2005,Kye,5
SD,M,2016,Leighton,7
AZ,F,2000,Anabel,7
CA,M,1990,Benjamen,7
ND,F,1929,Rita,22
TX,F,1944,Otilia,9
MI,F,1982,Lora,11
MO,F,1970,Stacey,216
FL,F,1977,Shondra,5
VA,F,1988,Loren,6
NV,M,2015,Hunter,76
WI,F,1912,Cecilia,22
SC,M,1976,Earnest,6
IN,F,1974,Jaime,8
RI,M,1930,Ronald,27
UT,M,1975,Daryl,7
UT,M,2014,Emmet,7
TX,M,2009,Jeffery,39
ND,M,1987,Blaine,5
CA,F,1984,Jenni,10
OH,M,1956,Chip,11
NC,F,2007,Shauna,5
NH,F,1921,Ellen,12
MA,F,1990,Alexa,61
KS,M,2014,Elliot,22
MS,F,2017,Kendall,18
PA,M,2008,Marcelo,5
FL,M,1991,Benito,5
VA,M,1991,Casey,96
CA,M,2002,Gibson,9
TN,F,1928,Lavelle,5
IN,F,1960,Mattie,7
PA,F,1923,Leora,13
FL,F,2006,Jesica,5
FL,M,1984,Roger,63
NY,M,1973,Mathew,65
UT,F,2013,Esther,18
WY,F,1993,Autumn,8
CA,F,1984,Nikole,20
WI,F,1922,Mariann,5
SC,M,1932,Leonard,37
AL,F,1967,Eleanor,12
TX,M,1946,Augustine,25
MD,F,1992,Jacquelyn,16
TX,F,1994,Briley,5
FL,F,2017,Karli,7
PA,M,2017,Ariel,11
NC,M,1919,Lenwood,8
TX,M,1992,Kendal,10
KY,M,1937,Jack,209
MI,F,1914,Agatha,6
VA,M,1979,Antoine,48
WV,M,2001,Drew,6
IN,M,2010,Jerry,29
TN,F,2009,Autumn,130
TN,F,1947,Viola,15
VA,M,2012,Jose,75
AR,M,1992,Earl,5
FL,M,2005,Nicklaus,5
NY,F,1914,Fred,7
WY,M,1920,Chester,8
ID,M,1964,Jimmy,5
MI,M,1935,Morris,23
TN,F,1991,Kaitlin,48
NV,F,1969,Sheila,12
MN,M,2006,Tristan,105
NY,M,1941,Eric,141
CA,M,2009,Braylen,23
OK,M,1987,Marvin,13
PA,F,1999,Ashlynn,23
DC,F,1980,Jocelyn,9
AL,M,1982,Chase,21
DE,M,1964,Danny,14
TX,F,2013,Isis,39
LA,M,1975,Sam,16
OH,M,2006,Jarrett,13
PA,M,1922,Joesph,13
HI,F,1944,Eunice,8
PA,F,1960,Penni,6
IL,F,1996,Stacie,11
TX,F,2005,Abbigail,33
GA,F,1935,Erma,33
DC,F,1963,Lori,80
GA,F,1928,Cecile,9
NC,M,1910,Roosevelt,14
OK,M,1952,Clay,8
CA,M,1916,Clarence,114
MS,F,1924,Marian,7
MO,F,1995,Kailey,18
LA,F,1939,Shelby,7
GA,F,1931,Merle,12
KS,F,1920,Erma,41
NJ,F,1959,Holly,74
MN,F,1999,Jocelyn,29
ID,M,1995,Francisco,7
RI,M,1984,Jordan,13
MN,F,2009,Daphne,8
UT,F,2017,Arianna,20
HI,M,1989,Blake,10
MD,M,2016,Karl,6
KS,F,1949,Ronda,9
SC,M,1919,Horace,65
MI,F,1988,Paula,27
GA,F,2006,Amia,14
ND,F,2015,Selena,5
NC,M,1926,Rayford,9
MN,M,2002,Niklas,6
ME,F,1978,Julie,48
CO,M,1981,Trent,11
NC,F,1948,Leona,12
MD,F,2014,Joelle,9
WV,F,1966,Martha,36
PA,F,1980,Naja,5
NY,F,2008,Nevaeha,7
AZ,M,1975,Allen,24
OH,F,1960,Debra,1323
FL,M,1974,Darrick,12
IN,M,1937,Jay,44
IA,F,1949,Sarah,42
TX,F,1988,Nathalie,22
UT,F,2010,River,9
VA,M,2010,Emilio,11
PA,M,1968,Marc,248
CA,F,1940,Nan,10
GA,M,2001,Ty,17
IL,M,1985,Jacinto,5
TN,M,2010,Keandre,9
WY,F,1984,Jenna,18
KY,M,1975,Marion,7
LA,F,1980,Nikisha,6
MS,F,2017,Rylie,8
VA,F,1943,Cordelia,6
IL,F,1982,Katheryn,9
CT,F,2005,Sadie,25
MS,M,1984,Geoffrey,7
CA,F,1993,Leanne,59
CA,F,1954,Charolette,6
NY,M,2011,Jeancarlos,22
NE,M,1973,Charles,71
CA,M,1993,Michaelanthony,12
NC,M,2012,Hugo,8
OK,F,1984,Carissa,8
CO,F,1978,Jenifer,19
MA,M,1958,Earl,38
LA,F,2011,Kaylyn,5
ND,F,1937,Alvina,10
NY,F,2012,Isra,7
ND,M,2012,Isaiah,20
AL,F,1925,Merle,21
MO,F,1958,Gina,81
MO,F,1962,Elisabeth,10
VA,F,1999,Angie,6
KY,F,1966,Tamara,45
SC,F,1991,Shakera,7
CA,F,2016,Evelyn,1187
MD,F,2004,Jaylah,6
AL,F,1968,Kristy,36
ME,F,2000,Amber,30
LA,M,2006,Landen,63
NY,M,1918,August,75
CT,F,1956,April,22
MA,F,1969,Shawn,10
NJ,M,1943,Terrence,14
IA,M,1913,Gerald,61
TX,F,1988,Yuriko,8
GA,M,1953,Jackson,11
WI,F,1956,Rosanne,18
NC,M,2009,Kane,11
FL,F,1925,Bessie,65
MI,M,1967,Joesph,7
HI,M,1918,John,102
OH,M,1919,Harmon,6
UT,F,1950,Grace,6
SC,M,1922,Elisha,5
ID,M,2005,Aaron,30
MS,M,1927,Levie,5
ID,M,1918,George,113
MO,M,2009,Finley,5
VA,M,2002,Anderson,11
AR,F,2009,Reagan,33
LA,M,1995,Lionel,21
AL,F,1984,Heather,359
MA,M,1944,Franklin,24
WI,F,1937,Shirlee,6
IN,M,1923,Donal,6
KY,M,1914,George,347
KS,M,1982,Eli,6
AK,M,1961,Dean,11
AZ,F,1989,Francine,11
TN,M,2005,Javion,13
NY,M,1959,Stanford,5
AK,F,1970,Misty,5
CA,M,2001,Auston,5
TX,F,1923,Vernelle,5
TN,M,1991,Keith,68
CO,M,2002,Drake,18
PA,F,2003,Lena,33
MN,M,1987,Jake,57
NY,F,1978,Brandee,5
FL,F,1993,Janet,33
NY,M,2015,Raul,14
MO,F,1961,Rosemary,40
TX,M,1988,Koby,6
VA,F,1947,Earnestine,16
UT,M,1932,Eddie,5
NM,M,1977,Ira,5
CA,M,1960,Howard,301
CA,F,2005,Jonelle,5
GA,M,2014,Jasiel,6
VA,F,2003,Alysha,5
MO,M,1981,Simon,9
VA,M,1924,Otto,8
ID,F,1970,Beth,8
OH,M,1979,Ramon,21
NH,M,1976,Marc,26
IL,M,2011,Yusuf,17
HI,F,2017,Lyla,7
AZ,M,2000,Marco,102
MI,M,1969,Alfonso,6
NJ,M,2008,Grayson,12
HI,F,1941,Marian,11
CA,F,2005,Triana,6
VA,M,2017,Isa,11
