state,sex,year,name,count
NC,M,1967,Wiley,6
SD,F,1994,Tia,8
IA,F,1995,Casandra,6
KY,F,1944,Trudy,5
CA,M,1999,Geovanni,30
PA,M,1968,Roy,118
MN,M,2005,Edgar,21
OK,F,1959,Jolene,7
NY,M,1992,Jahlil,6
NJ,F,1960,Nora,36
MO,M,1940,Ralph,154
MO,F,1921,Colleen,7
MD,M,1925,Winfield,8
MD,M,1961,Brad,14
MA,M,1922,Mark,12
NY,M,1974,Paris,6
CA,F,1968,Angel,56
NV,M,2012,Desmond,6
VT,F,1946,Bernadette,5
HI,F,1953,Gladys,10
IA,F,1942,Susan,225
LA,F,1990,Kacie,22
NY,F,2007,Yvette,9
AR,F,1928,Jolene,6
FL,F,2008,Brandi,20
CO,M,2012,Brenden,13
TN,M,1984,Alexander,59
AZ,F,2014,Kaelyn,13
OR,F,2005,Violet,33
PA,F,1956,Claudia,109
VA,F,1993,Cameron,18
MT,M,1928,Dennis,7
CA,M,1971,Narciso,5
KY,F,1969,Tamela,13
IL,F,1980,Corrine,17
NJ,F,2001,Faigy,5
CO,F,1994,Kerri,5
MO,M,1968,Lamar,7
KY,F,1929,Lydia,21
PA,F,1978,Torri,8
MN,M,1962,Bret,32
GA,M,1921,Herschel,25
VA,F,1997,Johanna,7
NY,F,1980,Chloe,17
PA,M,2011,Rene,7
IL,F,2000,Giovanna,17
NJ,M,1920,Tom,6
ME,F,1969,Trisha,11
MO,F,1980,Charlotte,9
CA,F,2009,Alissa,90
IN,F,1920,Thelma,268
IL,M,1917,Claude,43
TX,F,2003,Larisa,9
MO,M,1972,Roderick,14
NV,M,1949,Tom,5
MN,M,2000,Coltan,5
LA,F,1929,Marian,32
NY,F,1915,Maude,37
TN,F,1975,Yolanda,74
NE,F,1986,Erica,44
AZ,F,1964,Kathie,5
FL,F,2012,Naika,5
SC,F,1979,Felicia,63
TN,F,1970,Traci,75
ND,M,1932,Henry,29
NH,M,1992,Maxwell,19
NH,M,1993,Dillon,26
MN,F,2009,Alena,9
LA,F,1996,Laken,7
WA,M,1950,Virgil,11
IN,F,1923,Roberta,69
GA,F,1958,Janet,347
NY,M,2012,Giorgi,5
IL,M,1924,Ned,11
NC,F,1923,Madie,16
AZ,M,1974,Stacy,5
TX,F,1942,Beatrice,148
CA,M,1996,Nick,39
GA,F,1921,Rossie,9
SD,M,1949,Russell,30
CA,M,2009,Keyon,9
MN,M,1989,Connor,32
NE,F,1993,Miranda,37
WY,M,1985,Chase,9
NM,M,2002,Trevor,24
HI,F,2015,Mika,8
IL,M,1998,Alvin,16
NC,M,2016,Hank,21
MI,F,1994,Mary,218
MS,F,1962,Mavis,18
KY,M,2017,Kade,14
MA,M,2009,Jermaine,7
MT,M,2007,Owen,25
MI,F,1952,Coleen,15
IL,F,1971,Rebbecca,5
OH,F,1944,Twila,5
AK,M,1958,Herbert,5
AR,M,1979,Gabriel,9
HI,F,1960,Charlene,33
MO,M,1922,Jackson,9
KY,F,1946,Nan,5
OH,F,1949,Shelly,9
SC,M,1964,Rubin,6
CO,F,2000,Deanna,12
NC,M,1993,Reid,12
MO,F,1935,Marylou,5
GA,F,2002,Naudia,7
ID,F,1953,Myrna,9
WI,F,2016,Mary,30
MA,F,1971,Caitlin,14
MS,F,1977,Erica,82
TX,F,1978,Justine,7
VA,M,1914,Frederick,30
KY,M,1935,Charles,1161
TX,F,2015,Natali,7
MN,M,2004,Ashton,121
AL,M,2017,Wesley,31
KS,F,1934,Harriet,15
WV,F,1982,Catherine,23
TX,M,2007,Cecilio,6
PA,F,1976,Ramona,10
FL,M,1985,Kaleb,5
TX,M,1994,Eli,60
IN,M,1962,Milton,11
TN,F,1968,Julianne,5
WY,M,1945,Dan,10
TX,F,1928,Florinda,5
DE,F,2015,Emily,30
NM,M,1977,Heath,12
IA,F,1994,Mollie,10
UT,M,1988,Zackary,18
VA,M,1971,Dexter,11
TX,F,2010,Unique,21
AZ,F,1978,Kathrine,6
MT,M,2000,Shane,11
MD,M,1941,Danny,6
CO,M,1961,Forrest,5
OH,F,1998,Justina,7
MN,F,1998,Ashly,5
UT,M,1978,Brian,267
IN,F,1976,Cherrie,6
MN,F,1996,Nikki,9
MO,F,1960,Erin,23
TX,F,2014,Brookelynn,17
LA,M,2002,Brooks,6
TN,F,1918,Alberta,44
IA,M,2014,Grady,16
NC,F,1948,Cherry,24
WV,F,1916,Viola,43
CA,F,2010,Sailor,11
AR,F,1965,Valorie,5
LA,M,2016,Winston,12
NJ,F,1974,Lori,193
OH,F,1984,Tamra,10
KY,F,1959,Darlene,141
ND,M,2002,Austin,48
TX,M,2013,Lionel,46
OK,F,2017,Bentley,5
VA,F,1935,Gay,8
TX,F,2006,Karla,293
SC,M,1998,Gage,22
WA,M,2017,Layne,12
OH,M,1960,Jerold,14
WA,M,2005,Paul,49
CO,F,2008,Shay,9
IN,F,2012,Breanna,24
LA,M,1927,Henry,345
IN,M,2012,Jerry,14
WA,F,1993,Tanisha,12
NC,M,1976,Kristopher,32
NC,F,1954,Delilah,7
SD,M,2011,Trace,5
MN,F,1949,Faith,9
ID,M,2004,Branden,6
PA,F,1988,Susannah,7
IA,M,2001,Coy,5
TX,F,2016,Henley,67
CA,M,2002,Erich,8
NJ,M,1964,Andrew,508
FL,M,1916,Floyd,16
WV,F,1992,Kristin,21
RI,M,1942,Neil,5
TX,M,1930,Oswaldo,8
MD,F,2012,London,121
CA,F,1946,Dolly,14
AR,M,1950,Freddy,27
LA,F,1958,Reba,10
IL,F,1997,Caleigh,6
ME,M,1933,Theodore,24
VA,F,1973,Angelia,27
AR,M,1992,Rico,5
MO,F,1990,Kasie,6
IL,M,2013,Markese,5
AZ,M,1951,Mike,32
NC,F,1952,Nannie,18
IA,M,1978,Devin,9
CA,M,1985,Omar,310
SD,M,1973,Craig,26
CA,M,2015,Jamal,24
CA,M,1994,Brett,309
TX,M,1992,Mikeal,6
TX,M,1952,Doroteo,7
NC,M,1934,Gene,97
MO,F,1920,Camille,7
MD,M,1949,Dan,11
FL,F,1980,Kellee,6
GA,F,1951,Idella,11
AL,M,1979,Oliver,8
TX,F,1992,Sunni,6
FL,F,1989,Shani,6
IL,M,2002,Stone,14
MO,F,1947,Jeannine,8
TX,F,1914,Eufemia,6
NJ,F,2004,Maryam,14
AZ,M,1954,Greg,9
CT,F,2016,Penelope,78
KY,F,1922,Helen,547
TN,F,1996,Helen,12
IA,F,1953,Laurel,24
IL,F,1990,Brandi,103
KS,M,1915,Floyd,91
IN,F,1981,Doris,5
ID,F,1998,Harley,9
VA,F,1929,Aline,8
MS,M,1997,John,305
WA,F,1951,Lyn,8
RI,M,1992,Christian,40
MD,F,1993,Roxanne,7
NY,F,1922,Maria,131
WA,M,1911,Gordon,20
RI,M,2015,Jose,16
ID,F,1970,Sheri,16
GA,M,1981,Carl,73
UT,M,2008,Deegan,7
OK,M,1983,Don,11
WI,F,1932,Terry,7
IL,F,1971,Tamra,24
MS,F,1931,Dimple,9
NC,M,1983,Issac,5
DC,M,1989,Valerie,6
MA,F,1928,Camille,9
PA,F,2017,Alianna,8
WV,M,1994,Ian,28
OH,F,1950,Charles,5
CT,F,1968,Carrie,56
MI,F,1994,Shauna,19
PA,M,1963,Andrew,712
PA,F,1943,Alda,5
IA,F,1987,Kara,53
TX,M,1971,Brandon,350
