state,sex,year,name,count
WI,M,1994,Jarrod,8
TN,F,1940,Eleanor,56
ME,M,2001,Michael,86
IL,F,2014,Legacy,5
CT,F,1974,Melisa,8
TX,M,1998,Tristen,85
MI,M,1996,Jermaine,19
UT,F,1933,Verna,6
MI,F,2005,Cami,5
MO,F,1955,Julia,80
NJ,M,2005,Shayne,10
SC,F,1975,Tammie,20
ME,F,1983,Ann,9
NC,M,1916,Prince,12
SC,F,1973,Christine,76
FL,M,2007,Tyce,9
HI,F,1963,Rosemary,5
NC,M,1954,Dan,22
IL,M,1924,Verlin,5
TN,M,1964,Grady,15
KY,M,1943,Marcus,10
OK,M,1968,Shannon,41
UT,M,1927,Lamar,17
OK,M,2007,Grayson,33
NE,F,1999,Carrie,5
PA,F,1999,Dionna,6
ME,F,1977,Sarah,153
NY,M,1929,Frankie,11
MS,F,1997,Anastasia,6
PA,M,2007,Kamrin,7
MN,M,1972,Walter,15
AZ,M,1967,Andy,22
AR,F,2007,Alissa,12
TX,M,2010,Wilmer,16
VA,M,1927,Evans,6
WV,M,1944,Delmas,26
NE,F,1969,Allison,5
NJ,F,2007,Natalie,232
FL,M,2011,Daxton,6
OH,F,1988,Aimee,46
NC,M,1982,Lucas,49
NJ,F,1982,Julianna,6
MD,M,1958,Stewart,17
NY,F,1932,Clair,5
FL,F,1980,Kerrie,5
PA,F,2008,Nancy,29
NY,M,1996,Domingo,6
NC,M,1920,Wiley,46
MN,F,2009,Joanna,17
IL,F,1935,Corrine,8
OH,M,1949,Tommie,10
NY,M,1991,Kenton,5
OR,M,2011,Jared,21
KS,M,1925,Clyde,64
OK,M,1933,Frederick,11
GA,M,2015,London,27
OH,F,1983,Jenny,56
PA,M,1995,Tariq,16
TN,F,1977,Melisa,12
CA,F,1981,Ilia,5
WI,M,1984,Brock,24
NC,F,1963,Dee,20
TX,F,2009,Aneth,5
WA,M,1955,Larry,279
NC,M,1981,Nelson,10
TX,F,2003,Aliyah,124
IN,M,2014,Finn,36
CA,F,1966,Debra,958
GA,M,2017,Jamari,51
NY,F,1982,Bernadette,38
OK,F,1940,Lou,39
NM,F,1999,Hannah,90
PA,M,2001,Damion,14
CA,M,1963,Chance,8
NJ,M,1993,Clifford,10
MI,M,1962,Robin,62
AL,M,2014,Tyson,25
SC,M,1948,Kerry,7
AZ,F,1988,Venessa,6
ID,F,2014,Paige,21
CO,M,2011,Grayson,76
IN,M,2010,Daylen,7
SC,F,1911,Etta,10
NM,F,1955,Rosella,8
AL,M,1991,Keaton,5
PA,F,1997,Naudia,5
VA,F,2005,Adeline,17
MN,F,1932,Eloise,9
PA,M,2015,Jamil,9
MO,F,2012,Joanna,12
TX,F,1992,Markie,8
NJ,F,2016,Jenesis,8
TX,F,1989,Cami,7
TX,F,1954,Carmela,12
FL,F,1958,Sandy,42
MS,F,1982,Audra,5
WY,F,2014,Kaydence,6
MO,F,1963,Patti,44
