state,sex,year,name,count
CO,F,1995,Brittani,7
IL,F,1989,Tameka,18
CA,M,2015,Canaan,12
MN,F,1991,Jami,12
NC,F,1920,Fern,6
MI,M,1997,Jalen,127
CO,F,1991,Talia,6
NE,M,1943,Danny,33
AZ,F,2013,Nancy,11
MO,M,1969,Clarence,32
IL,F,1994,Marquita,32
IL,F,1960,John,14
DC,F,1988,Charmaine,6
FL,F,1926,Susie,39
TN,M,1923,Obie,6
OH,M,1965,Donald,1056
PA,M,1955,Wilbert,22
VA,M,2012,Jayden,360
MA,F,1995,Kiana,52
ND,F,1991,Jayme,6
PA,M,2005,Weston,16
NC,M,1916,Lloyd,57
WV,F,2010,Alicia,9
PA,F,1921,Clarabelle,6
MN,F,1917,Ramona,11
NC,M,1915,Sherman,17
GA,M,1979,Edward,145
IN,M,1982,Marco,9
MI,M,1931,Wilfred,29
IA,F,1920,Helena,7
WI,F,1931,Alberta,11
SC,M,1969,Joshua,5
LA,F,1997,Raini,5
IA,M,1970,Grant,20
NH,F,1930,Marian,6
TX,F,2008,Josseline,9
KY,F,1980,Stephenie,7
CA,M,1994,Claude,8
ND,F,1928,Thelma,13
TX,F,2003,Samantha,1276
IL,M,2016,Simeon,13
MA,F,1993,Elisabeth,27
WA,F,1990,Lydia,28
TN,M,2013,Dorian,10
NV,F,1966,Judith,10
MS,M,1936,Emmett,8
WA,M,1945,Fredrick,15
CA,F,2016,Safa,12
CA,F,1990,Casie,18
MI,F,1993,Frankie,6
NM,M,1975,Jack,8
PA,F,1991,Cynthia,81
PA,F,1941,Marilou,6
AK,F,1963,Virginia,6
MA,F,1998,Hanna,34
IN,F,1952,Gayl,5
CA,M,1915,Elbert,18
KY,F,1983,Elise,5
TN,M,2000,Donte,9
PA,F,1933,Madge,5
IN,F,1970,Lynne,11
CA,M,1994,Narciso,5
MS,M,1920,Otis,55
NY,F,2012,Melina,40
IL,F,1928,Jacquelyn,41
AR,F,2003,Mariah,22
KS,F,1955,Cheri,15
AR,F,2016,Raven,6
WA,F,2006,Katerina,7
WI,M,1944,Neal,23
CA,M,1976,Douglas,412
GA,M,1996,Chase,138
AZ,F,1990,Lucia,16
MI,M,2011,Christain,5
OK,F,1969,Dorothy,17
NY,F,1981,Candi,8
TX,M,1969,Weston,9
NY,M,2014,Rory,58
NC,F,2012,Eileen,6
NJ,F,1989,Hope,19
NC,M,2006,Cole,128
MA,F,1924,Jeanette,67
MI,F,1952,Flora,8
NY,F,2010,Reign,7
NC,F,1955,Claudette,12
PA,F,2012,Brynlee,30
CA,F,1990,Lynne,8
WI,M,1993,Randy,20
FL,M,2012,Raylen,5
VA,M,1997,Brent,29
ID,M,1948,Russell,26
SC,F,1948,Joyce,250
NY,F,1996,Danelle,6
NC,M,1949,Clinton,49
WA,F,1988,Lorraine,7
TX,M,2013,Ammar,13
CO,M,1992,Jose,108
WV,M,1965,Lonnie,19
UT,M,1970,Tommy,6
OH,M,1970,Neal,36
AZ,F,1959,Jana,9
HI,M,1971,Abraham,9
AZ,F,1993,Kasandra,10
AL,M,1993,Ben,8
IN,M,1937,Garry,12
MA,F,1975,Christian,5
OK,F,1938,Joanne,9
LA,F,1924,Mathilde,14
AL,M,1935,Ervin,15
MI,M,2017,Jayson,7
NM,F,1944,Orlidia,5
TX,F,1990,Neely,5
FL,M,1920,Buster,9
FL,M,1954,Jack,174
UT,M,1924,Roland,16
AK,M,1993,Elliot,5
OH,F,1970,Loriann,6
SD,F,1949,Robin,5
NJ,M,1916,Hugo,10
AZ,F,2016,Karma,5
ID,M,1981,Eldon,5
MI,M,1945,Jack,366
CA,F,2004,Jeanne,9
IA,F,2011,Aleena,8
NC,M,1980,Manuel,7
KY,F,1916,Corinne,8
IN,F,2001,Khloe,6
CO,M,1991,Louis,19
OH,F,2015,Destinee,7
CO,F,1993,Gabriella,21
AZ,F,1989,Jolene,7
OR,M,1981,Mitchell,24
WV,F,1964,Angela,190
NY,F,2003,Hendy,9
MA,F,2017,Jolie,8
NY,M,2016,Elliot,129
OH,M,1999,Ricardo,24
WI,M,1921,Wesley,49
LA,F,1979,Christine,100
NE,M,2017,Victor,10
OH,F,1935,Jenny,5
MA,F,1979,Jami,16
OH,F,1976,Marie,78
AZ,M,2011,Isac,5
NE,F,2015,Colette,7
WA,M,2008,Rowan,48
IN,M,1917,Claude,65
MO,F,1914,Clementine,8
DE,M,1959,Stuart,6
TN,F,1999,Mikaela,13
SC,F,1981,Yvonne,6
VA,F,1928,Winifred,8
MI,M,1956,Jeffery,461
OH,M,1969,Loren,19
CA,F,1973,Cara,63
IA,M,1934,Wallace,12
CA,M,2000,Killian,6
MI,F,2012,Lillian,298
CA,F,1925,Nora,30
TX,M,1965,Randell,23
AZ,M,1962,Walter,40
MS,M,1926,Bobbie,26
MN,F,1910,Frances,96
NE,F,2014,Clare,11
ME,M,1991,Bryan,19
WI,F,1974,Dana,108
CT,F,1953,Nora,14
VA,F,1984,Dionne,5
MD,F,2017,Annie,15
HI,M,1949,Mitchell,8
NH,F,1916,Velma,7
NC,M,2016,Josiah,256
CO,F,1948,Dale,5
GA,M,2006,Joan,8
SC,M,2002,Jon,11
TX,F,2017,Monica,67
FL,F,1971,Vanessa,109
MI,M,1941,Oliver,10
OH,M,1985,Erin,8
MI,F,1989,Valencia,11
LA,F,1914,Elaine,16
WA,F,1990,Alannah,10
GA,F,1968,Bettina,7
CA,F,1968,Abby,5
NV,F,2000,Sarai,7
VA,M,2007,Kalvin,6
CA,M,2006,Kade,24
WI,F,1929,Miriam,7
NC,F,1999,Asha,9
CA,F,1960,Delfina,9
NC,F,1960,Rosalyn,7
CA,M,1992,Madison,21
CA,M,2017,Iver,5
NY,F,2011,Samaira,6
VA,F,2017,Aiyana,5
CA,M,2017,Clark,78
FL,M,1973,Billie,7
MO,M,1975,Corey,96
MO,M,1910,Vernie,10
WA,M,1937,Tommy,10
AR,F,1979,Maria,21
LA,M,1931,Willard,25
KY,F,2017,Melany,6
KY,F,1989,Allison,118
NY,F,1982,Sheena,90
VA,F,1931,Leona,28
SC,M,1973,Leon,36
NV,M,2013,Dawson,6
OR,M,1976,Levi,23
VA,M,1915,Joel,6
TX,F,1995,Melisa,24
NY,M,1952,Glen,122
AZ,M,1973,Jaime,33
GA,F,1935,Joann,85
TX,F,1990,Corey,17
HI,M,2016,Anthony,10
WI,M,1977,Jed,5
FL,F,1992,Patience,9
KS,M,1946,Andrew,13
TN,M,1955,Franklin,52
NJ,M,1918,Vernon,30
WA,F,1954,Ginger,17
NH,F,1931,Mildred,17
KY,M,1943,Anthony,43
IA,M,1976,Kenny,6
MA,F,1974,Carmen,36
NY,F,2005,Golda,13
OR,F,2002,Heaven,5
KS,F,1998,Shayla,14
DC,M,1965,Wilbur,6
