state,sex,year,name,count
OH,F,1969,Josephine,18
WA,F,1969,Lana,9
KY,M,1919,Seldon,5
MO,F,1975,Roberta,16
WA,M,1993,Oliver,25
DC,F,1917,Charlotte,13
NV,M,2009,Beau,7
MI,F,1969,Danna,5
CA,F,1991,Lara,52
ND,F,1917,Grayce,5
CA,F,2013,Kamryn,57
MT,M,1981,Jim,5
LA,M,1916,Mitchel,9
RI,M,1940,Albert,53
MI,M,1916,Burdette,9
MN,F,1994,Irene,9
OH,F,1975,Tasha,38
AZ,F,1958,Josephine,21
IN,F,2002,Dakota,31
PA,F,2010,Nataliya,5
MI,F,1963,Laurel,44
AR,M,1964,Preston,8
IN,F,1923,Annabell,10
CT,M,1981,Frederick,29
IN,M,2004,Axel,10
OR,F,1963,Erin,16
AL,F,1991,Nikita,8
MO,M,1921,Rex,34
VA,M,1997,Colton,48
NJ,M,1974,Preston,11
IL,F,1919,Nettie,20
CO,M,2000,Darrien,5
AL,F,1985,Rena,5
NE,F,1978,Marjorie,5
HI,F,2005,Emma,53
NY,F,1969,Merrie,5
AL,F,1991,Kenyetta,6
NC,F,2017,Scarlet,20
SD,F,1957,Robyn,6
MS,F,1920,Jaunita,10
TN,M,1936,Shelby,14
VA,F,2016,Diya,10
SC,F,1960,Rachel,33
PA,F,1949,Bessie,20
MI,F,1973,Kerry,92
CA,F,2007,Zofia,7
WI,M,1963,Phil,11
LA,F,1920,Sallie,21
NY,F,1949,Leola,5
AL,F,2012,Azariah,10
IA,M,1921,James,627
OR,F,1992,Meredith,11
AR,M,1969,Marc,18
TX,M,1953,Guy,107
MT,M,2015,Emmett,30
ID,F,1942,Billie,6
IN,M,1946,Jerald,25
FL,F,1992,Marlene,12
IN,M,1997,Devin,171
MN,M,2006,Elliott,21
AK,F,2011,Parker,5
NC,M,2001,Franklin,23
MO,F,1970,Devona,6
MN,F,1912,Fern,30
NY,F,1959,Sherri,91
AK,F,1997,Makayla,10
MA,M,1920,Irving,104
TX,M,2013,Tadeo,49
KS,F,1952,Cassandra,7
SC,F,2017,Dalilah,5
MO,M,2001,Johnnie,5
IN,F,1931,Lillie,18
SC,F,1947,Naomi,28
SC,F,1926,Mabel,54
TX,M,1936,Carl,277
OH,F,2001,Tessa,66
IN,M,2009,Carsyn,5
OH,M,1971,Isaac,19
NE,F,1914,Verna,18
MA,M,1985,Ray,5
MI,F,2005,Marion,6
CA,M,2014,Hilario,5
NE,M,1924,Jimmy,5
AR,F,1949,Gloria,200
ME,F,1915,Roberta,9
CA,F,2007,Lizania,11
MD,M,2011,Yahir,6
OH,M,1986,Jaime,6
SC,M,1922,Charley,9
NC,F,2015,Adalyn,108
NC,F,1950,Tommie,18
NE,F,1962,Dianne,14
MT,F,2013,Mckinley,5
KY,M,1920,Harland,7
AL,M,1914,Lorenza,6
CT,F,2009,Rebecca,37
MI,F,1955,Susie,22
TX,F,1945,Jeanie,22
GA,M,2015,Clyde,9
SC,F,2008,Jocelynn,8
IN,M,1996,Harley,19
NM,F,2017,Emilia,25
GA,F,1998,Chyna,21
ME,F,1953,Cynthia,169
WV,M,1997,Gunnar,5
FL,M,1987,Tobias,5
WV,F,1910,Verna,13
CA,F,2010,Vannessa,8
DC,M,1953,Marion,8
NY,M,2012,Trey,27
WA,F,1963,Bridget,20
NM,F,1952,Lori,8
MO,F,2002,Ariel,33
DC,F,1911,Katherine,11
WV,M,1917,Silas,6
CA,F,2013,Taegan,5
LA,M,1977,Carroll,10
TX,M,1950,Will,20
MI,F,1917,Nelda,8
MI,F,1952,Alberta,17
CA,F,1950,Erin,16
MI,F,1911,Lula,8
IA,F,2003,Olivia,234
IL,F,1944,Leah,19
OK,F,2003,Kya,11
CA,F,1975,Adena,11
WA,M,1950,Larry,435
WI,M,1912,Leo,57
CO,M,2017,Lennox,11
VA,F,1975,Christa,31
CA,M,1955,Harley,20
NE,M,2006,Draven,9
MI,F,1964,Teri,83
OH,F,1959,Suzanne,242
WA,F,2002,Damaris,7
ND,F,1962,Jacqueline,45
WA,F,1998,Elise,30
UT,M,2012,Bronx,10
NJ,F,1990,Abby,13
IL,F,1932,Earlene,13
TX,M,2011,Raziel,7
CA,F,1935,Catalina,15
NE,F,2011,Kailey,5
PA,M,1973,Jeffery,107
OK,M,1944,Delbert,40
WI,M,2002,Aiden,63
MN,F,2014,Kenzie,33
NJ,F,2016,Kashvi,6
WY,M,1930,Wayne,9
NY,F,2012,Itzel,25
WA,M,1981,Mitchell,40
IN,F,2015,Sasha,9
TX,M,2013,Lorenzo,196
IN,F,2006,Rayne,7
CO,F,1981,Lora,5
CA,F,2015,Keisha,6
TX,M,1912,Harmon,10
NY,F,1986,Scarlett,9
NJ,M,1926,Leo,64
AL,M,1973,Joseph,325
NM,F,1965,Carolyn,28
GA,M,1957,Wayne,269
MN,M,1939,Frank,89
IN,F,1951,Louise,45
IL,F,1960,Marcia,179
AL,F,1989,Simone,11
MN,M,2008,Abdullah,5
SC,F,1948,Kitty,5
NM,F,1973,Ruth,6
TX,F,1993,Kati,14
AZ,F,2011,Dana,7
TN,F,1949,Sharlene,5
OH,F,1961,Kara,20
FL,M,1932,Walter,122
IN,F,2007,Sage,20
FL,M,2016,Marcel,36
TX,F,1983,Fatima,13
MI,F,1943,Sheila,112
GA,M,1948,Douglas,162
MI,F,1918,Tillie,20
MI,M,2008,Coby,8
NM,F,1942,Stella,16
MI,M,2006,Canaan,7
WI,M,1963,Delmar,5
MS,F,1967,Tommie,6
NY,M,2011,Khristian,5
ME,F,1956,Katharine,5
TX,M,1940,Hilton,8
CA,F,2013,Della,9
NY,F,2014,Melissa,68
DE,F,1989,Melanie,10
GA,F,1919,Emma,316
WV,M,1928,Delbert,40
NY,F,1980,Catharine,6
AL,M,1918,Benny,5
MI,M,2017,Jamarion,5
CO,M,1984,Dean,15
OH,F,1926,Angeline,49
MS,F,1958,Beth,21
NE,M,1994,Jeffery,11
MA,F,1992,Felisha,8
OK,F,1939,Annetta,8
NY,F,2001,Priscilla,54
NJ,F,2009,Camille,25
WV,M,1920,Marion,21
MS,M,2012,Kylin,5
VA,F,1915,Pinkie,5
KY,M,2016,Peter,9
IL,F,1999,Beverly,5
IL,M,1996,Milan,6
NE,F,1949,Debra,32
AZ,F,2000,Kalie,5
CO,M,2013,Griffin,36
SC,M,2008,Antonio,63
NC,M,2016,Jovani,6
MN,M,1949,Calvin,27
MN,F,1966,Connie,116
PA,F,1935,Eloise,19
MA,M,1985,Raymond,73
MS,M,2010,Dylan,68
CA,F,2005,Rosalinda,41
SD,F,1927,Anna,31
PA,M,1932,Benjamin,120
NJ,F,1980,Deidra,5
IL,M,1997,Jacques,9
CA,F,1990,Edit,8
CA,M,1981,Harold,84
CA,F,1972,Sherrill,9
OH,M,1918,Bert,33
CT,M,1999,Tyriq,8
VA,F,2017,Layan,9
TN,F,1996,Adriana,13
NV,M,2017,Maximo,6
VA,F,2016,Angie,23
PA,F,1987,Rita,15
CT,F,1936,Matilda,6
OK,F,1990,Marina,5
LA,M,1947,Samuel,154
CA,F,1971,Randee,5
MI,F,2013,Alani,5
IL,M,1986,Kareem,6
GA,F,1975,Aimee,31
AL,M,1960,Robby,7
IN,F,1950,Lynne,26
TX,F,2003,Katilyn,7
UT,F,1976,Cindi,5
TX,M,2016,Jakobe,13
LA,F,2003,Kira,12
NY,M,1966,Laverne,5
DC,F,1915,Hazel,5
IN,F,1970,Sandra,234
KY,M,2016,Quincy,5
NY,M,2006,Spencer,124
NV,F,1942,Diane,9
IL,M,1918,Johnnie,14
GA,F,2016,Dayana,17
TN,M,2007,Sloan,5
MI,F,1983,Deanna,91
IL,F,2010,Berenice,7
ND,F,2017,Payton,7
OK,F,2017,Lilian,6
OH,M,1944,Ron,38
SC,M,1932,Ansel,10
AZ,F,1992,Elena,20
TX,M,2011,Silvano,6
AR,M,1921,Moses,13
HI,F,1932,Sueko,14
OH,M,1994,Oliver,16
UT,F,2009,Mylee,14
LA,M,1961,Mitchel,9
