state,sex,year,name,count
GA,M,1969,Donnell,8
NM,M,2016,Dallas,5
IL,F,1968,Cathie,5
NJ,M,1992,Ryan,987
CA,M,2006,Seiji,7
OH,F,2000,Reyna,8
AK,F,1957,Priscilla,5
DC,M,1942,Mike,12
MO,M,1992,Keith,88
IL,F,1914,Agatha,13
PA,M,1940,Larue,6
CA,M,2012,Oren,13
PA,M,2013,Shakeem,5
IL,M,1921,Emanuel,10
CA,M,1957,Warren,165
FL,F,2002,Rheanna,6
IL,M,1987,Rory,17
NY,M,1938,Roderick,17
NY,M,2004,Reuven,10
WV,F,1947,Carol,421
MA,M,1987,Glen,14
MS,M,1940,Gary,48
MO,M,1986,Kirby,5
GA,M,2009,Marley,10
CO,F,1989,Meagan,41
ME,M,1932,Alton,21
FL,F,2001,Robin,21
OH,F,2004,Sade,6
NY,M,1972,Oren,7
MA,M,1991,Brennan,12
SC,F,1949,Birdie,5
AL,M,2008,Donavan,5
MO,F,2017,Willa,17
FL,F,1996,Rebecka,12
CA,M,1992,Maverick,5
MO,M,2011,Casey,9
PA,F,1914,Elsa,13
AZ,F,1970,Stephanie,163
IL,F,1991,Kiley,20
MS,F,1922,Flora,75
GA,M,2013,Niko,7
AL,F,1982,Lakecia,7
NC,M,1925,Bernice,18
MO,F,2006,Chelsea,28
TX,M,1962,Margarito,18
MN,F,2009,Lilliana,20
GA,F,2000,Kalee,7
MD,F,1958,Phyllis,105
CA,M,1974,Homero,7
NC,M,2000,Jamil,10
AZ,M,1959,Calvin,24
AK,F,1955,Colleen,7
MA,F,1947,Jacqueline,215
LA,M,1993,Traven,5
GA,F,1948,Thomasina,5
IN,M,2011,Drayden,5
WA,M,2016,Remington,31
FL,F,2012,Zola,5
ME,M,1913,Patrick,6
NJ,M,1982,Roman,6
CA,F,1973,Brenda,455
MO,M,1947,Junior,23
AZ,F,2000,Martha,19
CA,M,1954,Rosendo,9
CA,M,1973,Harris,9
LA,F,1983,Carly,17
IL,M,1918,Alvin,124
CT,F,1967,Kerri,11
ND,M,1960,Bryan,38
CO,M,1946,Matthew,6
VA,F,1943,Cassandra,6
SC,M,1952,Ollie,7
MD,M,1957,Marshall,27
MN,F,1926,Agnes,94
TX,M,1916,Rodney,10
MA,M,1920,Normand,33
AZ,M,2011,Hudson,81
NJ,M,1971,Stephen,482
NY,M,1963,Jose,919
KY,M,1960,Darrell,206
TX,F,1987,Aida,15
NC,M,2003,Adan,15
OH,M,2017,Mac,5
VA,F,1917,Eliza,33
IL,M,1986,Darrell,59
CA,M,2006,Sohan,7
IL,F,1961,Rhonda,516
SC,F,1942,Portia,5
OH,F,1948,Darla,47
NY,F,2016,Aanya,13
MS,F,1976,Christa,13
CA,M,1964,Tyler,34
WI,F,1988,Alana,10
OR,F,1957,Marcy,8
LA,F,1977,Carrie,88
FL,F,2006,Kristine,7
IL,F,1990,Marquisha,8
CA,F,2009,Chelsea,214
CA,F,1996,Peyton,62
FL,M,1959,Johnathan,11
TX,F,1954,Sherril,5
NH,M,2016,Wesley,41
AZ,M,1961,Chuck,8
GA,F,1990,Madelyn,10
MO,M,1953,Bobby,126
NH,M,1993,Josiah,6
LA,M,1968,Rickey,43
IN,F,1972,Kisha,5
NY,M,2003,Adonys,5
NJ,F,1978,Susanne,10
NJ,F,1953,Ellen,276
CA,F,2010,Anelise,6
FL,F,2001,Laisha,5
WA,F,2017,Leela,8
NJ,F,1957,Rosalyn,5
WA,M,1914,Phillip,6
CA,M,1924,Jimmy,35
DC,M,1979,Brett,12
VT,F,1995,Alyssa,14
DE,M,1943,Glenn,6
NJ,F,1986,Jullian,5
FL,F,1988,Sarina,9
CT,F,1915,Elizabeth,253
LA,M,1948,Rickey,26
CA,M,1989,Leonel,96
NC,M,1969,Zachary,13
OH,F,1961,Cheryle,15
NY,F,2013,Roslyn,10
NC,F,1986,Torri,5
CA,F,1991,Milagros,13
NM,F,1992,Victoria,90
CT,F,1972,Brooke,6
NC,F,2012,Tyanna,7
NC,F,1997,Esther,12
HI,M,1986,Chad,50
SC,M,1947,Wyman,8
AR,M,1955,Alonzo,6
CA,M,1975,Shayne,13
OK,F,1935,Pat,64
MT,M,1944,Rodney,15
PA,M,2014,Murphy,5
AZ,F,1985,Rosie,5
MD,F,2010,Sasha,23
KY,M,1942,Truman,10
OH,F,1949,Nettie,6
OH,M,1949,Samuel,207
NJ,M,2012,Zakai,8
NJ,F,1989,Tasia,5
NJ,F,2008,Victoria,295
DC,F,1974,Christie,7
TX,F,1998,Taliyah,6
WV,M,2001,Jarod,11
OR,F,1959,Maureen,36
WI,F,1921,Eleanore,56
AZ,M,2004,Alexis,144
FL,F,1965,Cheri,24
TX,F,1999,Britney,140
MA,M,1960,Malcolm,14
LA,M,1974,Erin,6
OK,M,1956,Richard,532
TX,M,1946,Stephen,318
IL,F,1971,Angella,11
MA,F,1974,Victoria,74
MS,F,1926,Elvie,7
IL,M,1995,Tremayne,5
IA,M,1917,Wilbert,20
MT,F,2006,Paige,20
UT,M,1949,James,258
MO,F,1917,Iris,26
VA,M,1964,Terry,227
AL,F,1985,Marquetta,10
LA,F,2010,Jeanne,6
DC,F,2013,Mackenzie,10
PA,M,1966,Shane,44
GA,M,1946,Lawrence,99
WI,M,1998,Christopher,264
NV,M,1999,Kody,8
ME,F,1914,Bernadette,6
VT,F,1913,Myrtle,7
VA,M,2002,Dayshawn,6
CT,M,1985,Bret,6
MI,M,1955,Clarence,123
NY,F,1977,Tonisha,6
NC,F,1947,Melody,10
MT,F,1963,Patricia,69
WA,M,1954,Gregg,30
GA,M,1917,Russell,23
MD,F,1926,Jessie,15
FL,F,2000,Kristal,19
KS,F,1981,Jamie,146
TX,M,2006,Beaux,8
WA,F,1963,Sondra,5
IL,M,1982,Dane,25
TX,F,1978,Adrianne,20
KY,F,1966,Lynda,8
PA,F,1973,Shea,5
CA,F,1973,Ramon,6
TX,F,1958,Jacki,5
RI,M,2014,Elias,14
IL,M,1981,Collin,19
NY,M,1991,Santiago,23
MN,F,2014,Ximena,13
GA,F,1942,Pearlene,7
AR,F,1956,Cora,10
OK,F,2004,Kaylea,8
OH,M,1997,Gerald,29
CA,M,1981,Dario,92
NE,M,1928,Everett,22
OK,M,2001,Jaron,13
NJ,M,1998,Nehemiah,6
IL,M,2008,Neel,6
ND,M,1981,Blair,5
PA,F,2008,Kaylana,5
VA,M,1944,Melvin,159
AR,F,1915,Carmel,5
TN,M,1968,Eddie,99
MN,F,1992,Janessa,12
