state,sex,year,name,count
NV,F,2011,Jordan,10
GA,F,1973,Hilary,7
CA,M,2007,Vishnu,11
CO,F,2016,Alejandra,14
TX,M,2011,Brison,6
PA,M,1984,Tyrik,5
IL,F,2004,Nikki,10
FL,F,1970,Eileen,22
IL,M,1976,Larry,225
IL,F,1956,Jean,506
TX,F,1999,Marcy,6
VA,M,1948,Linwood,67
OK,F,2010,Emory,6
CA,F,1999,Gia,29
PA,M,1914,Elbert,6
IL,F,2009,Wiktoria,13
CA,M,1947,Ian,12
OH,F,1977,Rikki,13
CA,F,1970,Keely,6
MS,F,1971,Felicia,93
RI,M,2000,Jeremiah,12
TX,F,1983,Gabriela,130
GA,M,1952,Bradley,16
VA,F,2004,Imari,5
UT,M,2008,Raul,15
NY,M,2015,Abiel,6
MI,F,1995,Richelle,5
MN,F,1982,Alaina,10
NY,M,1978,Roosevelt,7
VA,F,1982,Ashleigh,33
MA,M,2007,Amir,15
NJ,M,1998,Jorden,5
IL,M,1961,Emilio,8
IL,F,1934,Enid,8
CT,F,1952,Norma,23
IL,F,1994,Randi,22
TX,F,2013,Beatrix,9
WA,F,2012,Viviana,14
TX,M,1920,Mario,24
CO,F,1959,Geralyn,5
NE,F,1965,Christy,17
TX,M,2013,Isidro,20
WA,M,1951,Jay,77
OH,M,1951,Lorenzo,7
NY,M,1933,Thaddeus,22
NY,F,2006,Sherlyn,45
FL,F,1992,Stefani,8
LA,F,1963,Dianna,35
IN,M,1969,Kim,5
CA,F,1996,Kylie,289
MN,F,1960,Lyn,11
MN,F,1917,Antoinette,12
WA,F,2011,Cameron,7
NY,M,2008,Kirk,6
DE,F,1916,Doris,15
CO,M,1952,Alex,14
GA,M,2009,Kymani,17
LA,F,1950,Marylyn,5
TX,M,2017,Pedro,189
GA,M,2007,Delvin,7
NY,M,2007,Kyler,36
MI,F,1961,Deana,22
WV,M,1917,Thurman,14
NJ,F,1993,Marisa,71
NC,M,1914,Rupert,15
CO,F,2017,Rory,12
GA,M,1980,Randy,99
ID,F,1970,Donna,18
KS,F,1943,Opal,13
NJ,F,2016,Alicia,24
NV,F,1939,Shirley,10
TX,F,1922,Marguerite,94
MI,F,1942,Carmen,35
TX,F,1993,Betsy,20
TX,F,2000,Talitha,5
TN,F,1962,Dana,101
WA,F,1979,Dayna,6
OK,M,1985,Chester,6
TN,F,2006,Shawna,9
WI,F,1977,Nancy,41
ME,M,1985,Marshall,6
OH,F,1971,Daria,7
ND,F,1920,Hilda,37
DC,F,1988,Holly,5
NE,M,1976,Lance,28
TX,F,1984,Hang,5
AZ,F,1984,Maria,142
TN,M,2000,Ahmad,9
NY,F,1961,Caroline,273
OR,M,2001,Gilberto,7
KY,F,1956,Doris,119
AL,M,1928,Rudolph,27
CT,M,1938,Dominic,15
OH,M,1984,Jeremy,790
CO,F,1977,Marjorie,5
SC,M,1981,Davis,5
NE,F,1983,Trista,9
ID,F,2011,Josie,19
VA,M,2000,Kobe,28
NY,M,1950,Micheal,49
GA,M,1981,Shawn,112
GA,M,2016,Kanon,6
MI,F,1943,Mari,5
OH,M,1983,Tommie,6
NM,M,1930,Julian,12
NE,F,1943,Carolyn,165
KY,F,1956,Katie,14
KY,F,1948,Venita,7
MS,F,2006,Kylee,25
WI,F,1979,Dara,5
FL,M,2002,Dallas,46
CO,M,2016,Atticus,21
IL,F,1996,Jayda,6
CA,F,2003,Zuly,6
WA,M,1954,Roger,176
OH,F,2011,Ginger,5
TX,F,2003,Giuliana,10
VA,M,1951,Darryl,18
GA,M,1929,Wilmer,6
TX,F,2016,Katalina,71
OR,F,1943,Christine,21
SC,F,2013,Tyanna,6
NC,F,2012,Gracen,5
NE,M,2013,Easton,79
NC,M,1995,Cole,57
NH,F,1946,Valerie,5
IA,F,1920,Marie,240
GA,M,1969,Earl,44
MA,M,2011,Hugh,10
ID,M,1939,Lowell,5
MO,M,2000,Joel,42
MN,M,1948,Hugh,8
TX,F,2005,Cloie,5
NV,F,1996,Eva,8
OK,F,1960,Carrie,53
MO,F,1926,Madeline,29
NC,F,1988,Shantel,5
VA,M,1956,Terry,297
WV,M,1969,Lonnie,25
MI,M,1970,Roland,17
WA,F,2005,Aryana,6
IL,F,2011,Aziyah,6
MN,F,1923,Harold,5
NC,F,1991,Rebekah,68
VA,M,1932,Kyle,14
WA,F,1982,Leann,11
NH,F,1974,Melanie,31
NM,M,2005,Alejandro,54
IA,F,1970,Sally,22
NY,F,1933,Dorothea,81
CA,M,1969,Carl,325
FL,F,2017,Rachel,80
IL,F,1957,Lesley,20
CA,F,1985,Racheal,24
TX,M,2004,Camren,25
CO,F,1976,Larissa,6
CA,F,1986,Mira,10
FL,M,1955,Glynn,8
DC,F,1927,Ernestine,6
CO,F,1981,Lauren,96
TN,F,1996,Loretta,5
OH,F,1960,Sheri,121
AL,M,1956,Wilfred,7
MS,F,2003,Ashton,12
TX,F,2004,Amada,5
FL,M,2016,Herbert,8
RI,M,1985,Arthur,11
LA,F,1919,Mamie,73
PA,M,1970,Louis,201
AK,F,2010,Lyric,5
FL,F,2014,Ayanna,24
OH,F,1953,Ola,7
WI,F,1931,Eloise,9
TX,F,1971,Honey,6
NY,F,1995,Joan,25
CA,M,1957,Merle,15
NC,M,1986,Akeem,13
PA,F,1982,Janel,22
OK,F,1998,Kristina,16
IA,M,1985,Neil,18
AZ,M,1933,Howard,18
MS,F,1965,Lela,5
PA,F,2014,Kieran,5
NC,M,1995,Tyvon,7
MN,F,2001,Trista,7
MI,F,2015,Lilith,11
UT,F,1943,Sally,26
TN,M,1941,Clifford,64
NM,F,1934,Eva,23
WA,F,2016,Kathy,8
NM,M,1916,Jim,10
CA,F,1966,Dominique,34
IN,F,2006,Alli,9
OH,F,1975,Tameika,5
GA,F,1974,Ruby,12
OK,M,2014,John,106
TX,F,1985,Anh,5
WA,F,1974,Cary,5
OH,M,2008,Vernon,7
FL,F,1996,Ebony,54
AL,M,1923,Daniel,89
MI,M,2016,Anson,5
OR,F,2009,Makenzie,18
SD,F,1933,Grace,19
MS,M,2017,Brady,18
DC,F,1955,Dolores,6
NJ,M,1975,Darryl,16
IL,F,1964,Kyle,10
VA,F,1996,Demi,5
LA,F,2016,Caylee,8
CT,F,1981,Martha,14
TX,M,1993,Truman,6
MS,M,2003,Marvin,9
LA,F,1992,Jasmine,331
NV,F,2002,Kelly,13
ID,M,1913,Bernard,5
TX,F,1975,Janessa,5
ID,F,2011,Adelyn,7
NJ,F,1924,Muriel,148
MO,F,1985,Cecilia,5
NJ,M,1930,Franklin,34
WI,M,1934,Dan,15
MI,M,1951,Donnie,15
OR,F,1993,Kendall,24
IN,M,2003,Silas,20
IL,M,2010,Daylan,5
NC,F,2014,Remi,9
NJ,F,2017,Jaclyn,7
FL,F,2016,Kylie,227
AL,M,1981,Deon,6
AL,M,1990,Kevin,158
VA,M,2016,Lamont,7
ID,F,1937,Sally,21
AZ,M,1976,Bryce,7
RI,F,1963,Frances,11
IL,M,1951,Wendell,32
PA,M,2008,Jamarion,5
TX,F,2009,Ayden,11
IL,M,2011,Ishan,8
MI,F,1960,Deidra,7
MD,M,1959,Kerry,14
TN,M,1970,Lawrence,50
WA,M,1961,Drew,14
IA,F,1917,Betty,166
HI,F,1987,Rochelle,7
MT,F,1981,Kirstin,6
CO,M,1974,Alex,16
NE,F,1933,Billie,12
TX,F,1989,Violet,12
UT,F,1939,Ann,41
CO,F,1918,Lorena,11
OH,F,1976,Serena,11
CA,M,1989,Christoper,21
AR,F,1971,Heather,84
OH,M,1983,Alton,5
HI,M,1968,Wesley,20
CA,F,1936,Mary,1541
NC,M,1955,Wendell,30
NJ,M,2015,Ahmad,22
TX,F,1911,Estefana,6
SC,F,1982,Tiffanie,11
SD,M,1920,Walter,94
NC,F,2015,Kendra,21
NY,F,1987,Kerianne,5
MN,F,1976,Amie,18
PA,M,1948,Tony,31
ND,M,2007,Brandon,12
MN,F,1994,Kiley,11
IL,F,1998,Violeta,10
WV,F,1951,Violet,25
NC,M,1939,Gordon,36
CA,F,1990,Allyson,129
NC,M,1982,Billy,109
OR,F,2003,Helena,7
TX,F,1927,Jesse,5
MN,F,2009,Erin,22
VA,F,1964,Reva,8
PA,F,1922,Margret,9
MA,M,2014,Campbell,6
OH,F,1948,Daphne,8
NV,F,2012,Jaylah,17
TX,M,2011,Erasmo,11
TN,F,1942,Sally,45
KY,F,1928,Willia,8
UT,F,1980,Tabitha,7
PA,M,1966,Samuel,260
LA,F,1917,Lillie,146
AZ,M,2004,Tristian,6
CT,F,1968,Jenny,5
TN,M,2011,Giovani,8
WI,M,1975,Leroy,10
GA,F,1995,Carlee,9
CA,F,2002,Sunny,16
MD,F,2010,Amiah,7
WA,F,1999,Payton,39
MI,F,1986,Brianna,60
WV,M,1957,Randal,35
OH,M,1952,Ronald,1721
LA,F,2006,Kristian,6
NY,M,1953,Donna,6
NY,M,1935,Carmelo,24
TN,F,1933,Velma,78
LA,F,2015,Aria,64
OK,M,1996,Rowdy,6
WA,M,1974,Nick,7
CO,M,1981,Ricardo,21
FL,F,2010,Kyndal,9
MN,F,1955,Janelle,26
VA,F,1939,Fannie,25
MA,F,1920,Carolyn,55
FL,M,1975,Caleb,5
MD,M,2013,Christian,189
CA,M,1989,Daryll,5
FL,M,2001,Huy,5
IL,M,2010,Jaylon,13
TX,M,2002,Rohan,30
VA,M,2005,Cornelius,6
TN,F,1988,Bridgett,6
NJ,F,1970,Mona,15
AZ,F,2005,Melody,33
CA,F,2011,Maite,68
FL,M,2000,Simon,50
MI,F,1994,Janel,15
CA,M,1994,Brianna,7
AL,F,1981,Alice,21
MI,F,1910,Laura,47
OK,F,1968,Denise,68
MT,F,1990,Nichole,8
GA,F,2009,Briana,63
IN,F,1935,Arlene,53
GA,F,2015,Micah,19
DE,M,1912,George,35
TX,F,1970,Delia,81
OK,M,1984,Ronnie,18
PA,F,2003,Diya,7
MI,F,1995,Adrianna,30
WA,M,1999,Austyn,11
GA,M,1965,Quentin,7
AL,F,1943,Idell,5
GA,F,1981,Erica,204
LA,F,1931,Charlene,12
IA,F,1986,Pamela,18
DC,M,1956,Denis,6
VA,F,2009,Jane,27
CO,M,2011,Darian,12
AR,M,1996,Braylon,13
MA,F,1942,Frances,309
OR,F,1994,Eva,14
FL,M,2016,Ernesto,23
MO,F,1974,Shelby,23
IL,F,1922,Bessie,109
MO,F,1992,Angela,101
FL,M,1973,Stuart,19
OK,M,1991,Terrell,8
MD,F,1979,Whitney,7
FL,F,2015,Yarielys,5
AL,M,2001,Jesus,17
AZ,M,1992,Skyler,25
MO,M,1910,Forrest,8
AL,M,1966,Brett,20
CT,F,1969,Stacy,64
