state,sex,year,name,count
TX,F,1912,Myra,9
CA,F,1979,Gracie,11
MT,M,1984,Kory,5
CT,F,1968,Cari,5
OR,F,2001,Elizabeth,208
AL,F,1927,Juanita,234
MS,M,1936,Dave,14
WA,M,1983,Abraham,13
IL,F,1995,Sean,6
OK,M,2016,Adrian,70
CA,F,2002,Lucy,149
VA,M,1989,Jarrett,17
NE,F,1937,Gayle,11
GA,F,2003,Emani,7
IL,M,1945,Paul,905
WV,F,1942,Jessie,27
FL,F,1998,Beatrice,8
NC,F,1998,Alicia,80
MN,M,1992,Fredrick,6
NC,M,1972,Tyler,13
VA,F,1984,Elena,5
TN,M,2007,Braeden,12
CA,F,1966,Antonette,13
IN,M,1994,John,449
ID,F,1940,Ila,6
TN,F,1994,Candice,35
NY,F,1950,Marylin,8
NY,F,2008,Jaedyn,8
WA,F,1955,Rene,22
VA,M,1929,George,597
MO,F,2013,Giana,8
KS,F,1994,Regan,11
NY,F,2002,Justina,31
NY,F,2008,Nada,6
GA,M,2011,Kash,10
AR,F,1923,Helen,405
FL,F,2010,Alora,5
MI,M,2000,Corbin,46
FL,F,1976,Laura,303
MD,F,2001,Elizabeth,219
NC,M,1949,Adolph,5
TX,F,1928,Loretta,36
AZ,M,1965,Ronnie,27
TX,F,2012,Chizaram,6
OK,F,1974,Monique,6
AR,F,1994,Nichole,5
IA,M,1919,Daryl,10
OR,F,1933,Frances,48
CA,F,1992,Karleigh,8
TX,M,1997,Patrick,468
KS,M,1956,Darryl,13
NE,F,1983,Meagan,6
OH,F,1986,Simone,9
UT,F,1998,Kamree,7
FL,M,2003,Derrick,98
SC,F,1984,Amy,176
KS,M,2014,Quentin,10
TN,F,2017,Leila,18
NY,M,2004,Colby,48
NE,M,1958,Jonathan,17
IA,F,2010,Kaydence,15
AR,F,1997,Nancy,6
FL,F,1978,Sherika,10
NC,M,1987,Terrell,37
TX,F,2008,Rilee,12
FL,F,1957,Alice,124
IA,F,1996,Ariana,9
CA,M,1971,Olin,5
OK,M,2006,Omari,5
MD,F,1970,Sandy,19
NC,F,1999,Tatiyana,12
MD,F,2013,Elaine,7
NY,F,1953,Bettie,10
NY,F,1991,Starr,16
CT,M,1991,Eugene,13
NC,M,2002,Mohamed,10
HI,F,1980,Sommer,6
IL,F,2017,Oaklyn,7
MA,F,1960,Marion,38
DC,M,1986,Jose,37
UT,M,1999,Abraham,16
TX,M,1972,Bernardo,27
TX,M,1983,Zachary,497
MS,M,2011,Montrell,5
CA,F,1998,Isela,69
NC,M,1999,Brian,203
CA,F,2001,Alique,5
WY,M,1950,Allan,6
NC,M,1980,Johnnie,25
NY,F,1963,Dorraine,6
PA,F,1996,Maureen,11
TX,F,2006,Ashly,41
ID,M,1920,Willis,8
IL,F,1945,Bettie,17
KY,F,1932,Sally,52
CA,F,1992,Niki,16
CO,F,1944,Florence,19
TN,F,1989,Octavia,6
NM,F,1987,Franchesca,5
NC,F,1971,Rochelle,18
CO,M,1956,Jerold,5
NM,M,2003,Simon,13
MA,F,1996,Mandy,7
GA,M,1947,Joel,80
IL,F,1970,Marilee,7
MI,F,1972,Eve,10
NV,F,1995,Rhiannon,6
TX,F,1960,Rosie,149
IA,F,1971,Jeannie,14
MS,F,1988,Leigh,16
AL,M,1989,Larry,66
DC,M,1967,Roderick,13
IL,M,1989,Stanley,33
OR,M,1983,George,21
NY,F,1975,Rosana,5
IN,F,1930,Barbara,880
HI,F,1925,Sumiko,12
NC,F,1957,Mitzi,31
CA,F,2015,Serly,5
MI,F,1966,Shawnda,7
NY,M,1974,Sonny,11
MA,M,1983,Troy,28
TX,M,1975,Tim,13
