state,sex,year,name,count
VA,F,2013,Ana,27
VA,F,2001,Kali,16
WA,M,2009,Phillip,16
IA,F,1981,Leeann,9
AL,M,1973,Curtis,86
TN,M,1947,Wendell,31
MA,M,1971,Joe,15
TX,M,1948,Perfecto,11
NM,F,2007,Kassandra,5
NH,M,1982,Micah,5
CO,M,1976,Henry,26
SC,M,1972,Todd,56
MD,M,1987,Jamaal,13
IL,M,1967,Mckinley,5
CA,F,2004,Alayna,66
MT,F,1960,Renae,6
PA,M,2014,Isiah,6
LA,F,2010,Macie,31
NJ,F,1932,Rosemary,85
KY,M,1944,Dwight,28
FL,F,1999,Kayla,788
MO,M,2016,Vaughn,7
NV,F,2014,Dahlia,6
FL,M,2001,Jamel,20
SC,F,1986,Kirsten,6
TX,M,1940,Dennis,118
IA,M,1921,Darwin,25
DE,F,1922,Viola,12
IN,M,2004,Kye,5
NC,M,1978,Antwain,6
SC,F,1923,Sammie,6
AL,M,2006,Emmanuel,16
OH,F,2008,Siena,5
OK,F,1944,Tommie,16
KY,M,1972,Zachary,9
NM,F,1993,Sabrina,34
NC,M,1942,Mac,32
CA,F,2011,Story,8
CT,F,1989,Pamela,21
ID,M,1998,Richard,27
WV,M,2008,Kyler,10
WV,F,1984,Dana,8
KY,F,1961,Heidi,5
FL,F,1982,Jordan,18
IL,F,1982,Brooke,150
CA,F,2006,Han,5
MO,M,1942,Davis,7
IN,F,1944,Cathy,20
AK,F,2010,Miranda,5
KY,F,1997,Caroline,67
OK,M,1945,Howard,57
IN,F,1989,Ann,24
MN,M,2007,David,181
CA,M,1992,Waylon,5
LA,F,1956,Reba,14
IL,F,2017,Iva,5
OR,F,2015,Addyson,8
GA,M,2002,Gauge,5
OK,M,1991,Demarco,10
AZ,M,1979,Louie,7
NM,F,1933,Phyllis,9
UT,M,2008,Korver,17
FL,M,1974,Chance,5
TX,F,1995,Daisy,361
OR,F,1965,Ann,53
OH,F,1983,Contessa,6
TX,F,1940,Ara,5
NM,F,1977,Melinda,20
TX,F,1945,Adriana,11
NY,M,1925,Carmelo,45
KY,F,2006,Karis,7
ID,F,2004,Kailee,6
TX,F,1968,Ester,33
WY,M,1983,Colby,5
AL,F,1951,Ronnie,5
CT,F,2007,Aliyah,7
NH,F,1952,Joyce,40
WA,F,1964,Lyn,6
CA,M,2007,Dexter,42
PA,M,2008,Ewan,5
AZ,F,2006,Addison,124
OH,M,1954,Dominic,23
OK,M,1963,Marcus,28
IN,F,2006,Abbygail,7
IA,M,1939,Willis,13
WV,F,1956,Millie,8
MI,F,1918,Zelda,6
VA,F,1988,Layla,5
OH,F,1967,Bobbie,56
MI,M,1926,Johnnie,12
FL,F,1996,Nijah,5
FL,M,2007,Massimo,16
WA,M,1959,Ernest,21
VA,F,2013,Holland,9
AL,M,1994,Forest,5
PA,M,1956,Erick,7
FL,F,2011,Jazlynn,33
MI,F,1924,Tillie,10
CA,F,1983,James,24
UT,M,1974,Frank,17
MD,M,1928,Marshall,10
CA,M,1985,Frank,558
HI,F,1928,May,17
NY,F,1978,Layla,11
CA,M,2001,Quan,9
WI,M,2008,Konnor,10
LA,M,1962,Dewitt,6
WI,M,1916,Carlton,11
PA,M,1921,Lester,227
IL,M,1972,Erin,13
MI,M,2017,Alden,14
NY,F,2012,Alanna,54
MS,F,2017,Zariyah,11
AZ,M,1938,Eduardo,8
HI,F,1982,Tracey,7
IL,M,2009,Jessie,14
TN,F,1924,Jo,23
AZ,F,1998,Jayme,5
ID,M,1910,Robert,25
NJ,M,2011,Jose,144
MA,M,1960,Brian,1028
AR,F,1957,Joni,12
OR,F,1921,Kathryn,14
NV,F,1963,Audrey,5
AL,M,1983,Ryan,182
CT,F,2008,Alexis,71
CA,F,2001,Noel,24
MI,M,1995,Jamaal,5
NC,F,1964,Joanna,19
