state,sex,year,name,count
TN,F,1950,Cora,23
MI,M,2004,Tommy,12
UT,F,1949,Valerie,23
NH,M,1991,Graham,7
NC,F,1973,Miriam,13
KY,F,1934,Easter,11
NY,F,1998,Star,18
OK,F,1976,Bobbie,15
MA,F,1992,Bernice,5
MD,F,1975,Candy,7
RI,F,1916,Agnes,36
IL,F,2005,Stefani,9
MD,M,1920,Linwood,7
TN,M,2002,Cameron,281
UT,F,1919,Glenna,6
OH,F,1951,Tana,8
OK,F,1998,Briana,35
NJ,F,1961,Olivia,5
IL,F,1917,Karen,5
NH,M,1978,Jeffery,8
MT,M,1937,Floyd,12
TX,F,1952,Fay,13
MA,M,1951,Leslie,29
SC,F,2004,Jordyn,33
NY,M,2017,Hank,10
ID,M,1970,Bradley,33
MN,M,1972,Danial,5
OK,M,2004,Jaydon,8
MS,F,1939,Avis,6
IA,F,2001,Maryann,5
IN,F,1965,Gerri,7
ME,F,1952,Ellen,33
MI,F,1935,Minnie,9
OH,M,1935,Leo,69
MI,M,1993,Harvey,11
HI,M,2009,Colten,5
GA,F,1965,Malissa,8
VA,M,1931,Franklin,40
WY,F,1946,Kathy,10
OK,F,2006,Hallie,14
OK,M,2005,Jason,76
MS,F,1996,Jada,40
AR,M,1929,Harley,12
DC,M,1989,Erica,34
NE,F,1943,Sarah,9
MI,F,2007,Gwen,10
MA,F,2001,Giulia,8
OK,M,1957,Billie,5
KY,M,1930,Granville,14
TN,M,1974,Ben,12
MI,M,2017,Syncere,6
OH,M,1953,Tony,101
SC,M,2006,Clayton,33
NC,M,1973,Roosevelt,6
VA,M,2007,Vaughn,5
CA,F,2015,Saisha,5
IL,F,1979,Brandi,203
ID,F,1984,Bethany,13
CA,F,1980,Kimberly,1464
OH,F,1958,Carleen,6
GA,F,1925,Lottie,58
OH,F,1974,Kellee,5
CA,M,1981,Alexandro,42
MO,M,1996,Tyrone,19
WA,F,1922,Juanita,32
IL,F,1996,Shanice,23
MT,M,1933,Fred,21
TX,F,1926,Rosario,7
IL,F,1996,Arelis,5
MI,F,2008,Ariel,42
IL,M,2008,German,15
CA,F,1975,Moncia,6
HI,M,1966,Daniel,82
ND,F,1990,Alisha,10
MA,M,1934,Edgar,25
IA,M,2005,Drew,63
CO,F,1992,Audrianna,5
MT,M,1946,William,229
FL,F,1996,Maren,5
NY,F,1996,Diana,249
MA,F,1991,Cecilia,11
DC,F,1945,Darlene,20
IL,M,1971,Andra,6
OH,M,1956,Carl,550
ME,M,1963,Jeffrey,238
MO,F,1933,Iris,21
IL,F,2003,Elise,61
AZ,M,1912,Bernard,5
IL,F,1975,Cari,49
TX,F,1993,Charlette,5
NY,M,1961,Lynwood,5
NC,F,2016,Charlene,7
VT,F,1960,Joyce,13
MN,F,1966,Claudia,5
AL,F,1979,Martina,5
TX,F,1954,Vernell,9
FL,M,1966,Bryan,125
CO,M,2010,Tristin,11
VA,F,1969,Grace,12
NJ,M,1989,Geoffrey,38
FL,M,2017,Dawson,76
AZ,F,2001,Maryann,7
FL,F,1978,Kenya,31
MD,M,1959,Terence,15
SC,F,2013,Charleigh,10
IA,M,2002,Gabe,6
WV,M,2005,Juan,6
CO,F,1958,Barb,8
CA,M,2011,Ron,9
MO,F,1984,Joyce,12
WA,F,2013,Tayla,5
WI,M,1967,Joel,115
CA,F,1951,Celestine,6
TX,F,2001,Jocelyn,353
CT,F,2004,Anya,7
AL,F,1976,Donna,79
NC,M,1977,Jasper,10
NJ,M,1923,Sylvester,11
IN,M,1952,Alvin,45
NM,M,2003,Todd,5
TX,F,1999,Cheyann,13
WY,F,1934,Patsy,7
ID,M,1935,Russell,7
NC,F,1997,Macayla,5
SD,F,1981,Carissa,5
KS,M,1931,Charlie,9
NH,M,1922,Napoleon,5
KS,M,2013,Dominick,11
NJ,F,1991,Guadalupe,8
GA,M,1929,Wade,9
OK,M,1970,Bradford,8
MN,M,1938,Merrill,9
KY,F,2009,Abigale,6
DC,F,1939,Frances,78
MD,M,1914,John,549
IA,M,1956,Jimmy,21
RI,M,1991,Nikolas,6
MO,F,1937,Dolores,95
MN,F,2011,Ava,337
LA,M,1934,Marcus,6
NM,M,1995,Adrian,73
TX,F,2000,Senaida,7
MO,M,1979,Erich,5
FL,F,1990,Hanna,22
VA,F,1991,Tonisha,7
AL,F,1938,Estelle,17
OK,F,2003,Anessa,5
IL,M,1952,Otto,7
MO,M,1990,Luke,86
CA,F,1955,Velma,24
OR,M,1969,Shawn,124
MO,F,2014,Crystal,8
NM,F,1946,Margaret,103
OR,F,2016,Xiomara,8
MT,M,2000,Jayden,9
TX,F,1945,Wilma,105
