state,sex,year,name,count
NY,F,1990,Florence,22
MI,M,1983,Erik,162
WI,F,2005,Mya,75
NJ,M,1988,Chad,40
AL,M,1910,Francis,5
CA,M,1946,Duncan,20
KS,F,1983,Bobbi,8
PA,M,1990,Bryson,8
PA,M,2017,Finnegan,35
LA,F,2000,Naomi,9
MO,F,1929,Celeste,6
GA,F,1940,Jeanne,11
KS,M,1974,Sang,5
MO,F,2014,Nyla,23
TX,M,2014,Rey,61
FL,F,1987,Thomas,7
NY,M,1989,Loren,12
VA,M,2012,Davian,6
MI,F,1939,Jeanine,10
GA,F,1926,Julie,7
NY,M,1941,Pasquale,54
AZ,M,1960,Reggie,5
IL,M,1987,Garret,15
CA,F,2005,Kailyn,54
WA,M,1959,Gerard,5
CA,F,1985,Juliet,31
VT,F,2006,Catherine,6
KS,F,1967,Emma,7
WA,M,1937,Alfred,20
NC,F,2011,Kyrie,6
NY,F,1946,Blanca,7
CO,M,1969,Nicholas,28
CA,F,1972,Tammra,6
OH,F,2010,Abriella,5
CO,M,2013,Justice,11
FL,F,1991,Christi,11
NY,M,1976,Matthew,1970
AR,F,1986,Shayna,7
NE,F,2006,Allison,45
MI,F,1974,Keli,7
KY,M,2009,Bryson,85
ME,F,1988,Elaine,5
AL,F,2010,Nia,12
AL,F,1918,Joyce,18
GA,M,2006,Demarion,29
NY,M,2000,Yitzchok,66
CA,F,1999,Jai,5
PA,F,2017,Ember,31
UT,F,1999,Liberty,7
TX,F,1989,Sharonda,10
TN,F,1963,Robyn,22
PA,F,1989,Jayme,11
TX,M,2003,Kwame,6
IL,F,1989,Annabelle,7
IN,M,2001,Raymond,38
AZ,F,1931,Sally,18
OH,M,1947,Elza,5
TN,F,1948,Roxie,6
WI,M,2006,Santino,5
CT,M,1976,Jose,104
IA,M,1986,Micheal,25
UT,M,2012,Connor,74
CA,M,1997,Niles,9
DE,M,1938,Henry,17
LA,M,1923,Hilton,9
KY,M,1967,Carl,91
OR,F,1949,Claire,6
