state,sex,year,name,count
NY,M,2005,Christofer,8
OH,F,1987,Cody,12
VA,F,2016,Faye,6
PA,F,2004,Janya,12
UT,F,1987,Elisabeth,8
OH,F,1951,Georgia,63
CA,F,2009,Arionna,5
MI,F,1945,Ingrid,12
NH,M,1979,Daryl,6
AR,M,1969,Marcus,35
MA,M,1980,Bret,5
WI,F,1956,Sandra,727
CA,F,1997,Reanna,30
CO,F,1983,Catherine,48
PA,F,1992,Dani,6
NY,F,1961,Suzanne,835
MO,F,1921,Lavonne,7
AZ,F,2007,Yanet,6
SD,F,1966,Marlene,8
CA,F,1988,Chelsea,1024
NY,F,1969,Adela,7
OK,M,1921,Milford,6
MI,F,1968,Sharon,334
TX,M,1912,Marcos,9
IL,M,2008,Muhammed,6
MS,M,1964,Wesley,30
WV,F,1956,Sherry,149
CA,F,1949,Jonnie,9
MI,M,1999,Nickolas,61
IN,F,2005,Rosie,5
CA,F,1987,Cierra,50
FL,F,1949,Beatrice,23
GA,F,2000,Sheila,10
MD,F,2015,Janet,5
AL,F,2017,Briar,5
WI,M,2016,Sterling,13
CA,M,1990,Rajan,5
OH,F,1998,Sherry,7
FL,M,1950,Gerald,136
OR,F,1974,Brandi,44
NH,F,1920,Carolyn,10
TX,F,1971,Yvonne,289
NJ,F,1943,Christina,30
IL,M,2016,Kegan,5
NJ,F,2013,Milan,23
TX,M,1950,Carmelo,6
LA,M,2010,Ricky,17
AL,F,1938,Clovis,5
WI,F,2000,Riley,60
AZ,F,1922,Belen,6
NM,F,2010,Maleah,5
CA,M,1955,Bart,38
MI,F,1960,Esther,55
KY,F,1921,Delphia,14
CA,M,1960,Clement,5
AK,M,1957,Timothy,37
IL,M,2002,Wendell,5
WA,F,2007,Adriana,49
FL,F,2016,Rory,21
WV,M,1951,Mike,26
LA,M,1914,Avery,5
WI,M,2005,Esteban,8
CA,F,1982,Katrina,322
WA,F,1918,Imogene,5
AZ,M,2005,Keon,5
AR,F,1953,Kathie,6
WA,M,1987,Corbin,7
SC,F,1925,Suzanne,7
KS,F,1938,Lela,10
KY,F,1935,Regena,5
DC,F,1981,Amber,14
IL,F,1984,Lacy,25
NV,F,1981,Kristy,10
FL,F,1915,Helen,141
ID,F,1993,Jessie,6
OK,F,1974,Cari,10
KS,F,2007,Tyler,7
SD,F,2010,Tiana,5
NY,M,1966,Stuart,164
NY,F,1949,Bettina,7
NJ,M,1971,Joao,5
ID,F,2016,Ivy,32
WA,M,1990,Titus,5
NJ,F,1981,Kaitlin,6
KY,F,1971,Mellisa,10
FL,F,1990,Mattie,5
NE,M,1944,Lonnie,29
VA,M,1991,Shelton,8
CA,F,1936,Rose,196
NC,F,1973,Nichole,24
CT,M,1989,Rory,8
OH,F,1955,Lugene,5
HI,F,2011,Evangeline,5
OR,F,1912,Irene,35
FL,M,1960,John,1896
MA,F,1986,Vanessa,163
AL,F,1978,Jennie,16
GA,F,2005,Alana,61
GA,M,1997,Giovanni,12
AZ,M,1966,Arthur,54
VA,M,1996,Bennett,8
DC,F,1974,Dionne,16
PA,M,2004,Naeem,10
VA,M,2015,Adrien,8
CA,F,1997,Klarissa,19
OH,M,1931,Emmett,18
NY,F,1993,Mercedes,80
DE,M,2015,Jack,32
NY,M,1918,Helen,8
ID,F,1922,Zelda,5
OK,M,1970,Bret,18
NM,F,1993,Rhiannon,5
MS,F,1972,Beatrice,9
FL,F,1990,Marion,10
IL,F,1998,Nathalie,27
AL,M,1960,Morgan,13
RI,F,1926,Angela,20
MN,M,1966,Blair,10
VA,F,1954,Robbie,9
WA,F,1983,Kylene,8
GA,F,1976,Johanna,7
AR,F,1946,Cindy,12
MD,F,1982,Latonya,20
CA,F,1995,Nicolette,122
CA,M,2017,Liem,7
AK,F,1999,Marina,6
AZ,M,1983,Derrick,49
IA,F,1957,Denice,6
IA,F,1984,Tasha,29
AL,M,2014,Jimmy,13
IL,M,1976,Tyree,16
PA,F,2002,Carly,110
HI,F,1975,Lydia,7
MD,F,1960,Tammi,6
OH,F,1982,Nancy,78
IL,M,1912,Thomas,281
CA,F,1989,Amy,1037
NE,M,1938,Stuart,8
SD,F,1975,Kerri,10
OR,M,1924,Glen,20
NY,F,1976,Christopher,13
MO,F,1943,Jewel,9
WV,F,1965,Lillian,5
VA,F,2012,Lidia,5
CA,F,1929,Dominga,8
CA,M,2009,Armen,19
NV,F,1996,Monica,32
NY,M,1989,Russel,6
LA,F,1990,Chasity,42
IL,M,2014,Pierre,17
OH,M,2011,Jameer,6
IL,F,1976,Salina,8
CA,M,2003,Cormac,6
OR,M,1953,Delbert,16
WA,M,1944,Stanley,75
WA,F,1979,Kelsey,21
LA,M,1915,Leo,61
WA,M,1968,Travis,66
GA,F,1971,Brenda,168
CA,M,1992,Kieran,18
KY,M,2016,Benjamin,189
NC,F,1984,Heather,712
PA,F,1996,Cheyenne,235
FL,F,1990,Cassidy,37
MI,F,1911,Myrna,5
OH,F,2009,Amanda,58
NC,F,1943,Bertha,106
TX,M,1988,Cecilio,7
SD,M,2014,Matthias,5
RI,F,1982,Cassandra,16
TX,F,1968,Libby,10
TX,F,1941,Evie,5
NY,F,2004,Marianna,26
IA,M,2007,Harper,5
MS,F,1973,Jennie,6
NH,F,1926,Violet,12
NJ,M,1929,Steve,46
WA,F,1985,Jocelyn,14
MN,F,1970,Launa,5
AK,M,1956,Jack,12
ME,M,2016,Finnegan,15
