state,sex,year,name,count
CO,M,2013,Andrew,189
GA,M,1923,Spencer,11
NC,M,2017,Zayvion,12
TX,F,2015,Helen,86
IL,F,1937,Bonnie,190
CT,F,2007,Anastasia,9
ID,M,2010,Silas,13
OH,M,1969,Erin,15
KY,M,1917,Gerald,9
AZ,M,1913,Tom,6
NY,F,1985,Yasmin,45
NE,F,1927,Marie,71
AR,F,1949,Erma,68
AZ,F,1968,Tracie,10
TN,M,1977,Shawn,117
WV,M,2017,Evan,15
AL,M,1994,Darren,16
AZ,M,2013,Derek,54
KY,M,1941,Lonzo,6
AL,F,1972,Sandy,29
NJ,M,1926,Ludwig,5
OH,F,1981,Shelli,5
NC,F,1965,Selina,12
OK,F,1931,Jewell,24
MN,F,1966,Kellie,22
PA,M,1937,Irving,18
IL,F,1949,Janette,22
DE,F,2007,Amani,7
AZ,F,2007,Delia,10
AL,F,2015,Jessica,16
IA,M,1926,Henry,109
FL,M,2016,Jadriel,5
MA,F,1996,Cecilia,16
SC,F,1987,Kaci,10
PA,F,1947,Phylis,6
OH,F,2006,Analise,5
PA,F,1987,Stephanie,1003
TX,F,2001,Abbie,36
LA,M,1973,Ellis,7
NM,M,1966,Rodney,37
NM,M,2006,Darius,8
NM,M,1989,Santiago,15
MT,M,1984,Cale,6
MO,F,1987,Kelley,38
TX,F,2012,Genavieve,5
AL,M,2014,Jaxen,7
FL,M,2004,Cesar,90
MN,M,1962,Laurence,10
GA,M,1981,Quintin,6
CA,F,1952,Cherry,14
MO,F,1988,Sarah,754
MI,F,2012,Bernadette,8
VT,M,1987,Ryan,109
OH,M,2009,Wayne,22
ME,F,1967,Joline,9
WA,M,2014,Duke,13
GA,M,1982,Willie,150
IL,M,1947,Vaughn,10
IN,F,2007,Laci,14
KY,F,1980,April,329
IA,F,1921,Zelma,9
OK,F,1998,Mercedes,25
CT,F,1921,Santina,5
AR,M,1996,Bobby,23
NC,F,1966,Susan,543
NC,F,1924,Iola,14
DE,M,1970,Shawn,36
MO,F,2006,Mira,5
