state,sex,year,name,count
OH,M,2015,Jaiden,43
TX,M,2012,Arron,9
MI,M,2008,Jagger,9
CA,M,1970,Duke,10
DC,M,1926,Leo,6
MI,F,2008,Breanna,69
CA,M,1924,Ellis,13
MO,F,2011,Gabriella,104
TX,M,1981,Guillermo,128
ID,F,2016,Aubrey,27
TX,M,1966,Lonny,12
NC,F,2012,Sara,68
NY,F,1910,Doris,164
MN,F,1985,Genevieve,10
NE,M,1988,Danny,6
CA,F,1967,Kyle,5
TX,F,2011,Aryssa,5
NY,F,1966,Ernestine,23
IL,F,1966,Caroline,78
AL,M,1922,Hosie,6
UT,M,2015,Rafael,9
PA,M,1930,Alex,65
CA,M,2002,Eulises,6
DC,F,1918,Ellen,20
TX,F,1968,Roxanne,61
TX,F,1974,Isabell,7
IN,F,1985,Marcia,11
ME,F,1920,Rosella,5
WY,F,1927,Violet,8
SD,M,1961,Tom,45
MS,F,2012,Paige,17
DC,M,1955,Paul,221
MI,M,1962,Carter,11
PA,M,1974,Edmund,16
NV,F,1995,Caitlin,18
CA,F,1990,Vashti,6
MS,M,2013,Lukas,8
CT,M,2009,Yadiel,19
GA,F,1990,Alayna,8
CO,M,1933,Daryl,6
NY,F,2002,Kelley,9
IN,M,2005,Cristobal,5
IN,M,2014,Mohammad,5
NY,F,1959,Harriet,73
GA,F,1911,Della,18
IL,M,1992,Bryan,245
PA,F,2004,Mara,30
MD,F,1986,Martha,9
AR,F,1926,Joanne,5
MN,F,1967,Yvette,14
CA,F,1990,Tera,20
IN,M,1919,Ward,9
MI,F,1983,Cathleen,5
MA,F,1950,Beverley,5
IL,F,2007,Arden,5
AL,F,1998,Ashlynn,15
WV,M,1915,Cyrus,6
MT,M,1985,Peter,22
MN,M,1990,Perry,6
TX,M,1929,Alejandro,49
GA,F,2004,Jaidyn,12
GA,F,2013,Janice,7
IL,M,1941,Miles,8
OK,F,1964,Nadine,8
KY,F,1995,Victoria,152
FL,F,1924,Clyde,8
MI,M,1999,Brandyn,5
IN,M,1918,Lamar,9
PA,F,1997,Sandra,27
NY,F,1941,Julianne,15
NC,F,2003,Trinitee,8
WA,M,2002,Trenten,6
CA,M,2015,Kent,25
UT,F,1933,Margery,5
CA,F,2007,Anina,5
TX,M,1983,Jonah,12
MO,M,1989,Jamie,27
OH,M,1960,Fred,204
OH,M,1980,Earnest,13
CT,F,1964,Megan,17
AZ,F,1921,Marjorie,32
AZ,F,2016,Malaysia,7
WI,F,1986,Kendra,53
VT,F,1945,Susan,58
TX,M,1998,Eddy,8
OK,M,1962,Paul,233
NJ,F,1999,Jazmin,14
CA,M,1975,Rajesh,7
WI,M,2001,Lance,23
MI,M,1923,Lavern,30
IL,M,1989,Willis,6
IN,F,1951,Vivian,35
TX,F,1945,Glinda,10
ID,F,1996,Brandi,7
AZ,F,1930,Maria,125
AK,F,1985,Janelle,9
FL,M,1990,Mohammed,7
NC,F,1994,Casandra,7
MA,F,2006,Aiyana,8
TX,F,1928,Viola,115
WA,F,2011,Penny,7
WA,F,2015,Wynter,5
SC,M,1963,Adrian,12
SD,F,2005,Arianna,14
MT,M,1943,Alvin,13
VA,F,1981,Meghan,55
CO,F,2000,Jenny,21
SC,M,2000,Louis,8
CA,M,1918,Ralph,170
OH,F,2005,Amariana,7
AZ,F,1989,Jessica,774
OK,F,1938,Eloise,5
DC,F,1957,Jacqueline,88
OR,M,2010,Thomas,69
NY,M,1930,Natale,11
MA,F,1999,Maddison,9
AL,M,2007,Brady,68
OK,F,2012,Rachel,23
UT,F,2005,Rowan,6
NY,F,1919,Imogene,9
TX,M,1958,Theodore,58
NM,F,1934,Sarah,16
CA,M,1984,Amadeo,6
DC,M,2000,Shaun,5
MI,M,1987,Brice,10
TX,F,1923,Ocie,7
TX,M,2003,Stephan,20
NJ,M,1947,Manuel,12
TX,F,2006,Molly,154
FL,F,1999,Ramona,8
TX,F,1985,Dixie,11
NY,M,2014,Crosby,13
FL,M,1987,Johnny,119
MD,M,1972,Avery,5
MS,M,1978,Elliot,5
AR,F,1998,Krystal,5
IA,M,1918,Lester,134
NM,M,1913,Benjamin,11
TX,F,1919,Dorthy,39
UT,M,1971,Tim,7
NE,F,1952,Sheri,10
AL,M,1922,Hubert,95
TX,F,1919,Bessie,278
OR,M,1943,Steve,39
KY,M,2007,Brennen,7
CA,F,1994,Katia,23
AL,F,2011,Bayleigh,14
CA,F,2008,Giovanna,57
VA,F,1931,Pauline,121
MN,F,1955,Kristi,39
WV,F,1911,Luella,5
AZ,F,1951,Marcia,12
WI,M,1987,Jonathan,325
CA,M,1950,Jeffrey,745
IA,M,1986,Owen,7
NC,M,2006,Jaylan,18
MI,F,1989,Jennie,14
NJ,F,1972,Deanna,69
TN,F,2016,Samiya,5
GA,F,1934,Joe,15
OH,F,2011,Evelynn,29
TN,M,2004,Quinten,5
CA,F,1972,Dorthy,6
OH,F,1956,Grace,78
TN,F,1982,Priscilla,30
ME,M,2010,Rowan,8
NE,F,1926,Julia,16
NV,M,2006,Brandon,134
NC,M,1954,Jennings,8
VT,F,1912,Thelma,17
CA,F,1934,Eva,68
IA,F,2003,Asia,9
MD,F,2008,Laci,5
AL,F,1992,Shaquanda,5
IA,M,1969,Quinn,5
IA,M,1927,Clifford,92
KY,M,1975,Clyde,11
CA,F,1967,Venus,26
AL,M,1994,Khari,7
MN,M,2017,Cristian,7
SD,M,1976,Seth,14
TX,F,1997,Babygirl,16
SC,M,1967,Rodger,5
TX,M,1924,Jean,10
KY,M,2004,Zackary,20
TX,M,2004,Antwone,15
ME,M,1960,Norman,36
PA,F,2015,Karter,14
TX,F,1964,Nilda,10
VT,F,1960,Laurie,76
NM,M,1950,Daniel,97
CA,F,1964,Renate,7
OH,M,1994,Rafael,5
IL,F,1916,Earline,10
OK,F,2008,Aniya,11
OH,M,1939,Alfred,99
WI,F,1919,Violette,6
KY,F,1968,Jill,69
IL,M,1993,Dillion,10
MS,F,1976,Gloria,13
PA,F,1919,Irma,87
GA,F,2005,Macayla,5
NE,F,2013,Daisy,15
CO,F,1985,Jaclyn,35
IL,M,2002,Fabian,76
VA,F,1988,Valencia,5
VA,F,2010,Adrianna,43
DC,F,1988,Shanika,7
ME,M,1918,Fredrick,6
PA,F,2006,Karma,5
CA,M,1994,Conrad,47
AR,F,1994,Randi,8
CA,M,1998,Rolando,90
LA,M,2000,Latrell,6
PA,F,1950,Adelaide,6
NE,M,1971,Darrell,13
NC,F,1916,Lue,9
IL,M,2001,Jamarcus,7
PA,F,1979,Khadija,7
CO,F,2012,Cali,11
NY,M,1980,Edwardo,14
NC,F,1959,Letitia,5
IL,M,1981,Shay,7
OH,M,1932,Eldon,19
AZ,M,1961,Marc,21
SC,F,1942,Rosetta,20
MI,M,1969,Keven,6
NY,M,1980,Roberto,192
AR,F,1966,Lena,5
VA,M,1955,Keith,207
CA,M,1951,Ervin,18
KY,F,2012,Ava,258
IA,F,1963,Staci,5
RI,M,2014,Samuel,36
SD,F,1935,Jeannine,7
IA,F,1972,Kimberley,5
MS,M,1945,Mary,6
KY,M,2014,Sterling,8
WA,M,2015,Alvin,6
OH,F,1937,Goldie,14
WA,F,1973,Brook,5
WI,M,1982,Christopher,967
TX,M,2000,Jaycob,17
LA,F,1945,Margaret,271
CA,F,1985,Sokha,5
FL,F,1986,Ariel,32
IL,F,1947,Betsy,26
WA,F,2015,Scout,10
PA,M,1969,Morris,13
NY,M,1983,Johan,11
WA,F,2007,Gianna,24
CA,F,1954,Jerrie,17
GA,F,1989,Tia,26
NY,F,1950,Bonnie,834
MO,F,2010,Campbell,10
MA,M,1991,Jarod,5
OH,M,2009,Mustafa,7
NC,F,1966,Amie,8
IA,M,1919,Glen,89
MT,F,1929,Hilda,7
NY,F,1914,Ester,5
CT,F,1921,Rosa,6
UT,F,1991,Natalee,6
ID,F,2015,Leah,18
PA,F,1970,Wanda,104
ID,F,1988,Karlee,5
AZ,M,2010,Nolan,44
PA,F,1945,Garnet,9
MN,F,1972,Elizabeth,188
MN,F,2006,Elisabeth,10
CA,M,2012,Bayron,17
OH,M,1982,Derrek,5
FL,M,1958,Elmer,19
HI,F,1975,Tiare,5
OK,F,1950,Lora,9
MS,F,1961,Teresia,6
MD,M,2010,Luis,46
WY,M,1958,Dan,16
WA,F,2013,Priscilla,13
DE,F,1951,Bonita,5
NJ,M,1998,Francis,39
WY,M,1940,Michael,22
FL,M,1985,Louis,80
WI,M,1923,Elwood,14
ID,F,2007,Lexie,10
TX,F,1974,Dania,5
FL,M,1959,Stuart,40
PA,F,2013,Laila,98
CA,F,2003,Lanae,5
NY,F,1998,Lynn,13
IL,M,1912,Benjamin,43
IN,F,1953,Kimberly,55
IL,M,1998,Arthur,43
FL,F,2010,Sahasra,5
NY,M,1972,Cyrus,10
TN,M,1932,Freeman,18
SC,M,1977,Eugene,24
NY,M,2001,Tahmid,5
FL,M,1935,Rupert,5
MI,F,1995,Kelli,41
MI,M,1928,Carroll,12
LA,M,1981,Mike,5
SD,M,1967,Glen,8
TN,F,1916,Lela,50
MN,F,1991,Sonja,11
TX,F,1956,Hilary,5
AZ,F,1934,Ramona,20
NE,F,2005,Liberty,9
IN,F,1939,Vonda,8
NC,F,2001,Brooklyn,61
IL,F,2000,Maiya,10
OH,M,1971,Erin,16
IL,F,1994,Juana,18
OH,F,1990,Azia,6
WI,M,1997,Stefan,8
OH,F,1959,Dottie,11
MO,F,1982,Afton,7
NY,F,2002,Samiha,6
NJ,F,1915,Clara,129
HI,F,1942,Joanne,12
AL,F,1921,Aline,24
HI,M,1970,Calvin,6
NM,M,1967,Jessie,9
IA,F,1931,Genevieve,26
GA,M,1953,Kim,24
