state,sex,year,name,count
CA,F,1971,Kimberli,13
PA,F,2012,Lina,14
OH,F,2007,Micah,19
MD,F,1997,Kaiya,7
ME,F,1952,Carmen,14
NM,M,1966,Marcos,6
NM,F,1996,Mayra,6
VA,M,1952,Barbara,6
OR,F,1937,Darleen,6
VA,F,1976,Christin,6
MI,M,2007,Billy,15
CA,M,2004,Jose,3385
WY,F,1932,Irene,7
WY,F,2010,London,5
NY,F,1933,Marita,7
PA,F,1973,Sakinah,5
AL,F,1999,Tamera,11
AL,M,1945,Rodney,40
IL,F,1986,Alexandra,173
TN,F,2007,Patience,10
NC,F,1915,Novella,29
NY,F,1941,Patrice,6
WI,F,1979,Colleen,55
SC,M,1921,Jerome,13
RI,F,1999,Alexis,62
CO,F,1959,Ella,5
NY,M,1942,Rick,5
TX,F,1981,Shaunda,6
NY,M,2015,Silvio,5
NC,M,1999,Devion,5
OR,M,1955,Rex,30
LA,M,2004,Dalton,38
VT,M,1923,Peter,7
NY,F,1940,Inez,26
MA,M,2004,Brayden,38
WA,F,1980,Gail,11
TX,F,1979,Analisa,11
GA,M,1956,Faron,7
NY,F,2013,Avangeline,5
MA,M,2007,Reece,9
VA,M,1987,Cedric,20
WV,M,1970,Stacy,12
NV,M,1992,Theodore,6
IN,F,1991,Monika,6
FL,M,2016,Derick,8
IL,F,1984,Celina,15
TX,M,1956,Leonel,32
CA,M,2004,Bradon,5
WI,F,2011,Leah,100
WI,F,1911,Gwendolyn,6
NJ,F,1929,Alvera,5
IL,M,1967,Russell,257
AL,M,1973,Philip,43
TN,F,1979,Kelley,43
KS,M,2017,Chase,33
MD,F,1943,Gail,54
IN,F,2014,Eisley,8
PA,F,2006,Claire,123
IL,F,2013,Rosa,13
CA,F,2015,Gurleen,14
OR,F,2005,Lilyanna,5
VA,F,1998,Emoni,5
WA,F,1992,Kylie,60
TX,M,1990,Kelvin,82
TX,F,1924,Gertie,12
NH,M,1948,Martin,11
NY,F,1979,Rossana,6
OH,M,1998,Heath,19
NC,F,1989,Blair,19
CA,M,1984,Dave,22
WY,F,1924,Jeanne,7
WV,F,1988,Carolyn,8
VA,M,1986,Bryant,23
NY,M,2008,Walter,34
AZ,M,1992,Heath,5
CA,M,2010,Juanantonio,6
MN,F,1946,Holly,19
KS,F,1989,Clara,5
KY,F,2015,Kora,11
TX,F,1972,Ivette,10
LA,M,1938,Ambrose,5
HI,F,1997,Aaliyah,8
MO,F,1910,Nancy,22
GA,F,1979,Lucinda,5
WA,F,2009,Madisyn,22
TX,F,1997,Audra,17
IA,M,2006,Cristian,15
MD,F,1982,Sara,150
TN,M,2014,Aryan,6
TX,F,1988,Laci,73
NJ,M,1953,Kenneth,838
TN,M,1983,Dominic,7
PA,F,1956,Autumn,12
ND,M,2011,Lane,9
AR,F,1937,Jacquelyn,7
NY,M,1927,Carlyle,8
DC,M,1997,Larry,5
MI,M,2003,Derek,96
CA,F,1975,Sylvia,266
GA,F,1936,Jennie,25
CT,F,1988,Carissa,17
PA,F,1978,Brandee,6
IA,F,1969,Jayne,9
IL,F,1994,Lillian,36
ME,M,1977,Jared,25
MI,M,1985,Brett,218
CA,F,2008,Denis,10
FL,F,1989,Shadae,6
NE,F,1952,Vivian,7
