geoid,name,urban_area_type,land_area_meters_sq,water_area_meters_sq,land_area_miles_sq,water_area_miles_sq,latitude,longitude,year
00037,"Abbeville, LA Urban Cluster",C,29189594,298416,11.27,0.115,29.967156,-92.095966,2018
00064,"Abbeville, SC Urban Cluster",C,11271121,19786,4.352,0.008,34.179272999999995,-82.379776,2018
00091,"Abbotsford, WI Urban Cluster",C,5394605,13221,2.083,0.005,44.948612,-90.315875,2018
00118,"Aberdeen, MS Urban Cluster",C,7416339,52820,2.863,0.02,33.824742,-88.554591,2018
00145,"Aberdeen, SD Urban Cluster",C,33035011,120864,12.755,0.047,45.463186,-98.47103299999999,2018
00172,"Aberdeen, WA Urban Cluster",C,40024137,1932719,15.453,0.746,46.976365,-123.79605600000001,2018
00199,"Aberdeen--Bel Air South--Bel Air North, MD Urbanized Area",U,339739357,9827161,131.174,3.7939999999999996,39.50893,-76.303492,2018
00226,"Abernathy, TX Urban Cluster",C,3051035,12572,1.178,0.005,33.830523,-101.846278,2018
00253,"Abilene, KS Urban Cluster",C,8744553,1877,3.3760000000000003,0.001,38.921855,-97.220768,2018
00280,"Abilene, TX Urbanized Area",U,141784244,1002809,54.743,0.387,32.428784,-99.747194,2018
00334,"Abingdon, IL Urban Cluster",C,3739878,0,1.444,0.0,40.804173,-90.401517,2018
00388,"Ada, OH Urban Cluster",C,4755113,0,1.8359999999999999,0.0,40.767231,-83.82466,2018
00415,"Ada, OK Urban Cluster",C,30913554,89141,11.936,0.034,34.774803000000006,-96.669103,2018
00450,"Adams, NY Urban Cluster",C,5100412,13914,1.969,0.005,43.808664,-76.021178,2018
00469,"Adel, GA Urban Cluster",C,15745461,149881,6.079,0.057999999999999996,31.145731,-83.429099,2018
00496,"Adel, IA Urban Cluster",C,4596496,0,1.775,0.0,41.612188,-94.02103100000001,2018
00550,"Adjuntas, PR Urban Cluster",C,20440782,156184,7.892,0.06,18.166604,-66.729934,2018
00577,"Adrian, MI Urban Cluster",C,62195867,614875,24.014,0.237,41.909568,-84.031176,2018
00604,"Agat, GU Urban Cluster",C,12701668,2939,4.904,0.001,13.391079999999999,144.669527,2018
00631,"Aguadilla--Isabela--San Sebastián, PR Urbanized Area",U,619742638,894872,239.28400000000002,0.34600000000000003,18.370708999999998,-67.04099599999999,2018
00658,"Ahoskie, NC Urban Cluster",C,7548519,0,2.9139999999999997,0.0,36.287867,-76.98328599999999,2018
00676,"Air Force Academy, CO Urban Cluster",C,6458865,0,2.494,0.0,38.985935,-104.858324,2018
00712,"Ajo, AZ Urban Cluster",C,6916368,0,2.67,0.0,32.388725,-112.868897,2018
00739,"Akron, NY Urban Cluster",C,6779977,0,2.6180000000000003,0.0,43.020471,-78.493346,2018
00766,"Akron, OH Urbanized Area",U,842815514,17431799,325.413,6.73,41.066225,-81.491897,2018
00793,"Alachua, FL Urban Cluster",C,9777104,31222,3.775,0.012,29.791157000000002,-82.50796700000001,2018
00820,"Alamogordo, NM Urban Cluster",C,42964761,52140,16.589000000000002,0.02,32.902623999999996,-105.94962199999999,2018
00847,"Alamosa, CO Urban Cluster",C,18820657,39885,7.267,0.015,37.459931,-105.87213500000001,2018
00901,"Albany, GA Urbanized Area",U,183459979,2790604,70.834,1.077,31.591096999999998,-84.16882700000001,2018
00921,"Albany, MN Urban Cluster",C,4338914,285660,1.675,0.11,45.630888,-94.569355,2018
00955,"Albany, OR Urbanized Area",U,61948340,288649,23.918000000000003,0.111,44.630088,-123.090049,2018
00970,"Albany--Schenectady, NY Urbanized Area",U,765902446,16203162,295.717,6.256,42.743895,-73.799436,2018
00982,"Albemarle, NC Urban Cluster",C,44466745,63396,17.169,0.024,35.369088,-80.19635799999999,2018
01009,"Albert Lea, MN Urban Cluster",C,25489329,1395987,9.841000000000001,0.539,43.654568,-93.373855,2018
01036,"Albertville, AL Urban Cluster",C,92828321,5174684,35.841,1.9980000000000002,34.268058,-86.22354,2018
01063,"Albia, IA Urban Cluster",C,5610339,0,2.166,0.0,41.027014,-92.8052,2018
01090,"Albion, MI Urban Cluster",C,17101887,135558,6.603,0.052000000000000005,42.252722,-84.75533,2018
01117,"Albion, NY Urban Cluster",C,7638315,0,2.949,0.0,43.245788,-78.193603,2018
01144,"Albion, PA Urban Cluster",C,7434019,56074,2.87,0.022000000000000002,41.890344,-80.355166,2018
01171,"Albuquerque, NM Urbanized Area",U,650723346,8154677,251.24599999999998,3.1489999999999996,35.143367,-106.62813799999999,2018
01198,"Alderson, WV Urban Cluster",C,3437394,107288,1.327,0.040999999999999995,37.727925,-80.649268,2018
01225,"Aledo, IL Urban Cluster",C,5738644,30085,2.2159999999999997,0.012,41.198541999999996,-90.745194,2018
01232,"Aledo, TX Urban Cluster",C,12139191,163278,4.687,0.063,32.680976,-97.647149,2018
01252,"Alexander City, AL Urban Cluster",C,25156220,65442,9.713,0.025,32.939703,-85.958004,2018
01279,"Alexandria, LA Urbanized Area",U,169611448,904519,65.487,0.349,31.462847999999997,-92.42299200000001,2018
01306,"Alexandria, MN Urban Cluster",C,38396127,7476290,14.825,2.887,45.900999,-95.3683,2018
01333,"Alfred, NY Urban Cluster",C,3117022,0,1.203,0.0,42.256634000000005,-77.784266,2018
01360,"Algoma, WI Urban Cluster",C,4746973,106289,1.8330000000000002,0.040999999999999995,44.607208,-87.444363,2018
01387,"Algona, IA Urban Cluster",C,6887318,16085,2.659,0.006,43.072716,-94.228677,2018
01414,"Alice, TX Urban Cluster",C,28171291,0,10.877,0.0,27.7524,-98.07503100000001,2018
01441,"Allegan, MI Urban Cluster",C,12209395,147540,4.7139999999999995,0.057,42.530023,-85.84997800000001,2018
01468,"Allendale, SC Urban Cluster",C,5948733,0,2.2969999999999997,0.0,33.008841,-81.311258,2018
01495,"Allentown, PA--NJ Urbanized Area",U,896591063,10687923,346.176,4.127,40.651207,-75.441903,2018
01522,"Alliance, NE Urban Cluster",C,12077338,31691,4.663,0.012,42.100596,-102.87402,2018
01549,"Alliance, OH Urban Cluster",C,45952624,276796,17.742,0.107,40.914526,-81.09674,2018
01603,"Alma, GA Urban Cluster",C,7409524,263250,2.861,0.102,31.541884999999997,-82.46969399999999,2018
01630,"Alma--St. Louis, MI Urban Cluster",C,19248680,401864,7.432,0.155,43.390674,-84.641499,2018
01657,"Almont, MI Urban Cluster",C,3627338,0,1.401,0.0,42.920939000000004,-83.043475,2018
01684,"Alpena, MI Urban Cluster",C,24395070,1830884,9.419,0.7070000000000001,45.063072,-83.45303299999999,2018
01711,"Alpine, TX Urban Cluster",C,10814928,335,4.176,0.0,30.358304999999998,-103.664632,2018
01738,"Altavista, VA Urban Cluster",C,14409084,122187,5.563,0.047,37.113627,-79.29413199999999,2018
01765,"Alton, IL--MO Urbanized Area",U,142052251,1913840,54.847,0.7390000000000001,38.897791999999995,-90.12801400000001,2018
01792,"Altoona, PA Urbanized Area",U,96869930,164785,37.402,0.064,40.485263,-78.393865,2018
01819,"Alturas, CA Urban Cluster",C,4933312,16517,1.905,0.006,41.489183000000004,-120.546287,2018
01846,"Altus, OK Urban Cluster",C,31488097,521227,12.158,0.201,34.652722999999995,-99.310867,2018
01873,"Alva, OK Urban Cluster",C,6803003,0,2.627,0.0,36.801096,-98.66466899999999,2018
01900,"Alvarado, TX Urban Cluster",C,7362427,19915,2.843,0.008,32.412725,-97.216759,2018
01927,"Amarillo, TX Urbanized Area",U,210824553,1121377,81.4,0.433,35.197528000000005,-101.849137,2018
01981,"American Falls, ID Urban Cluster",C,3699797,0,1.4280000000000002,0.0,42.782371999999995,-112.85315600000001,2018
02008,"Americus, GA Urban Cluster",C,31468464,139046,12.15,0.054000000000000006,32.072568,-84.229191,2018
02035,"Amery, WI Urban Cluster",C,5343408,1111969,2.063,0.429,45.30657,-92.364724,2018
02062,"Ames, IA Urbanized Area",U,59801206,465814,23.089000000000002,0.18,42.031216,-93.633762,2018
02116,"Amite City, LA Urban Cluster",C,18158237,40581,7.011,0.016,30.733722999999998,-90.5208,2018
02143,"Amory, MS Urban Cluster",C,14384769,27224,5.553999999999999,0.011000000000000001,33.984789,-88.48001,2018
02153,"Amouli, AS Urban Cluster",C,12119253,0,4.678999999999999,0.0,-14.26556,-170.589772,2018
02170,"Amsterdam, NY Urban Cluster",C,26865160,773995,10.373,0.299,42.953148999999996,-74.19505,2018
02197,"Anaconda-Deer Lodge County, MT Urban Cluster",C,6196633,0,2.3930000000000002,0.0,46.130922,-112.95691799999999,2018
02224,"Anacortes, WA Urban Cluster",C,24575119,590029,9.488999999999999,0.228,48.48661,-122.628592,2018
02251,"Anadarko, OK Urban Cluster",C,6280063,0,2.425,0.0,35.071385,-98.241229,2018
02278,"Anamosa, IA Urban Cluster",C,5458867,0,2.108,0.0,42.110071999999995,-91.276045,2018
02305,"Anchorage, AK Urbanized Area",U,220119016,2653412,84.988,1.024,61.167916000000005,-149.847166,2018
02332,"Anchorage Northeast, AK Urban Cluster",C,42360216,348417,16.355,0.135,61.362078000000004,-149.556602,2018
02359,"Andalusia, AL Urban Cluster",C,14926867,32462,5.763,0.013000000000000001,31.311564,-86.479556,2018
02386,"Anderson, IN Urbanized Area",U,171110167,749707,66.066,0.289,40.088751,-85.679816,2018
02413,"Anderson, SC Urbanized Area",U,191929850,3276233,74.105,1.265,34.520711,-82.660933,2018
02440,"Andrews, SC Urban Cluster",C,7781114,0,3.0039999999999996,0.0,33.450931,-79.562021,2018
02467,"Andrews, TX Urban Cluster",C,16189562,30529,6.251,0.012,32.320646,-102.54650500000001,2018
02494,"Angels, CA Urban Cluster",C,6902233,23585,2.665,0.009000000000000001,38.074409,-120.551042,2018
02548,"Angola, IN Urban Cluster",C,23646957,3913803,9.13,1.511,41.661024,-85.016736,2018
02575,"Anna, IL Urban Cluster",C,10315625,47210,3.983,0.018000000000000002,37.460138,-89.251143,2018
02581,"Anna, TX Urban Cluster",C,18103768,14418,6.99,0.006,33.37908,-96.56361899999999,2018
02590,"Annandale, MN Urban Cluster",C,6952104,0,2.6839999999999997,0.0,45.260115,-94.12131099999999,2018
02602,"Ann Arbor, MI Urbanized Area",U,413298972,13523824,159.576,5.222,42.240003,-83.662679,2018
02629,"Anniston--Oxford, AL Urbanized Area",U,224750432,1461279,86.777,0.564,33.664398,-85.828795,2018
02656,"Antigo, WI Urban Cluster",C,10801703,84336,4.171,0.033,45.142639,-89.15319699999999,2018
