state,geoid,ansi_code,name,land_area_meters_sq,water_area_meters_sq,land_area_miles_sq,water_area_miles_sq,latitude,longitude,year
AL,01057,161554,Fayette County,1625693290,4330881,627.684,1.672,33.716157,-87.764292,2018
AL,01059,161555,Franklin County,1641841406,32643981,633.919,12.604000000000001,34.441989,-87.842814,2018
AL,01061,161556,Geneva County,1487897666,11578163,574.481,4.47,31.092382,-85.821022,2018
AL,01063,161557,Greene County,1675782061,33416141,647.023,12.902000000000001,32.844497,-87.9642,2018
AL,01065,161558,Hale County,1667907112,32423361,643.9830000000001,12.519,32.752796000000004,-87.62306099999999,2018
AL,01067,161559,Henry County,1454926621,16986823,561.75,6.559,31.516978,-85.239971,2018
AL,01069,161560,Houston County,1501854593,4683050,579.869,1.808,31.158183,-85.29641099999999,2018
AL,01071,161561,Jackson County,2791974056,126334709,1077.987,48.778,34.764114,-85.980056,2018
AL,01073,161562,Jefferson County,2878465205,32885044,1111.382,12.697000000000001,33.553444,-86.896536,2018
AL,01075,161563,Lamar County,1566544637,1600679,604.846,0.618,33.787085,-88.08743100000001,2018
AL,01077,161564,Lauderdale County,1730146083,133608930,668.013,51.586999999999996,34.904121999999994,-87.650997,2018
AL,01079,161565,Lawrence County,1788864247,68682382,690.684,26.518,34.529776,-87.321865,2018
AL,01081,161566,Lee County,1573548952,21492291,607.5509999999999,8.298,32.604064,-85.353048,2018
AL,01083,161567,Limestone County,1450277885,122329729,559.955,47.232,34.810239,-86.981399,2018
AL,01085,161568,Lowndes County,1854201378,23721835,715.9110000000001,9.158999999999999,32.147888,-86.650586,2018
AL,01087,161569,Macon County,1576855717,11345392,608.827,4.38,32.387027,-85.692887,2018
AL,01089,161570,Madison County,2076091216,28831382,801.5830000000001,11.132,34.764238,-86.55108,2018
AL,01091,161572,Marengo County,2530140238,14966620,976.893,5.779,32.247591,-87.79109100000001,2018
AL,01093,161573,Marion County,1922656563,3184076,742.342,1.229,34.138219,-87.881551,2018
AL,01095,161574,Marshall County,1465531860,148495464,565.845,57.333999999999996,34.309564,-86.321668,2018
AL,01097,161575,Mobile County,3184053031,1074031983,1229.37,414.686,30.684571999999996,-88.196568,2018
AL,01099,161576,Monroe County,2656469661,22609681,1025.6689999999999,8.73,31.580332000000002,-87.383266,2018
AL,01101,161577,Montgomery County,2033918497,37844005,785.3,14.612,32.202881,-86.204461,2018
AL,01103,161578,Morgan County,1500612908,50921199,579.39,19.660999999999998,34.454484,-86.846402,2018
AL,01105,161579,Perry County,1863900621,10937769,719.6560000000001,4.223,32.639005,-87.29382700000001,2018
AL,01107,161580,Pickens County,2282893837,22521210,881.43,8.695,33.296793,-88.096863,2018
AL,01109,161581,Pike County,1740647518,2336975,672.068,0.902,31.798651,-85.941604,2018
AL,01111,161582,Randolph County,1503615935,9285419,580.549,3.585,33.296475,-85.46406800000001,2018
AL,01113,161583,Russell County,1660577613,15641643,641.153,6.039,32.289811,-85.18698,2018
AL,01115,164997,St. Clair County,1635844944,56400695,631.6030000000001,21.776,33.712963,-86.315663,2018
AL,01117,161584,Shelby County,2034112797,62537787,785.375,24.146,33.263042999999996,-86.678089,2018
AL,01119,161585,Sumter County,2340898915,24634883,903.826,9.512,32.597481,-88.200057,2018
AL,01121,161586,Talladega County,1908256939,60926366,736.7819999999999,23.524,33.369314,-86.17593000000001,2018
AL,01123,161587,Tallapoosa County,1855782851,128806123,716.5219999999999,49.732,32.863308,-85.79961800000001,2018
AL,01125,161588,Tuscaloosa County,3421009204,78715350,1320.859,30.392,33.29022,-87.52278299999999,2018
AL,01127,161589,Walker County,2048686080,36754696,791.002,14.190999999999999,33.791558,-87.30109399999999,2018
AL,01129,161590,Washington County,2797720360,21652733,1080.2060000000001,8.36,31.405216999999997,-88.197564,2018
AL,01131,161591,Wilcox County,2301075082,49057525,888.45,18.941,31.990082,-87.304935,2018
AL,01133,161592,Winston County,1587608920,48922726,612.979,18.889,34.154607,-87.36529,2018
AK,02013,1419964,Aleutians East Borough,18091255385,20800268276,6985.073,8031.029,55.24504399999999,-161.997477,2018
AK,02016,1419965,Aleutians West Census Area,11375510886,25186009907,4392.109,9724.373,51.948964000000004,179.621188,2018
AK,02020,1416061,Anchorage Municipality,4419562836,615500204,1706.4029999999998,237.646,61.17425,-149.284329,2018
AK,02050,1419966,Bethel Census Area,105228817205,12768645652,40629.075,4930.002,60.929141,-160.152625,2018
AK,02060,1419967,Bristol Bay Borough,1248324005,949768219,481.981,366.708,58.741647,-156.96690900000002,2018
AK,02068,1419988,Denali Borough,32729577065,66105677,12636.961000000001,25.524,63.682039,-150.027016,2018
AK,02070,1419968,Dillingham Census Area,47478023796,5950680491,18331.368000000002,2297.571,59.543326,-158.267123,2018
AK,02090,1419969,Fairbanks North Star Borough,18983364355,273047179,7329.518,105.42399999999999,64.67604399999999,-146.548159,2018
AK,02100,1419970,Haines Borough,6059513753,1051059522,2339.591,405.816,59.098404,-135.57579099999998,2018
AK,02105,2371430,Hoonah-Angoon Census Area,16981566503,7801359160,6556.62,3012.1220000000003,58.253462,-136.320731,2018
AK,02110,1419971,Juneau City and Borough,7002973758,1426663852,2703.863,550.8380000000001,58.37291,-134.17844499999998,2018
AK,02122,1419972,Kenai Peninsula Borough,41500185165,22525337842,16023.312,8697.082,60.366668000000004,-152.322283,2018
AK,02130,1419973,Ketchikan Gateway Borough,12579243763,4651750442,4856.873,1796.0510000000002,55.449938,-131.106685,2018
AK,02150,1419974,Kodiak Island Borough,17133720200,14166823224,6615.366999999999,5469.840999999999,57.7044,-153.918372,2018
AK,02158,1419985,Kusilvak Census Area,44221226622,6694349084,17073.912,2584.703,62.283588,-163.190171,2018
AK,02164,1419975,Lake and Peninsula Borough,61893966490,25992281749,23897.395,10035.677,58.108506999999996,-156.413413,2018
AK,02170,1419976,Matanuska-Susitna Borough,64008421559,1456871464,24713.791,562.501,62.27909399999999,-149.619094,2018
AK,02180,1419977,Nome Census Area,59497122355,13774270048,22971.967999999997,5318.276,64.783686,-164.18891200000002,2018
AK,02185,1419978,North Slope Borough,230054122583,15549060273,88824.397,6003.526,69.449343,-153.47283000000002,2018
AK,02188,1419979,Northwest Arctic Borough,92329079390,12875662550,35648.458,4971.321,67.005066,-160.021086,2018
AK,02195,2516404,Petersburg Borough,7512557785,2385954337,2900.615,921.222,57.112458,-133.008598,2018
AK,02198,1419980,Prince of Wales-Hyder Census Area,13630515350,14624992705,5262.772,5646.741,55.682773,-133.162389,2018
AK,02220,1419981,Sitka City and Borough,7433305216,5037858065,2870.015,1945.128,57.193204,-135.36739599999999,2018
AK,02230,2339479,Skagway Municipality,1123881121,28784118,433.93300000000005,11.114,59.560379000000005,-135.338279,2018
AK,02240,1419983,Southeast Fairbanks Census Area,64290686975,751965527,24822.773999999998,290.336,63.864996999999995,-143.218628,2018
AK,02261,1419984,Valdez-Cordova Census Area,88634324631,15756537958,34221.906,6083.634,61.34984,-145.02314099999998,2018
AK,02275,2516402,Wrangell City and Borough,6619997013,2384375232,2555.995,920.612,56.317416,-132.343978,2018
AK,02282,1419986,Yakutat City and Borough,19744199346,3986129001,7623.278,1539.0529999999999,60.017453,-140.416942,2018
AK,02290,1419987,Yukon-Koyukuk Census Area,377034650847,5949465694,145573.899,2297.1020000000003,65.375727,-151.57785,2018
AZ,04001,25441,Apache County,29001320728,54152352,11197.473,20.908,35.385084,-109.490172,2018
AZ,04003,25442,Cochise County,15966170808,137020196,6164.573,52.903999999999996,31.840128999999997,-109.77516299999999,2018
AZ,04005,25443,Coconino County,48222143094,110123852,18618.674,42.519,35.829692,-111.773728,2018
AZ,04007,40471,Gila County,12323152727,97113523,4757.996,37.496,33.789618,-110.81187,2018
AZ,04009,25444,Graham County,11972737302,47477716,4622.7,18.331,32.931828,-109.87831000000001,2018
AZ,04011,42807,Greenlee County,4770701075,13750464,1841.9779999999998,5.309,33.238872,-109.242323,2018
AZ,04012,43540,La Paz County,11653985203,36563337,4499.629,14.117,33.72761,-114.03880600000001,2018
AZ,04013,37026,Maricopa County,23825949527,64236947,9199.251,24.802,33.345176,-112.49893,2018
AZ,04015,25445,Mohave County,34475503959,387309657,13311.067,149.541,35.717705,-113.74968899999999,2018
AZ,04017,42808,Navajo County,25770094216,24078113,9949.889000000001,9.297,35.390785,-110.321025,2018
AZ,04019,25446,Pima County,23794796847,5251370,9187.223,2.028,32.128043,-111.783657,2018
AZ,04021,25447,Pinal County,13897458216,22344375,5365.839,8.627,32.918521000000005,-111.36634,2018
AZ,04023,40472,Santa Cruz County,3203613240,3088046,1236.922,1.192,31.525733000000002,-110.845228,2018
AZ,04025,42809,Yavapai County,21039796371,11501576,8123.5109999999995,4.441,34.631071,-112.577225,2018
AZ,04027,23901,Yuma County,14281127830,13326079,5513.975,5.145,32.773942,-113.910905,2018
AR,05001,63755,Arkansas County,2560886962,116504001,988.7639999999999,44.982,34.28957,-91.376547,2018
AR,05003,63756,Ashley County,2396662506,39297497,925.357,15.173,33.190835,-91.772267,2018
AR,05005,69895,Baxter County,1435438304,84171718,554.226,32.499,36.280268,-92.329949,2018
AR,05007,69896,Benton County,2195165155,94161968,847.558,36.356,36.337819,-94.256298,2018
AR,05009,69897,Boone County,1528068629,31092612,589.991,12.005,36.304299,-93.079236,2018
AR,05011,63757,Bradley County,1681514472,9532926,649.236,3.681,33.466549,-92.169156,2018
AR,05013,63758,Calhoun County,1627975429,9926146,628.565,3.833,33.56046,-92.513879,2018
AR,05015,66975,Carroll County,1631600824,22431173,629.965,8.661,36.33737,-93.540972,2018
AR,05017,69160,Chicot County,1668823389,120315321,644.336,46.45399999999999,33.267139,-91.297158,2018
AR,05019,66845,Clark County,2243130281,43387661,866.077,16.752,34.053315999999995,-93.176208,2018
AR,05021,63759,Clay County,1656214473,5097734,639.4680000000001,1.9680000000000002,36.367302,-90.418704,2018
AR,05023,66983,Cleburne County,1434168144,98893719,553.735,38.183,35.566315,-92.05995,2018
AR,05025,63760,Cleveland County,1548253400,2500196,597.784,0.965,33.893201,-92.188714,2018
AR,05027,63761,Columbia County,1983889572,1990757,765.9839999999999,0.769,33.223038,-93.232843,2018
AR,05029,66846,Conway County,1430333634,37328676,552.255,14.413,35.265702000000005,-92.68924799999999,2018
AR,05031,66847,Craighead County,1831867052,14069451,707.288,5.432,35.827729,-90.631421,2018
AR,05033,69161,Crawford County,1531188213,31076496,591.195,11.999,35.583011,-94.23621899999999,2018
AR,05035,69162,Crittenden County,1580755093,67432628,610.3330000000001,26.035999999999998,35.211878999999996,-90.315332,2018
AR,05037,66848,Cross County,1596421809,15344835,616.382,5.925,35.285692,-90.763984,2018
AR,05039,66849,Dallas County,1728522506,1864048,667.3860000000001,0.72,33.967822999999996,-92.653999,2018
AR,05041,66850,Desha County,1989461629,133085432,768.135,51.385,33.828752,-91.24410300000001,2018
AR,05043,66851,Drew County,2145434144,18914034,828.357,7.303,33.587241999999996,-91.722778,2018
AR,05045,66852,Faulkner County,1678154687,41787768,647.939,16.134,35.146547999999996,-92.336928,2018
AR,05047,66853,Franklin County,1576914320,27952005,608.85,10.792,35.508558,-93.887665,2018
AR,05049,66854,Fulton County,1601111507,5526928,618.193,2.134,36.383619,-91.819664,2018
AR,05051,66855,Garland County,1755290360,147383937,677.721,56.905,34.578852000000005,-93.14693199999999,2018
AR,05053,66856,Grant County,1636384325,2896901,631.812,1.1179999999999999,34.285568,-92.422979,2018
AR,05055,66857,Greene County,1496205817,4789586,577.688,1.849,36.120607,-90.566346,2018
AR,05057,66858,Hempstead County,1884268205,35372110,727.52,13.657,33.728328999999995,-93.665479,2018
AR,05059,66859,Hot Spring County,1593380758,18038344,615.2080000000001,6.965,34.315177,-92.944147,2018
AR,05061,66872,Howard County,1524380365,17475611,588.567,6.747000000000001,34.083064,-93.990931,2018
AR,05063,69163,Independence County,1978631568,19593589,763.954,7.565,35.737499,-91.559942,2018
AR,05065,66860,Izard County,1503683622,8913817,580.576,3.4419999999999997,36.094879,-91.913625,2018
AR,05067,66861,Jackson County,1641853231,19623382,633.923,7.577000000000001,35.596467,-91.22320500000001,2018
AR,05069,66862,Jefferson County,2253242466,113431088,869.982,43.79600000000001,34.277239,-91.929673,2018
AR,05071,66863,Johnson County,1709103303,59195660,659.8889999999999,22.855999999999998,35.573359,-93.46632199999999,2018
AR,05073,66864,Lafayette County,1368278177,43469442,528.295,16.784000000000002,33.240629,-93.611514,2018
AR,05075,66865,Lawrence County,1521880769,12286149,587.601,4.744,36.041098,-91.101153,2018
AR,05077,66866,Lee County,1560781754,43720909,602.621,16.881,34.779505,-90.779717,2018
AR,05079,66873,Lincoln County,1454438338,27514923,561.562,10.624,33.957675,-91.727626,2018
AR,05081,66874,Little River County,1378511384,84225311,532.246,32.52,33.699496999999994,-94.229774,2018
AR,05083,82850,Logan County,1834027338,60685578,708.122,23.430999999999997,35.218654,-93.72091,2018
AR,05085,69164,Lonoke County,1996628038,82740476,770.9019999999999,31.945999999999998,34.755114,-91.894132,2018
AR,05087,69165,Madison County,2160707852,7318191,834.2539999999999,2.826,36.012545,-93.724053,2018
AR,05089,69898,Marion County,1546109517,112285683,596.956,43.354,36.266664,-92.678577,2018
AR,05091,69166,Miller County,1620628512,30875055,625.7280000000001,11.921,33.305505,-93.90150200000001,2018
AR,05093,69899,Mississippi County,2332480077,49826384,900.576,19.238,35.766944,-90.052207,2018
AR,05095,69167,Monroe County,1572480981,36694911,607.138,14.168,34.679512,-91.20331,2018
AR,05097,69168,Montgomery County,2019823598,52913893,779.8580000000001,20.43,34.545656,-93.664153,2018
AR,05099,69169,Nevada County,1600192986,7254361,617.8380000000001,2.801,33.666699,-93.305072,2018
AR,05101,69900,Newton County,2126144031,5930175,820.909,2.29,35.910742,-93.215898,2018
AR,05103,69170,Ouachita County,1897898730,18050431,732.783,6.968999999999999,33.591167999999996,-92.878413,2018
AR,05105,69171,Perry County,1428543055,23226442,551.564,8.968,34.946363,-92.926877,2018
AR,05107,69172,Phillips County,1801669159,82139043,695.628,31.714000000000002,34.423687,-90.855593,2018
AR,05109,69173,Pike County,1555614399,34974767,600.626,13.504000000000001,34.158190999999995,-93.658659,2018
AR,05111,69174,Poinsett County,1964149128,13520123,758.362,5.22,35.568870000000004,-90.681104,2018
AR,05113,69175,Polk County,2221382790,12372287,857.681,4.777,34.490915,-94.230884,2018
AR,05115,69901,Pope County,2104417474,47279652,812.52,18.255,35.456557000000004,-93.026818,2018
AR,05117,69176,Prairie County,1678019578,71807770,647.887,27.725,34.831115999999994,-91.55362,2018
AR,05119,69177,Pulaski County,1965579500,126236379,758.915,48.74,34.770311,-92.312996,2018
AR,05121,69178,Randolph County,1689251367,9889906,652.224,3.819,36.341297999999995,-91.028441,2018
AR,05123,83331,St. Francis County,1644132566,20028723,634.803,7.733,35.014026,-90.742138,2018
AR,05125,67102,Saline County,1873977181,17979686,723.547,6.942,34.648525,-92.674463,2018
AR,05127,69179,Scott County,2311063521,14887192,892.307,5.747999999999999,34.858869,-94.063641,2018
AR,05129,69180,Searcy County,1725176966,6256683,666.095,2.416,35.896387,-92.695888,2018
AR,05131,69181,Sebastian County,1377601669,39693806,531.895,15.325999999999999,35.196981,-94.274989,2018
AR,05133,69182,Sevier County,1463680826,41831847,565.13,16.151,33.994877,-94.243279,2018
AR,05135,69183,Sharp County,1565460775,5201390,604.428,2.008,36.173398999999996,-91.471069,2018
AR,05137,69902,Stone County,1570579417,7841927,606.404,3.028,35.857001000000004,-92.14048199999999,2018
AR,05139,69903,Union County,2691555887,41400825,1039.2160000000001,15.985,33.168219,-92.598145,2018
AR,05141,69904,Van Buren County,1838200430,37692769,709.7330000000001,14.552999999999999,35.582953,-92.515976,2018
AR,05143,69905,Washington County,2439803798,26926764,942.0139999999999,10.395999999999999,35.978001,-94.21726899999999,2018
AR,05145,69906,White County,2680852090,18293048,1035.083,7.063,35.255117999999996,-91.753034,2018
AR,05147,69907,Woodruff County,1519723271,18703960,586.768,7.222,35.192777,-91.244535,2018
AR,05149,69908,Yell County,2409045644,48482976,930.138,18.719,34.997713,-93.408303,2018
CA,06001,1675839,Alameda County,1909598013,216923745,737.3,83.755,37.647139,-121.91248799999998,2018
CA,06003,1675840,Alpine County,1912292630,12557304,738.34,4.848,38.621783,-119.79835200000001,2018
CA,06005,1675841,Amador County,1539933577,29470567,594.572,11.379000000000001,38.44355,-120.653856,2018
CA,06007,1675842,Butte County,4238438186,105311003,1636.47,40.661,39.665959,-121.601919,2018
CA,06009,1675885,Calaveras County,2641829200,43797659,1020.0160000000001,16.91,38.1839,-120.56144099999999,2018
CA,06011,1675902,Colusa County,2980332864,14608870,1150.713,5.641,39.177739,-122.237563,2018
CA,06013,1675903,Contra Costa County,1857233047,225282636,717.082,86.98200000000001,37.919478999999995,-121.95154299999999,2018
CA,06015,1682074,Del Norte County,2606117983,578742642,1006.2280000000001,223.454,41.763958,-124.00361399999998,2018
CA,06017,277273,El Dorado County,4423290468,203328472,1707.842,78.506,38.785612,-120.534225,2018
CA,06019,277274,Fresno County,15431404077,137345152,5958.099,53.028999999999996,36.761006,-119.655019,2018
CA,06021,277275,Glenn County,3403160290,33693350,1313.9679999999998,13.009,39.602546000000004,-122.4017,2018
CA,06023,1681908,Humboldt County,9241527430,1253763757,3568.1740000000004,484.08099999999996,40.706655,-123.926176,2018
CA,06025,277277,Imperial County,10817292933,790212281,4176.58,305.103,33.040814000000005,-115.3554,2018
CA,06027,1804637,Inyo County,26368508430,119088151,10180.938,45.98,36.561977,-117.403927,2018
CA,06029,2054176,Kern County,21062456129,78764641,8132.26,30.410999999999998,35.346629,-118.729506,2018
CA,06031,277280,Kings County,3600883824,3162664,1390.309,1.2209999999999999,36.072478000000004,-119.81553000000001,2018
CA,06033,277281,Lake County,3254364315,188836455,1256.517,72.91,39.094802,-122.746757,2018
CA,06035,1693324,Lassen County,11761615592,463426051,4541.185,178.93,40.721086,-120.629952,2018
CA,06037,277283,Los Angeles County,10510671776,1794675167,4058.1929999999998,692.928,34.196397999999995,-118.26186200000001,2018
CA,06039,277284,Madera County,5534617472,42245931,2136.928,16.311,37.209821000000005,-119.749802,2018
CA,06041,277285,Marin County,1347976788,797029137,520.457,307.735,38.051817,-122.745974,2018
CA,06043,277286,Mariposa County,3752472149,36225644,1448.838,13.987,37.570029999999996,-119.912861,2018
CA,06045,277287,Mendocino County,9081426659,962946207,3506.3590000000004,371.796,39.432388,-123.442881,2018
CA,06047,277288,Merced County,5013300944,111383846,1935.646,43.006,37.194806,-120.722802,2018
CA,06049,277289,Modoc County,10140960152,745420661,3915.447,287.809,41.592918,-120.71837,2018
CA,06051,277290,Mono County,7896838487,214695672,3048.987,82.89399999999999,37.915836,-118.87516699999999,2018
CA,06053,277291,Monterey County,8499616962,1267799938,3281.7209999999995,489.5,36.240107,-121.315572,2018
CA,06055,277292,Napa County,1938114186,104300794,748.31,40.271,38.5071,-122.32590400000001,2018
CA,06057,1682927,Nevada County,2480587324,41531993,957.76,16.035999999999998,39.297508,-120.77134299999999,2018
CA,06059,277294,Orange County,2053294769,402004844,792.7819999999999,155.215,33.675686999999996,-117.777207,2018
CA,06061,277295,Placer County,3644325262,246494490,1407.082,95.17200000000001,39.062032,-120.722718,2018
CA,06063,277296,Plumas County,6612400908,156387636,2553.062,60.382,39.992295,-120.824371,2018
CA,06065,277297,Riverside County,18664901451,250194697,7206.559,96.601,33.729828000000005,-116.00223899999999,2018
CA,06067,277298,Sacramento County,2500490904,74894369,965.445,28.916999999999998,38.450016,-121.340441,2018
CA,06069,277299,San Benito County,3596590995,4719296,1388.652,1.8219999999999998,36.610702,-121.085296,2018
CA,06071,277300,San Bernardino County,51954895600,117095140,20059.898,45.211000000000006,34.85722,-116.181197,2018
CA,06073,277301,San Diego County,10900649391,820695499,4208.764,316.872,33.023604,-116.776117,2018
CA,06075,277302,San Francisco County,121375681,479216672,46.863,185.02700000000002,37.727239000000004,-123.032229,2018
CA,06077,277303,San Joaquin County,3606263159,88974329,1392.386,34.353,37.934982,-121.272244,2018
CA,06079,277304,San Luis Obispo County,8548611925,815519172,3300.638,314.874,35.385224,-120.447544,2018
CA,06081,277305,San Mateo County,1161960635,757110545,448.63599999999997,292.322,37.414671999999996,-122.371546,2018
CA,06083,277306,Santa Barbara County,7083976828,2729838280,2735.139,1053.996,34.537057,-120.039973,2018
CA,06085,277307,Santa Clara County,3343896477,33589866,1291.086,12.969000000000001,37.220777000000005,-121.69062199999999,2018
CA,06087,277308,Santa Cruz County,1152866293,419671509,445.124,162.036,37.012488,-122.007205,2018
CA,06089,1682610,Shasta County,9778230074,186479459,3775.3959999999997,72.0,40.760514,-122.04355600000001,2018
CA,06091,277310,Sierra County,2468694587,23299110,953.168,8.996,39.576925,-120.521993,2018
CA,06093,277311,Siskiyou County,16261933260,179149816,6278.768,69.17,41.587986,-122.53328700000002,2018
CA,06095,277312,Solano County,2128327622,218699936,821.752,84.441,38.267226,-121.939594,2018
CA,06097,1657246,Sonoma County,4081491107,497455304,1575.8729999999998,192.06900000000002,38.525182,-122.92611000000001,2018
CA,06099,277314,Stanislaus County,3874662824,46356389,1496.016,17.898,37.562315999999996,-121.002831,2018
CA,06101,277315,Sutter County,1560546527,15240593,602.53,5.8839999999999995,39.036190000000005,-121.70393999999999,2018
CA,06103,1692767,Tehama County,7638228750,33767783,2949.137,13.038,40.126157,-122.232274,2018
CA,06105,277317,Trinity County,8234265085,73407950,3179.268,28.343000000000004,40.647803,-123.114476,2018
CA,06107,277318,Tulare County,12495083015,37014644,4824.379,14.290999999999999,36.228834,-118.78105500000001,2018
CA,06109,277319,Tuolumne County,5752079372,138722707,2220.89,53.56100000000001,38.021434,-119.96473300000001,2018
CA,06111,277320,Ventura County,4771968316,947365005,1842.467,365.78,34.358740999999995,-119.13314299999999,2018
CA,06113,277321,Yolo County,2628144763,22878452,1014.732,8.833,38.679596000000004,-121.902441,2018
CA,06115,277322,Yuba County,1636913845,31057995,632.016,11.992,39.27013,-121.34425900000001,2018
CO,08001,198116,Adams County,3020592854,44447105,1166.257,17.160999999999998,39.874325,-104.331872,2018
CO,08003,198117,Alamosa County,1871465869,1847610,722.577,0.713,37.568442,-105.78804099999999,2018
CO,08005,198118,Arapahoe County,2066632437,19499590,797.931,7.529,39.644554,-104.33170600000001,2018
CO,08007,198119,Archuleta County,3496708790,13743572,1350.0870000000002,5.306,37.202395,-107.05086299999999,2018
CO,08009,198120,Baca County,6617400546,6142193,2554.993,2.372,37.309779999999996,-102.543741,2018
CO,08011,198121,Bent County,3918255140,73141518,1512.8470000000002,28.24,37.931891,-103.077584,2018
CO,08013,198122,Boulder County,1881290197,36512644,726.37,14.097999999999999,40.09497,-105.397691,2018
CO,08014,1945881,Broomfield County,85478796,1411395,33.004,0.545,39.953593,-105.05078700000001,2018
CO,08015,198123,Chaffee County,2624715692,3999975,1013.408,1.544,38.738223,-106.31668300000001,2018
CO,08017,198124,Cheyenne County,4605713965,8166129,1778.276,3.153,38.835646000000004,-102.601791,2018
CO,08019,198125,Clear Creek County,1023561805,3274882,395.199,1.264,39.669732,-105.69256999999999,2018
CO,08021,198126,Conejos County,3334445557,9213371,1287.437,3.557,37.213406,-106.176447,2018
CO,08023,198127,Costilla County,3179452300,8828906,1227.593,3.409,37.277547,-105.42894,2018
CO,08025,198128,Crowley County,2039427875,33422979,787.428,12.905,38.30618,-103.772736,2018
CO,08027,198129,Custer County,1913031959,3364150,738.6260000000001,1.2990000000000002,38.101994,-105.373515,2018
CO,08029,198130,Delta County,2958095177,16782598,1142.127,6.48,38.861756,-107.86475700000001,2018
CO,08031,198131,Denver County,397024697,4245400,153.292,1.639,39.76185,-104.881105,2018
CO,08033,198132,Dolores County,2763958517,2716141,1067.17,1.0490000000000002,37.711723,-108.52411599999999,2018
CO,08035,198133,Douglas County,2176237637,6797058,840.25,2.6239999999999997,39.325414,-104.925987,2018
CO,08037,198134,Eagle County,4362761542,18963358,1684.4720000000002,7.322,39.626992,-106.69516899999999,2018
CO,08039,198136,Elbert County,4793643993,442147,1850.836,0.171,39.315157,-104.114076,2018
CO,08041,198135,El Paso County,5508504028,7097457,2126.845,2.74,38.827383000000005,-104.527472,2018
CO,08043,198137,Fremont County,3970664370,2235543,1533.082,0.863,38.45517,-105.424958,2018
CO,08045,198138,Garfield County,7634105497,21398401,2947.545,8.262,39.599352,-107.90978,2018
CO,08047,198139,Gilpin County,388228994,942056,149.89600000000002,0.364,39.861156,-105.528878,2018
CO,08049,198140,Grand County,4782260510,59902381,1846.441,23.128,40.123205,-106.09593500000001,2018
CO,08051,198141,Gunnison County,8389338082,53067068,3239.1420000000003,20.489,38.67264,-107.066506,2018
CO,08053,198142,Hinsdale County,2893614469,15324685,1117.231,5.917000000000001,37.821165,-107.33826100000002,2018
CO,08055,198143,Huerfano County,4120756321,5792101,1591.033,2.2359999999999998,37.687815,-104.959928,2018
