state,geoid,ansi_code,name,land_area_meters_sq,water_area_meters_sq,land_area_miles_sq,water_area_miles_sq,latitude,longitude,year
AL,01001,161526,Autauga County,1539614693,25744269,594.4490000000001,9.94,32.532237,-86.64644,2017
AL,01003,161527,Baldwin County,4117605847,1133109409,1589.817,437.496,30.659218,-87.74606700000001,2017
AL,01005,161528,Barbour County,2292144656,50538698,885.002,19.512999999999998,31.870253,-85.40510400000001,2017
AL,01007,161529,Bibb County,1612165763,9603798,622.461,3.708,33.015893,-87.12714799999999,2017
AL,01009,161530,Blount County,1670079465,15039864,644.821,5.807,33.977358,-86.56644,2017
AL,01011,161531,Bullock County,1613059168,6054988,622.806,2.338,32.101759,-85.717261,2017
AL,01013,161532,Butler County,2011985458,2718248,776.832,1.05,31.751666999999998,-86.681969,2017
AL,01015,161533,Calhoun County,1569244078,16573120,605.889,6.399,33.771706,-85.822513,2017
AL,01017,161534,Chambers County,1545009122,17048126,596.531,6.582000000000001,32.915504,-85.394032,2017
AL,01019,161535,Cherokee County,1434228753,119702920,553.759,46.218,34.069515,-85.65424200000001,2017
AL,01021,161536,Chilton County,1794478905,20590301,692.852,7.95,32.854051,-86.726607,2017
AL,01023,161537,Choctaw County,2365869837,19144469,913.467,7.392,31.990954,-88.248889,2017
AL,01025,161538,Clarke County,3207494103,36657891,1238.42,14.154000000000002,31.685521,-87.818624,2017
AL,01027,161539,Clay County,1564253513,5283523,603.962,2.04,33.2704,-85.863525,2017
AL,01029,161540,Cleburne County,1450663938,2354898,560.105,0.909,33.671964,-85.516126,2017
AL,01031,161541,Coffee County,1758565927,3907189,678.9860000000001,1.5090000000000001,31.402258000000003,-85.989602,2017
AL,01033,161542,Colbert County,1534875463,80027136,592.619,30.899,34.703112,-87.801457,2017
AL,01035,161543,Conecuh County,2201948618,6643480,850.177,2.565,31.430926,-86.988722,2017
AL,01037,161544,Coosa County,1685850816,39987274,650.911,15.439,32.931445000000004,-86.243482,2017
AL,01039,161545,Covington County,2668871125,34489285,1030.4569999999999,13.315999999999999,31.243987,-86.44872099999999,2017
AL,01041,161546,Crenshaw County,1576952826,5388561,608.865,2.081,31.732826,-86.319222,2017
AL,01043,161547,Cullman County,1903070708,52424813,734.78,20.241,34.131923,-86.86926700000001,2017
AL,01045,161548,Dale County,1453311031,4016457,561.127,1.551,31.430653999999997,-85.609476,2017
AL,01047,161549,Dallas County,2534863481,39131006,978.716,15.109000000000002,32.33354,-87.114356,2017
AL,01049,161550,DeKalb County,2012676476,4121538,777.0989999999999,1.591,34.460929,-85.80399200000001,2017
AL,01051,161551,Elmore County,1601762124,99965171,618.444,38.597,32.597229,-86.142735,2017
AL,01053,161552,Escambia County,2447822304,20797758,945.11,8.03,31.122287,-87.16841,2017
AL,01055,161553,Etowah County,1386383039,34559412,535.286,13.343,34.047641,-86.034263,2017
AL,01057,161554,Fayette County,1625693280,4330881,627.684,1.672,33.716157,-87.764292,2017
AL,01059,161555,Franklin County,1641839976,32645401,633.918,12.604000000000001,34.441989,-87.842814,2017
AL,01061,161556,Geneva County,1487870866,11604964,574.47,4.481,31.092382,-85.821022,2017
AL,01063,161557,Greene County,1675782063,33416143,647.023,12.902000000000001,32.844497,-87.9642,2017
AL,01065,161558,Hale County,1667907107,32423356,643.9830000000001,12.519,32.752796000000004,-87.62306099999999,2017
AL,01067,161559,Henry County,1454926615,16986823,561.75,6.559,31.516978,-85.239971,2017
AL,01069,161560,Houston County,1501807104,4730565,579.851,1.8259999999999998,31.158183,-85.29641099999999,2017
AL,01071,161561,Jackson County,2791974087,126334708,1077.987,48.778,34.764114,-85.980056,2017
AL,01073,161562,Jefferson County,2877921069,32756125,1111.172,12.647,33.553444,-86.896536,2017
AL,01075,161563,Lamar County,1566544636,1600679,604.846,0.618,33.787085,-88.08743100000001,2017
AL,01077,161564,Lauderdale County,1730742958,133012067,668.2439999999999,51.356,34.904121999999994,-87.650997,2017
AL,01079,161565,Lawrence County,1788859207,68687366,690.682,26.52,34.529776,-87.321865,2017
AL,01081,161566,Lee County,1573550101,21491164,607.5509999999999,8.298,32.604064,-85.353048,2017
AL,01083,161567,Limestone County,1450278151,122329451,559.956,47.232,34.810239,-86.981399,2017
AL,01085,161568,Lowndes County,1854201380,23721835,715.9110000000001,9.158999999999999,32.147888,-86.650586,2017
AL,01087,161569,Macon County,1576801788,11399310,608.807,4.401,32.387027,-85.692887,2017
AL,01089,161570,Madison County,2076145098,28777508,801.6039999999999,11.110999999999999,34.764238,-86.55108,2017
AL,01091,161572,Marengo County,2530140238,14966620,976.893,5.779,32.247591,-87.79109100000001,2017
AL,01093,161573,Marion County,1922656984,3183684,742.342,1.229,34.138219,-87.881551,2017
AL,01095,161574,Marshall County,1465528724,148498594,565.844,57.336000000000006,34.309564,-86.321668,2017
AL,01097,161575,Mobile County,3184127436,1073844850,1229.399,414.61400000000003,30.684571999999996,-88.196568,2017
AL,01099,161576,Monroe County,2656517454,22609680,1025.687,8.73,31.580332000000002,-87.383266,2017
AL,01101,161577,Montgomery County,2033764493,37997545,785.2410000000001,14.671,32.202881,-86.204461,2017
AL,01103,161578,Morgan County,1500602270,50931876,579.386,19.665,34.454484,-86.846402,2017
AL,01105,161579,Perry County,1863885725,10952676,719.65,4.229,32.639005,-87.29382700000001,2017
AL,01107,161580,Pickens County,2282893859,22521211,881.43,8.695,33.296793,-88.096863,2017
AL,01109,161581,Pike County,1740647521,2336975,672.068,0.902,31.798651,-85.941604,2017
AL,01111,161582,Randolph County,1503615934,9285420,580.549,3.585,33.296475,-85.46406800000001,2017
AL,01113,161583,Russell County,1660557977,15661281,641.145,6.047000000000001,32.289811,-85.18698,2017
AL,01115,164997,St. Clair County,1636634176,56284614,631.908,21.732,33.712963,-86.315663,2017
AL,01117,161584,Shelby County,2034107820,62542790,785.373,24.148000000000003,33.263042999999996,-86.678089,2017
AL,01119,161585,Sumter County,2340898915,24634883,903.826,9.512,32.597481,-88.200057,2017
AL,01121,161586,Talladega County,1908251622,60931665,736.78,23.526,33.369314,-86.17593000000001,2017
AL,01123,161587,Tallapoosa County,1855771079,128817905,716.5169999999999,49.736999999999995,32.863369,-85.799553,2017
AL,01125,161588,Tuscaloosa County,3421041792,78682797,1320.872,30.38,33.29022,-87.52278299999999,2017
AL,01127,161589,Walker County,2048686077,36754700,791.002,14.190999999999999,33.791558,-87.30109399999999,2017
AL,01129,161590,Washington County,2797720370,21652733,1080.2060000000001,8.36,31.405216999999997,-88.197564,2017
AL,01131,161591,Wilcox County,2301075110,49057525,888.45,18.941,31.990082,-87.304935,2017
AL,01133,161592,Winston County,1587608917,48922729,612.979,18.889,34.154607,-87.36529,2017
AK,02013,1419964,Aleutians East Borough,18091325125,20800198540,6985.1,8031.0019999999995,55.24504399999999,-161.997477,2017
AK,02016,1419965,Aleutians West Census Area,11376643262,25184877501,4392.5470000000005,9723.936,51.948964000000004,179.621188,2017
AK,02020,1416061,Anchorage Municipality,4419537010,615526050,1706.3929999999998,237.65599999999998,61.17425,-149.284329,2017
AK,02050,1419966,Bethel Census Area,105228855314,12768607553,40629.09,4929.987,60.929141,-160.152625,2017
AK,02060,1419967,Bristol Bay Borough,1248342013,949750202,481.98800000000006,366.70099999999996,58.741615,-156.966992,2017
AK,02068,1419988,Denali Borough,32729613863,66068878,12636.975,25.509,63.68110600000001,-150.026544,2017
AK,02070,1419968,Dillingham Census Area,47477685010,5951019310,18331.237,2297.701,59.543326,-158.267123,2017
AK,02090,1419969,Fairbanks North Star Borough,18982307701,274103901,7329.11,105.83200000000001,64.692317,-146.601733,2017
AK,02100,1419970,Haines Borough,6233111973,1054089659,2406.618,406.986,59.098404,-135.57579099999998,2017
AK,02105,2371430,Hoonah-Angoon Census Area,16981434901,7808657621,6556.569,3014.94,58.253462,-136.320731,2017
AK,02110,1419971,Juneau City and Borough,6829216436,1423792753,2636.775,549.729,58.643522999999995,-134.28116699999998,2017
AK,02122,1419972,Kenai Peninsula Borough,41499900917,22525622024,16023.202,8697.192,60.366668000000004,-152.322283,2017
AK,02130,1419973,Ketchikan Gateway Borough,12579507052,5220218255,4856.975,2015.5379999999998,55.449938,-131.106685,2017
AK,02150,1419974,Kodiak Island Borough,17134142683,14166400752,6615.53,5469.678000000001,57.7044,-153.918372,2017
AK,02158,1419985,Kusilvak Census Area,44218384953,6697190751,17072.815,2585.8,62.283588,-163.190171,2017
AK,02164,1419975,Lake and Peninsula Borough,61894488750,25991759519,23897.597,10035.475,58.108674,-156.414001,2017
AK,02170,1419976,Matanuska-Susitna Borough,63760578688,1704714297,24618.097999999998,658.194,62.279075,-149.61756200000002,2017
AK,02180,1419977,Nome Census Area,59496552709,13774839669,22971.748,5318.496,64.783686,-164.18891200000002,2017
AK,02185,1419978,North Slope Borough,230056014591,15547168253,88825.12800000001,6002.795,69.449343,-153.47283000000002,2017
AK,02188,1419979,Northwest Arctic Borough,92326483031,12878258897,35647.456,4972.3240000000005,67.005066,-160.021086,2017
AK,02195,2516404,Petersburg Borough,7513010884,2385501229,2900.79,921.047,57.112458,-133.008598,2017
AK,02198,1419980,Prince of Wales-Hyder Census Area,13630288113,14625197420,5262.684,5646.821,55.682773,-133.162389,2017
AK,02220,1419981,Sitka City and Borough,7433222810,5037940435,2869.9829999999997,1945.16,57.193204,-135.36739599999999,2017
AK,02230,2339479,Skagway Municipality,1124107036,28607173,434.02,11.045,59.575097,-135.335418,2017
AK,02240,1419983,Southeast Fairbanks Census Area,64290353013,752301282,24822.645,290.465,63.864996999999995,-143.218628,2017
AK,02261,1419984,Valdez-Cordova Census Area,88635832004,15763249807,34222.488,6086.225,61.34984,-145.02314099999998,2017
AK,02275,2516402,Wrangell City and Borough,6619614514,2384746838,2555.848,920.7560000000001,56.317416,-132.343978,2017
AK,02282,1419986,Yakutat City and Borough,19746741191,35390272145,7624.26,13664.261,59.963024,-141.76158700000002,2017
AK,02290,1419987,Yukon-Koyukuk Census Area,377030936019,5953180597,145572.464,2298.536,65.375718,-151.577873,2017
AZ,04001,25441,Apache County,29001298929,54174161,11197.465,20.916999999999998,35.385084,-109.490172,2017
AZ,04003,25442,Cochise County,15966166113,137024922,6164.571,52.906000000000006,31.840128999999997,-109.77516299999999,2017
AZ,04005,25443,Coconino County,48222181220,110085803,18618.689,42.504,35.829692,-111.773728,2017
AZ,04007,40471,Gila County,12323146398,97119865,4757.994000000001,37.498000000000005,33.789618,-110.81187,2017
AZ,04009,25444,Graham County,11972778533,47436491,4622.715999999999,18.315,32.931828,-109.87831000000001,2017
AZ,04011,42807,Greenlee County,4770701078,13750461,1841.9779999999998,5.309,33.238872,-109.242323,2017
AZ,04012,43540,La Paz County,11653980557,36567994,4499.627,14.119000000000002,33.72761,-114.03880600000001,2017
AZ,04013,37026,Maricopa County,23825875275,64310266,9199.222,24.83,33.346540999999995,-112.495534,2017
AZ,04015,25445,Mohave County,34475503964,387344307,13311.067,149.554,35.717705,-113.74968899999999,2017
AZ,04017,42808,Navajo County,25770094249,24078111,9949.889000000001,9.297,35.390785,-110.321025,2017
AZ,04019,25446,Pima County,23794788865,5259325,9187.22,2.031,32.128523,-111.783027,2017
AZ,04021,25447,Pinal County,13897471114,22332471,5365.844,8.623,32.918538,-111.36638700000002,2017
AZ,04023,40472,Santa Cruz County,3203613249,3088046,1236.922,1.192,31.525733000000002,-110.845228,2017
AZ,04025,42809,Yavapai County,21039796372,11501575,8123.5109999999995,4.441,34.631212,-112.577385,2017
AZ,04027,23901,Yuma County,14281265651,13171316,5514.028,5.085,32.773942,-113.910905,2017
AR,05001,63755,Arkansas County,2560988637,116409463,988.803,44.946000000000005,34.28957,-91.376547,2017
AR,05003,63756,Ashley County,2396650149,39309860,925.352,15.177999999999999,33.190835,-91.772267,2017
AR,05005,69895,Baxter County,1435438032,84171993,554.226,32.499,36.280759,-92.330476,2017
AR,05007,69896,Benton County,2195019818,94307300,847.502,36.412,36.337835999999996,-94.256224,2017
AR,05009,69897,Boone County,1528076369,31092507,589.994,12.005,36.304299,-93.079236,2017
AR,05011,63757,Bradley County,1681514463,9532926,649.236,3.681,33.466549,-92.169156,2017
AR,05013,63758,Calhoun County,1627975434,9926146,628.565,3.833,33.56046,-92.513879,2017
AR,05015,66975,Carroll County,1631597803,22434173,629.9630000000001,8.662,36.337773999999996,-93.541663,2017
AR,05017,69160,Chicot County,1668823393,120315319,644.336,46.45399999999999,33.267139,-91.297158,2017
AR,05019,66845,Clark County,2243130473,43387485,866.078,16.752,34.053315999999995,-93.176208,2017
AR,05021,63759,Clay County,1656214466,5097734,639.4680000000001,1.9680000000000002,36.367302,-90.418704,2017
AR,05023,66983,Cleburne County,1434168142,98893718,553.735,38.183,35.566315,-92.05995,2017
AR,05025,63760,Cleveland County,1548252545,2500346,597.784,0.965,33.893201,-92.188714,2017
AR,05027,63761,Columbia County,1983889573,1990757,765.9839999999999,0.769,33.223038,-93.232843,2017
AR,05029,66846,Conway County,1430330693,37331621,552.254,14.414000000000001,35.265702000000005,-92.68924799999999,2017
AR,05031,66847,Craighead County,1831867347,14069141,707.288,5.432,35.827729,-90.631421,2017
AR,05033,69161,Crawford County,1531188224,31076498,591.195,11.999,35.583011,-94.23621899999999,2017
AR,05035,69162,Crittenden County,1580755099,67432622,610.3330000000001,26.035999999999998,35.211878999999996,-90.315332,2017
AR,05037,66848,Cross County,1596421812,15344834,616.382,5.925,35.285692,-90.763984,2017
AR,05039,66849,Dallas County,1728522517,1864048,667.3860000000001,0.72,33.967822999999996,-92.653999,2017
AR,05041,66850,Desha County,1989461629,133085432,768.135,51.385,33.828752,-91.24410300000001,2017
AR,05043,66851,Drew County,2145434146,18914033,828.357,7.303,33.587241999999996,-91.722778,2017
AR,05045,66852,Faulkner County,1678176463,41765990,647.948,16.125999999999998,35.146285999999996,-92.324711,2017
AR,05047,66853,Franklin County,1576930289,27936032,608.856,10.786,35.508558,-93.887665,2017
AR,05049,66854,Fulton County,1601111649,5526927,618.193,2.134,36.383619,-91.819664,2017
AR,05051,66855,Garland County,1755290919,147383373,677.722,56.905,34.578852000000005,-93.14693199999999,2017
AR,05053,66856,Grant County,1636384394,2896901,631.812,1.1179999999999999,34.285568,-92.422979,2017
AR,05055,66857,Greene County,1496205815,4789586,577.688,1.849,36.120607,-90.566346,2017
AR,05057,66858,Hempstead County,1884268212,35372110,727.52,13.657,33.728611,-93.665809,2017
AR,05059,66859,Hot Spring County,1593376791,18038347,615.206,6.965,34.315177,-92.944147,2017
AR,05061,66872,Howard County,1524380220,17475726,588.567,6.747000000000001,34.083064,-93.990931,2017
AR,05063,69163,Independence County,1978631574,19593589,763.954,7.565,35.737499,-91.559942,2017
AR,05065,66860,Izard County,1503683620,8913818,580.576,3.4419999999999997,36.094879,-91.913625,2017
AR,05067,66861,Jackson County,1641853230,19623381,633.923,7.577000000000001,35.596467,-91.22320500000001,2017
AR,05069,66862,Jefferson County,2253166949,113500176,869.953,43.823,34.277628,-91.930701,2017
AR,05071,66863,Johnson County,1709103300,59195663,659.8889999999999,22.855999999999998,35.573359,-93.46632199999999,2017
AR,05073,66864,Lafayette County,1368278178,43469442,528.295,16.784000000000002,33.240629,-93.611514,2017
AR,05075,66865,Lawrence County,1521880659,12286159,587.601,4.744,36.041098,-91.101153,2017
AR,05077,66866,Lee County,1560781749,43720910,602.621,16.881,34.779858000000004,-90.77934499999999,2017
AR,05079,66873,Lincoln County,1454438336,27514921,561.562,10.624,33.957675,-91.727626,2017
AR,05081,66874,Little River County,1378586566,84150136,532.275,32.491,33.699496999999994,-94.229774,2017
AR,05083,82850,Logan County,1834026181,60685645,708.1210000000001,23.430999999999997,35.218654,-93.72091,2017
AR,05085,69164,Lonoke County,1996628025,82740471,770.9019999999999,31.945999999999998,34.755114,-91.894132,2017
AR,05087,69165,Madison County,2160705134,7320899,834.253,2.827,36.012545,-93.724053,2017
AR,05089,69898,Marion County,1546109507,112285682,596.956,43.354,36.266664,-92.678577,2017
AR,05091,69166,Miller County,1620232433,31271179,625.575,12.074000000000002,33.305505,-93.90150200000001,2017
AR,05093,69899,Mississippi County,2332480068,49826375,900.576,19.238,35.766944,-90.052207,2017
AR,05095,69167,Monroe County,1572480973,36694917,607.138,14.168,34.679512,-91.20331,2017
AR,05097,69168,Montgomery County,2019824136,52913372,779.8580000000001,20.43,34.545581,-93.663329,2017
AR,05099,69169,Nevada County,1600192985,7254365,617.8380000000001,2.801,33.666699,-93.305072,2017
AR,05101,69900,Newton County,2126136365,5930177,820.9060000000001,2.29,35.910742,-93.215899,2017
AR,05103,69170,Ouachita County,1897898732,18050431,732.783,6.968999999999999,33.591167999999996,-92.878413,2017
AR,05105,69171,Perry County,1428543051,23226441,551.564,8.968,34.946363,-92.926877,2017
AR,05107,69172,Phillips County,1801429477,82378714,695.5360000000001,31.807,34.423687,-90.855593,2017
AR,05109,69173,Pike County,1555599952,34989238,600.621,13.509,34.158190999999995,-93.658659,2017
AR,05111,69174,Poinsett County,1964147526,13521720,758.362,5.221,35.568870000000004,-90.681104,2017
AR,05113,69175,Polk County,2221382755,12372286,857.681,4.777,34.490915,-94.230884,2017
AR,05115,69901,Pope County,2104418088,47279033,812.52,18.255,35.456557000000004,-93.026818,2017
AR,05117,69176,Prairie County,1678019592,71807768,647.887,27.725,34.831115999999994,-91.55362,2017
AR,05119,69177,Pulaski County,1965575733,126242806,758.913,48.743,34.770311,-92.312996,2017
AR,05121,69178,Randolph County,1689288878,9852495,652.238,3.804,36.341297999999995,-91.028441,2017
AR,05123,83331,St. Francis County,1644132565,20028723,634.803,7.733,35.014026,-90.742138,2017
AR,05125,67102,Saline County,1873978476,17979687,723.547,6.942,34.648525,-92.674463,2017
AR,05127,69179,Scott County,2311063525,14887193,892.307,5.747999999999999,34.858869,-94.063641,2017
AR,05129,69180,Searcy County,1725176973,6256687,666.095,2.416,35.896387,-92.695888,2017
AR,05131,69181,Sebastian County,1377601663,39693809,531.895,15.325999999999999,35.196981,-94.274989,2017
AR,05133,69182,Sevier County,1463680831,41831844,565.13,16.151,33.994877,-94.243279,2017
AR,05135,69183,Sharp County,1565460785,5201389,604.428,2.008,36.173398999999996,-91.471069,2017
AR,05137,69902,Stone County,1570579424,7841928,606.404,3.028,35.857017,-92.140508,2017
AR,05139,69903,Union County,2691555882,41400824,1039.2160000000001,15.985,33.168219,-92.598145,2017
AR,05141,69904,Van Buren County,1838200422,37692771,709.7330000000001,14.552999999999999,35.582953,-92.515976,2017
AR,05143,69905,Washington County,2439678769,27051804,941.965,10.445,35.971209,-94.218417,2017
AR,05145,69906,White County,2680852086,18293044,1035.083,7.063,35.255117999999996,-91.753034,2017
AR,05147,69907,Woodruff County,1519723278,18703959,586.768,7.222,35.192777,-91.244535,2017
AR,05149,69908,Yell County,2409046726,48482972,930.138,18.719,34.997713,-93.408303,2017
CA,06001,1675839,Alameda County,1909616630,216916717,737.307,83.75200000000001,37.647139,-121.91248799999998,2017
CA,06003,1675840,Alpine County,1912292631,12557304,738.34,4.848,38.621783,-119.79835200000001,2017
CA,06005,1675841,Amador County,1539933576,29470568,594.572,11.379000000000001,38.44355,-120.653856,2017
CA,06007,1675842,Butte County,4238438196,105310997,1636.47,40.661,39.665959,-121.601919,2017
CA,06009,1675885,Calaveras County,2641829199,43797662,1020.0160000000001,16.91,38.1839,-120.56144099999999,2017
CA,06011,1675902,Colusa County,2980332860,14608869,1150.713,5.641,39.177739,-122.237563,2017
CA,06013,1675903,Contra Costa County,1857310903,225193562,717.112,86.948,37.919478999999995,-121.95154299999999,2017
CA,06015,1682074,Del Norte County,2606117992,578742645,1006.2280000000001,223.454,41.763958,-124.00361399999998,2017
CA,06017,277273,El Dorado County,4423290535,203328338,1707.842,78.506,38.785532,-120.534398,2017
CA,06019,277274,Fresno County,15431410219,137339029,5958.101,53.027,36.761006,-119.655019,2017
CA,06021,277275,Glenn County,3403149421,33704225,1313.963,13.013,39.602546000000004,-122.4017,2017
CA,06023,1681908,Humboldt County,9241251740,1254039383,3568.067,484.18699999999995,40.706655,-123.926176,2017
CA,06025,277277,Imperial County,10817291631,790230304,4176.58,305.11,33.040814000000005,-115.3554,2017
CA,06027,1804637,Inyo County,26368508430,119088140,10180.938,45.98,36.561977,-117.403927,2017
CA,06029,2054176,Kern County,21062393794,78770534,8132.236,30.413,35.346629,-118.729506,2017
CA,06031,277280,Kings County,3598593366,5453080,1389.425,2.105,36.072478000000004,-119.81553000000001,2017
CA,06033,277281,Lake County,3254348631,188852161,1256.511,72.916,39.094802,-122.746757,2017
CA,06035,1693324,Lassen County,11761615611,463426050,4541.185,178.93,40.721086,-120.629952,2017
CA,06037,277283,Los Angeles County,10510588451,1794793532,4058.1609999999996,692.9739999999999,34.196397999999995,-118.26186200000001,2017
CA,06039,277284,Madera County,5534850492,42012923,2137.018,16.221,37.209821000000005,-119.749802,2017
CA,06041,277285,Marin County,1347976832,797029137,520.457,307.735,38.051817,-122.745974,2017
CA,06043,277286,Mariposa County,3752472156,36225644,1448.838,13.987,37.570029999999996,-119.912861,2017
CA,06045,277287,Mendocino County,9081426673,962946204,3506.3590000000004,371.796,39.432388,-123.442881,2017
CA,06047,277288,Merced County,5012175320,112509475,1935.2120000000002,43.44,37.194806,-120.722802,2017
CA,06049,277289,Modoc County,10140960164,745420669,3915.447,287.809,41.592918,-120.71837,2017
CA,06051,277290,Mono County,7896838493,214695673,3048.987,82.89399999999999,37.915836,-118.87516699999999,2017
CA,06053,277291,Monterey County,8496680819,1270736099,3280.587,490.634,36.240107,-121.315572,2017
CA,06055,277292,Napa County,1938165958,104249021,748.33,40.251,38.5071,-122.32590400000001,2017
CA,06057,1682927,Nevada County,2480587331,41531993,957.76,16.035999999999998,39.297508,-120.77134299999999,2017
CA,06059,277294,Orange County,2048392529,406915886,790.8889999999999,157.111,33.675686999999996,-117.777207,2017
CA,06061,277295,Placer County,3644244131,246575767,1407.0510000000002,95.20299999999999,39.062032,-120.722718,2017
CA,06063,277296,Plumas County,6612400919,156387635,2553.062,60.382,39.992295,-120.824371,2017
CA,06065,277297,Riverside County,18664542308,250588224,7206.42,96.75299999999999,33.729828000000005,-116.00223899999999,2017
CA,06067,277298,Sacramento County,2499039655,76217822,964.885,29.428,38.450016,-121.340441,2017
CA,06069,277299,San Benito County,3596588882,4721397,1388.651,1.8230000000000002,36.610702,-121.085296,2017
CA,06071,277300,San Bernardino County,51948123813,123845007,20057.284,47.817,34.85722,-116.181197,2017
CA,06073,277301,San Diego County,10898787530,822557348,4208.045999999999,317.591,33.023604,-116.776117,2017
CA,06075,277302,San Francisco County,121485107,479107241,46.906000000000006,184.984,37.727239000000004,-123.032229,2017
CA,06077,277303,San Joaquin County,3606190671,89046837,1392.358,34.381,37.934982,-121.272244,2017
CA,06079,277304,San Luis Obispo County,8548552397,815578711,3300.615,314.897,35.385224,-120.447544,2017
CA,06081,277305,San Mateo County,1161757245,757313941,448.55699999999996,292.401,37.414671999999996,-122.371546,2017
CA,06083,277306,Santa Barbara County,7084000622,2729814515,2735.1479999999997,1053.987,34.537057,-120.039973,2017
CA,06085,277307,Santa Clara County,3344209919,33276429,1291.2069999999999,12.847999999999999,37.220777000000005,-121.69062199999999,2017
CA,06087,277308,Santa Cruz County,1152967426,419570389,445.163,161.997,37.012488,-122.007205,2017
CA,06089,1682610,Shasta County,9778230094,186479466,3775.3959999999997,72.0,40.760514,-122.04355600000001,2017
CA,06091,277310,Sierra County,2468694586,23299110,953.168,8.996,39.576925,-120.521993,2017
CA,06093,277311,Siskiyou County,16261933292,179149824,6278.768,69.17,41.587986,-122.53328700000002,2017
CA,06095,277312,Solano County,2128347201,218679972,821.7589999999999,84.43299999999999,38.267226,-121.939594,2017
CA,06097,1657246,Sonoma County,4081450561,497495823,1575.8570000000002,192.084,38.525182,-122.92611000000001,2017
CA,06099,277314,Stanislaus County,3874634688,46384540,1496.005,17.909000000000002,37.562315999999996,-121.002831,2017
CA,06101,277315,Sutter County,1560275634,15717389,602.4259999999999,6.069,39.036190000000005,-121.70393999999999,2017
CA,06103,1692767,Tehama County,7638228772,33767784,2949.137,13.038,40.126157,-122.232274,2017
CA,06105,277317,Trinity County,8234265086,73407949,3179.268,28.343000000000004,40.647803,-123.114476,2017
CA,06107,277318,Tulare County,12494838453,37259234,4824.284000000001,14.386,36.228834,-118.78105500000001,2017
CA,06109,277319,Tuolumne County,5752079368,138722711,2220.89,53.56100000000001,38.021434,-119.96473300000001,2017
CA,06111,277320,Ventura County,4773302741,946030569,1842.983,365.264,34.358740999999995,-119.13314299999999,2017
CA,06113,277321,Yolo County,2628256658,22688556,1014.7760000000001,8.76,38.679595,-121.902441,2017
CA,06115,277322,Yuba County,1636913850,31057914,632.016,11.992,39.266247,-121.340781,2017
CO,08001,198116,Adams County,3023220812,41815517,1167.272,16.145,39.874325,-104.331872,2017
CO,08003,198117,Alamosa County,1871465873,1847609,722.577,0.713,37.568442,-105.78804099999999,2017
CO,08005,198118,Arapahoe County,2066634438,19499590,797.932,7.529,39.644554,-104.33170600000001,2017
CO,08007,198119,Archuleta County,3496731609,13720776,1350.096,5.297999999999999,37.202395,-107.05086299999999,2017
CO,08009,198120,Baca County,6617400584,6142193,2554.993,2.372,37.306693,-102.537758,2017
CO,08011,198121,Bent County,3918303427,73093229,1512.865,28.221,37.931891,-103.077584,2017
CO,08013,198122,Boulder County,1881281634,36521204,726.367,14.100999999999999,40.09497,-105.397691,2017
CO,08014,1945881,Broomfield County,85478932,1411395,33.004,0.545,39.95321,-105.05199499999999,2017
CO,08015,198123,Chaffee County,2624715691,3999975,1013.408,1.544,38.738223,-106.31668300000001,2017
CO,08017,198124,Cheyenne County,4605714032,8166134,1778.276,3.153,38.835386,-102.604585,2017
CO,08019,198125,Clear Creek County,1023560263,3274894,395.199,1.264,39.669732,-105.69256999999999,2017
CO,08021,198126,Conejos County,3334423639,9235291,1287.428,3.5660000000000003,37.213406,-106.176447,2017
CO,08023,198127,Costilla County,3179452304,8828906,1227.593,3.409,37.277547,-105.42894,2017
CO,08025,198128,Crowley County,2039427875,33422982,787.428,12.905,38.30618,-103.772736,2017
CO,08027,198129,Custer County,1913031958,3364151,738.6260000000001,1.2990000000000002,38.101994,-105.373515,2017
CO,08029,198130,Delta County,2958099789,16777978,1142.129,6.478,38.861756,-107.86475700000001,2017
CO,08031,198131,Denver County,397057845,4236701,153.305,1.636,39.76185,-104.881105,2017
CO,08033,198132,Dolores County,2763958520,2716141,1067.17,1.0490000000000002,37.747602,-108.530383,2017
CO,08035,198133,Douglas County,2176069189,6950848,840.185,2.6839999999999997,39.325414,-104.925987,2017
CO,08037,198134,Eagle County,4362804330,18920534,1684.4879999999998,7.305,39.626992,-106.69516899999999,2017
CO,08039,198136,Elbert County,4793658887,442148,1850.842,0.171,39.310582000000004,-104.117729,2017
CO,08041,198135,El Paso County,5508502469,7099036,2126.845,2.741,38.827383000000005,-104.527472,2017
CO,08043,198137,Fremont County,3970664546,2235374,1533.082,0.863,38.45517,-105.424958,2017
CO,08045,198138,Garfield County,7634095739,21408198,2947.5409999999997,8.266,39.599352,-107.90978,2017
CO,08047,198139,Gilpin County,388228996,942056,149.89600000000002,0.364,39.861156,-105.528878,2017
CO,08049,198140,Grand County,4782260517,59902382,1846.441,23.128,40.123205,-106.09593500000001,2017
CO,08051,198141,Gunnison County,8389338065,53067068,3239.1420000000003,20.489,38.67264,-107.066506,2017
CO,08053,198142,Hinsdale County,2893614470,15324686,1117.231,5.917000000000001,37.821165,-107.33826100000002,2017
CO,08055,198143,Huerfano County,4120756337,5792101,1591.033,2.2359999999999998,37.687815,-104.959928,2017
CO,08057,198144,Jackson County,4179530271,18750017,1613.726,7.239,40.663432,-106.32924799999999,2017
