geoid,name,urban_area_type,land_area_meters_sq,water_area_meters_sq,land_area_miles_sq,water_area_miles_sq,latitude,longitude,year
06760,"Beloit, WI--IL Urbanized Area",U,88948415,2354011,34.343,0.909,42.509483,-89.026108,2017
06770,"Belterra, TX Urban Cluster",C,9094836,0,3.512,0.0,30.186319,-98.001924,2017
06779,"Belton, SC Urban Cluster",C,13901584,45133,5.367000000000001,0.017,34.528131,-82.498225,2017
06787,"Belvidere, NJ--PA Urban Cluster",C,5791265,54709,2.2359999999999998,0.021,40.825338,-75.071549,2017
06814,"Belzoni, MS Urban Cluster",C,5960797,0,2.301,0.0,33.181940999999995,-90.490257,2017
06841,"Bemidji, MN Urban Cluster",C,28970178,44386,11.185,0.017,47.480112,-94.883524,2017
06868,"Bend, OR Urbanized Area",U,102862298,560560,39.715,0.21600000000000003,44.04927,-121.312835,2017
06895,"Bennettsville, SC Urban Cluster",C,21712831,1278568,8.383,0.494,34.628218,-79.685958,2017
06922,"Bennington, VT Urban Cluster",C,19778213,264701,7.636,0.102,42.892666999999996,-73.202052,2017
06949,"Benson, AZ Urban Cluster",C,6490459,4137,2.506,0.002,31.961786,-110.294175,2017
06976,"Benson, MN Urban Cluster",C,4509562,706,1.7409999999999999,0.0,45.316565000000004,-95.602636,2017
07003,"Benson, NC Urban Cluster",C,6593115,11841,2.546,0.005,35.383812,-78.54669100000001,2017
07030,"Benton, IL Urban Cluster",C,11051381,34232,4.2669999999999995,0.013000000000000001,37.999962,-88.918322,2017
07057,"Benton, KY Urban Cluster",C,11911744,36051,4.599,0.013999999999999999,36.851834999999994,-88.359536,2017
07084,"Benton, LA Urban Cluster",C,11703919,791125,4.519,0.305,32.657068,-93.71246500000001,2017
07111,"Benton City, WA Urban Cluster",C,6291789,66109,2.4290000000000003,0.026000000000000002,46.277732,-119.487393,2017
07138,"Benton Harbor--St. Joseph--Fair Plain, MI Urbanized Area",U,120897103,2569786,46.678999999999995,0.992,42.068719,-86.470022,2017
07165,"Berea, KY Urban Cluster",C,34224814,146780,13.214,0.057,37.583562,-84.293019,2017
07192,"Berlin, NH Urban Cluster",C,14133541,519206,5.457000000000001,0.2,44.4618,-71.17302600000001,2017
07219,"Berlin, WI Urban Cluster",C,6024648,14520,2.326,0.006,43.971548,-88.94550500000001,2017
07246,"Berne, IN Urban Cluster",C,11777621,411956,4.547,0.159,40.60586,-84.943937,2017
07273,"Berrien Springs, MI Urban Cluster",C,12852201,524337,4.962,0.20199999999999999,41.950895,-86.340788,2017
07300,"Berryville, AR Urban Cluster",C,10331037,0,3.989,0.0,36.370598,-93.565725,2017
07327,"Berryville, VA Urban Cluster",C,5127393,1608,1.98,0.001,39.153421,-77.980386,2017
07354,"Bethany, MO Urban Cluster",C,3968748,1084,1.5319999999999998,0.0,40.265875,-94.03518199999999,2017
07381,"Bethel, AK Urban Cluster",C,6273317,149372,2.4219999999999997,0.057999999999999996,60.79492,-161.78245900000002,2017
07408,"Bethel, OH Urban Cluster",C,4204131,4856,1.6230000000000002,0.002,38.964135,-84.083101,2017
07462,"Beulah, ND Urban Cluster",C,3541607,533,1.367,0.0,47.265005,-101.781735,2017
07489,"Bicknell, IN Urban Cluster",C,4385581,0,1.693,0.0,38.776776,-87.305074,2017
07508,"Big Bear City, CA Urban Cluster",C,41825231,552543,16.149,0.213,34.246421000000005,-116.87971100000001,2017
07543,"Big Lake, TX Urban Cluster",C,2756021,0,1.064,0.0,31.19452,-101.459125,2017
07597,"Big Pine Key, FL Urban Cluster",C,19738087,3771218,7.621,1.456,24.668928,-81.342734,2017
07624,"Big Rapids, MI Urban Cluster",C,24132228,170777,9.318,0.066,43.686859000000005,-85.473293,2017
07651,"Big Spring, TX Urban Cluster",C,38165365,67731,14.735999999999999,0.026000000000000002,32.244366,-101.47075600000001,2017
